ID,Spp,DormTreat,Plot,Rep,RepLine,AssignedLineNumber,PlotLineCODE,Block,GM,Water,EmergN,EmergA,EmergD,EmergTOT,Bio,TotalN,NoEmbryoDevN,GermN,ShrivelledGermN,NoEmbryoRemovedN,FungalN,PredatedN,ShrivelledN,StillViableN,DataNotRequiredButCollected
1_10,A_ina,HW,54,4,3,18,54_18,F3,G5,W3,500,123,165,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_10,A_hil,HW,54,4,4,19,54_19,F3,G5,W3,450,99,41,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_10,T_pun,CleanToSeed,54,4,5,20,54_20,F3,G5,W3,500,112,10,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_11,T_wis,CleanToSeed,2,1,1,1,2_1,A1,G1,W4,800,206,0,206,0.2329,39,0,4,0,21,6,0,0,8,
1_11,T_pun,HW,2,1,2,2,2_2,A1,G1,W4,500,108,0,108,0.1515,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_11,A_hil,HW,2,1,3,3,2_3,A1,G1,W4,500,39,0,39,0.1584,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_11,I_mon,CleanToSeed,2,1,4,4,2_4,A1,G1,W4,500,3,0,3,0.0063,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_11,A_ina,HW,2,1,5,5,2_5,A1,G1,W4,450,114,0,114,5.2664,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_11,A_hil,CleanToSeed,2,2,1,6,2_6,A1,G1,W4,800,98,7,105,0.9616,40,0,9,4,0,2,0,4,21,
1_11,I_mon,HW,2,2,2,7,2_7,A1,G1,W4,500,25,3,28,0.3009,39,0,0,5,0,1,0,0,33,
1_11,T_pun,HW,2,2,3,8,2_8,A1,G1,W4,500,158,6,164,0.8166,37,0,6,0,6,18,1,1,5,
1_11,A_ina,CleanToSeed,2,2,4,9,2_9,A1,G1,W4,500,233,5,238,10.8902,40,0,18,3,0,2,0,0,17,
1_11,T_wis,HW,2,2,5,10,2_10,A1,G1,W4,450,185,0,185,0.9853,39,0,7,0,7,9,4,0,12,
1_11,T_wis,HW,2,3,1,11,2_11,A1,G1,W4,500,245,0,245,1.505,40,1,14,0,1,10,2,1,11,
1_11,I_mon,CleanToSeed,2,3,2,12,2_12,A1,G1,W4,500,93,13,106,1.1966,40,0,1,5,0,3,0,0,31,
1_11,A_ina,CleanToSeed,2,3,3,13,2_13,A1,G1,W4,800,356,9,365,19.4221,40,0,21,1,0,0,0,1,17,
1_11,A_hil,HW,2,3,4,14,2_14,A1,G1,W4,500,210,0,210,2.3653,40,0,12,4,0,1,0,2,21,
1_11,T_pun,HW,2,3,5,15,2_15,A1,G1,W4,450,119,0,119,1.265,38,0,17,0,4,8,0,1,8,
1_11,A_hil,CleanToSeed,2,4,1,16,2_16,A1,G1,W4,800,229,7,236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_11,I_mon,HW,2,4,2,17,2_17,A1,G1,W4,500,144,0,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_11,T_pun,HW,2,4,3,18,2_18,A1,G1,W4,450,154,0,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_11,A_ina,CleanToSeed,2,4,4,19,2_19,A1,G1,W4,500,348,5,353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_11,T_wis,HW,2,4,5,20,2_20,A1,G1,W4,500,129,13,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_11,I_mon,HW,21,1,1,1,21_1,E3,G1,W4,500,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_11,T_pun,CleanToSeed,21,1,2,2,21_2,E3,G1,W4,500,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_11,T_wis,CleanToSeed,21,1,3,3,21_3,E3,G1,W4,800,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_11,A_ina,HW,21,1,4,4,21_4,E3,G1,W4,500,8,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_11,A_hil,HW,21,1,5,5,21_5,E3,G1,W4,450,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_11,A_hil,HW,21,2,1,6,21_6,E3,G1,W4,450,0,1,1,0,40,0,1,1,0,0,0,0,38,
1_11,I_mon,HW,21,2,2,7,21_7,E3,G1,W4,500,0,1,1,0,40,0,1,0,0,1,0,1,37,
1_11,A_ina,HW,21,2,3,8,21_8,E3,G1,W4,500,39,51,90,0.6728,40,0,4,0,0,0,0,0,36,
1_11,T_wis,CleanToSeed,21,2,4,9,21_9,E3,G1,W4,800,45,9,54,0.1726,40,0,0,0,10,0,0,0,30,
1_11,T_pun,CleanToSeed,21,2,5,10,21_10,E3,G1,W4,500,32,7,39,0.1566,40,0,7,0,15,0,0,2,16,
1_11,I_mon,HW,21,3,1,11,21_11,E3,G1,W4,500,12,7,19,0.0872,40,0,2,1,0,0,0,1,36,
1_11,A_ina,HW,21,3,2,12,21_12,E3,G1,W4,500,100,54,154,2.5489,40,0,8,0,0,0,0,0,32,
1_11,T_wis,CleanToSeed,21,3,3,13,21_13,E3,G1,W4,800,70,5,75,0.2979,40,0,0,0,9,0,0,1,30,
1_11,T_pun,CleanToSeed,21,3,4,14,21_14,E3,G1,W4,500,36,1,37,0.1722,36,0,1,0,11,0,0,0,24,
1_11,A_hil,HW,21,3,5,15,21_15,E3,G1,W4,450,26,14,40,0.1651,40,0,1,0,0,2,0,1,36,
1_11,I_mon,HW,21,4,1,16,21_16,E3,G1,W4,500,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_11,A_ina,HW,21,4,2,17,21_17,E3,G1,W4,500,61,72,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_11,T_wis,CleanToSeed,21,4,3,18,21_18,E3,G1,W4,800,85,6,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_11,T_pun,CleanToSeed,21,4,4,19,21_19,E3,G1,W4,500,87,5,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_11,A_hil,HW,21,4,5,20,21_20,E3,G1,W4,450,95,22,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_11,T_wis,CleanToSeed,40,1,1,1,40_1,H1,G1,W4,800,102,7,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_11,T_pun,CleanToSeed,40,1,2,2,40_2,H1,G1,W4,500,80,12,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_11,I_mon,HW,40,1,3,3,40_3,H1,G1,W4,500,0,67,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_11,A_hil,HW,40,1,4,4,40_4,H1,G1,W4,450,80,80,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_11,A_ina,HW,40,1,5,5,40_5,H1,G1,W4,500,176,66,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_11,T_wis,CleanToSeed,40,2,1,6,40_6,H1,G1,W4,800,139,9,148,1.4857,40,0,12,0,0,7,0,1,20,
1_11,A_hil,HW,40,2,2,7,40_7,H1,G1,W4,450,192,25,217,2.9044,39,0,12,5,0,1,0,3,18,
1_11,I_mon,HW,40,2,3,8,40_8,H1,G1,W4,500,68,60,128,0.8213,40,0,11,7,0,2,0,2,18,
1_11,A_ina,HW,40,2,4,9,40_9,H1,G1,W4,500,90,59,149,11.8182,40,0,9,5,0,1,0,0,25,
1_11,T_pun,CleanToSeed,40,2,5,10,40_10,H1,G1,W4,500,123,15,138,0.9463,40,0,11,0,0,12,0,2,15,
1_11,A_ina,HW,40,3,1,11,40_11,H1,G1,W4,500,225,67,292,10.6559,40,0,23,6,0,2,0,0,9,
1_11,A_hil,HW,40,3,2,12,40_12,H1,G1,W4,450,172,19,191,2.1591,39,0,13,8,0,1,0,2,15,
1_11,T_pun,CleanToSeed,40,3,3,13,40_13,H1,G1,W4,500,135,3,138,1.62,40,0,9,0,0,11,0,7,13,
1_11,T_wis,CleanToSeed,40,3,4,14,40_14,H1,G1,W4,800,135,11,146,2.0159,40,0,16,0,0,6,0,3,15,
1_11,I_mon,HW,40,3,5,15,40_15,H1,G1,W4,500,42,30,72,0.6778,39,0,11,2,0,0,0,0,26,
1_11,T_wis,CleanToSeed,40,4,1,16,40_16,H1,G1,W4,800,71,44,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_11,T_pun,CleanToSeed,40,4,2,17,40_17,H1,G1,W4,500,66,33,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_11,A_hil,HW,40,4,3,18,40_18,H1,G1,W4,450,75,70,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_11,A_ina,HW,40,4,4,19,40_19,H1,G1,W4,500,170,100,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_11,I_mon,HW,40,4,5,20,40_20,H1,G1,W4,500,23,26,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_12,T_wis,CleanToSeed,1,1,1,1,1_1,A1,G2,W4,800,92,0,92,0.08,40,0,15,0,1,8,0,2,14,
1_12,T_pun,CleanToSeed,1,1,2,2,1_2,A1,G2,W4,500,14,0,14,0.0086,40,0,8,0,0,20,0,3,9,
1_12,A_hil,HW,1,1,3,3,1_3,A1,G2,W4,450,31,0,31,0.0839,40,0,12,0,0,6,0,4,18,
1_12,I_mon,HW,1,1,4,4,1_4,A1,G2,W4,500,0,0,0,0,39,0,0,0,0,4,0,0,35,
1_12,A_ina,HW,1,1,5,5,1_5,A1,G2,W4,500,7,4,11,0.1417,40,0,0,0,0,1,0,0,39,
1_12,A_hil,HW,1,2,1,6,1_6,A1,G2,W4,450,6,2,8,0.0221,40,0,0,0,0,8,0,6,26,
1_12,I_mon,HW,1,2,2,7,1_7,A1,G2,W4,500,0,1,1,0.0029,39,0,1,0,0,5,0,0,33,
1_12,T_pun,CleanToSeed,1,2,3,8,1_8,A1,G2,W4,500,1,14,15,0.0133,40,0,12,0,0,12,0,6,10,
1_12,A_ina,HW,1,2,4,9,1_9,A1,G2,W4,500,6,5,11,0.1266,40,0,0,0,0,5,0,0,35,
1_12,T_wis,CleanToSeed,1,2,5,10,1_10,A1,G2,W4,800,16,28,44,0.0647,40,0,14,0,0,6,0,5,15,
1_12,T_wis,CleanToSeed,1,3,1,11,1_11,A1,G2,W4,800,16,63,79,0.1068,40,0,18,0,0,2,0,2,18,
1_12,I_mon,HW,1,3,2,12,1_12,A1,G2,W4,500,9,4,13,0.0576,39,0,1,0,0,7,0,2,29,
1_12,A_ina,HW,1,3,3,13,1_13,A1,G2,W4,500,58,36,94,1.9112,40,0,2,0,0,10,0,0,28,
1_12,A_hil,HW,1,3,4,14,1_14,A1,G2,W4,450,26,49,75,0.2985,40,0,10,0,0,8,0,12,10,
1_12,T_pun,CleanToSeed,1,3,5,15,1_15,A1,G2,W4,500,71,49,120,0.4096,39,0,16,0,0,10,0,6,7,
1_12,A_hil,HW,1,4,1,16,1_16,A1,G2,W4,450,43,57,100,0.533,40,0,5,0,0,19,0,10,6,
1_12,I_mon,HW,1,4,2,17,1_17,A1,G2,W4,500,16,10,26,0.1527,40,0,0,0,0,3,0,2,35,
1_12,T_pun,CleanToSeed,1,4,3,18,1_18,A1,G2,W4,500,58,26,84,0.3699,40,0,13,0,0,11,0,8,8,
1_12,A_ina,HW,1,4,4,19,1_19,A1,G2,W4,500,116,15,131,4.3798,40,0,16,0,0,15,0,5,4,
1_12,T_wis,CleanToSeed,1,4,5,20,1_20,A1,G2,W4,800,59,34,93,0.3155,40,0,6,0,0,1,0,2,31,
1_12,A_ina,HW,17,1,1,1,17_1,A3,G2,W4,500,53,63,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_12,T_pun,CleanToSeed,17,1,2,2,17_2,A3,G2,W4,500,12,68,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_12,A_hil,HW,17,1,3,3,17_3,A3,G2,W4,450,1,62,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_12,I_mon,HW,17,1,4,4,17_4,A3,G2,W4,500,2,42,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_12,T_wis,CleanToSeed,17,1,5,5,17_5,A3,G2,W4,800,10,138,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_12,T_wis,CleanToSeed,17,2,1,6,17_6,A3,G2,W4,800,2,100,102,0.0107,39,0,17,0,0,0,0,3,19,
1_12,A_hil,HW,17,2,2,7,17_7,A3,G2,W4,450,8,121,129,0.0481,40,0,12,3,0,16,0,0,9,
1_12,A_ina,HW,17,2,3,8,17_8,A3,G2,W4,500,12,75,87,0.2741,40,0,8,1,0,0,0,0,31,
1_12,T_pun,CleanToSeed,17,2,4,9,17_9,A3,G2,W4,500,6,85,91,0.0347,40,0,19,0,0,3,0,4,14,
1_12,I_mon,HW,17,2,5,10,17_10,A3,G2,W4,500,9,42,51,0.0551,40,0,3,3,0,0,0,0,34,
1_12,A_hil,HW,17,3,1,11,17_11,A3,G2,W4,450,2,132,134,0.0116,40,0,12,0,0,14,0,0,14,
1_12,I_mon,HW,17,3,2,12,17_12,A3,G2,W4,500,0,28,28,0,40,0,1,0,0,0,0,0,39,
1_12,T_wis,CleanToSeed,17,3,3,13,17_13,A3,G2,W4,800,13,62,75,0.085,39,0,9,0,0,2,0,6,22,
1_12,T_pun,CleanToSeed,17,3,4,14,17_14,A3,G2,W4,500,3,104,107,0.0206,40,0,18,0,0,3,0,3,16,
1_12,A_ina,HW,17,3,5,15,17_15,A3,G2,W4,500,28,77,105,0.7588,40,0,21,1,0,0,0,0,18,
1_12,T_wis,CleanToSeed,17,4,1,16,17_16,A3,G2,W4,800,5,84,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_12,A_ina,HW,17,4,2,17,17_17,A3,G2,W4,500,12,69,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_12,A_hil,HW,17,4,3,18,17_18,A3,G2,W4,450,3,132,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_12,I_mon,HW,17,4,4,19,17_19,A3,G2,W4,500,2,64,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_12,T_pun,CleanToSeed,17,4,5,20,17_20,A3,G2,W4,500,6,79,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_12,I_mon,HW,35,1,1,1,35_1,D1,G2,W4,500,32,41,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_12,T_pun,CleanToSeed,35,1,2,2,35_2,D1,G2,W4,500,50,12,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_12,T_wis,CleanToSeed,35,1,3,3,35_3,D1,G2,W4,800,43,30,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_12,A_ina,HW,35,1,4,4,35_4,D1,G2,W4,500,178,72,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_12,A_hil,HW,35,1,5,5,35_5,D1,G2,W4,450,60,121,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_12,I_mon,HW,35,2,1,6,35_6,D1,G2,W4,500,40,52,92,0.2761,35,0,4,4,0,0,0,2,25,
1_12,T_wis,CleanToSeed,35,2,2,7,35_7,D1,G2,W4,800,92,64,156,0.5939,40,0,10,0,0,1,0,1,28,
1_12,T_pun,CleanToSeed,35,2,3,8,35_8,D1,G2,W4,500,97,42,139,0.6652,40,0,23,0,0,7,0,5,5,
1_12,A_ina,HW,35,2,4,9,35_9,D1,G2,W4,500,106,122,228,3.1783,40,0,32,2,0,0,0,0,6,
1_12,A_hil,HW,35,2,5,10,35_10,D1,G2,W4,450,38,135,173,0.3043,39,0,17,4,0,0,0,3,15,
1_12,A_hil,HW,35,3,1,11,35_11,D1,G2,W4,450,29,114,143,0.2357,29,0,12,2,0,0,0,5,10,
1_12,T_wis,CleanToSeed,35,3,2,12,35_12,D1,G2,W4,800,25,112,137,0.1514,40,0,14,0,0,1,0,2,23,
1_12,A_ina,HW,35,3,3,13,35_13,D1,G2,W4,500,41,61,102,1.0628,40,0,25,0,0,3,0,0,12,
1_12,I_mon,HW,35,3,4,14,35_14,D1,G2,W4,500,16,50,66,0.1069,40,0,2,1,0,0,0,3,34,
1_12,T_pun,CleanToSeed,35,3,5,15,35_15,D1,G2,W4,500,18,80,98,0.1207,39,0,12,0,0,15,0,1,11,
1_12,I_mon,HW,35,4,1,16,35_16,D1,G2,W4,500,7,15,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_12,A_ina,HW,35,4,2,17,35_17,D1,G2,W4,500,14,15,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_12,T_wis,CleanToSeed,35,4,3,18,35_18,D1,G2,W4,800,2,36,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_12,T_pun,CleanToSeed,35,4,4,19,35_19,D1,G2,W4,500,7,35,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_12,A_hil,HW,35,4,5,20,35_20,D1,G2,W4,450,34,57,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_13,A_hil,HW,15,1,1,1,15_1,G2,G3,W4,450,18,120,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_13,T_pun,CleanToSeed,15,1,2,2,15_2,G2,G3,W4,500,48,4,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_13,A_ina,HW,15,1,3,3,15_3,G2,G3,W4,500,94,58,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_13,T_wis,CleanToSeed,15,1,4,4,15_4,G2,G3,W4,800,38,17,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_13,I_mon,HW,15,1,5,5,15_5,G2,G3,W4,500,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_13,T_pun,CleanToSeed,15,2,1,6,15_6,G2,G3,W4,500,15,14,29,0.0685,40,0,12,0,0,12,0,2,14,
1_13,I_mon,HW,15,2,2,7,15_7,G2,G3,W4,500,2,3,5,0.0133,36,0,1,1,0,5,0,0,29,
1_13,A_ina,HW,15,2,3,8,15_8,G2,G3,W4,500,36,24,60,0.9776,40,0,11,8,0,3,0,0,18,
1_13,T_wis,CleanToSeed,15,2,4,9,15_9,G2,G3,W4,800,20,9,29,0.0918,39,0,11,0,0,6,2,4,16,
1_13,A_hil,HW,15,2,5,10,15_10,G2,G3,W4,450,25,13,38,0.1593,37,0,2,0,0,9,0,3,23,
1_13,A_hil,HW,15,3,1,11,15_11,G2,G3,W4,450,35,28,63,0.2264,32,0,10,0,0,10,0,0,12,
1_13,T_wis,CleanToSeed,15,3,2,12,15_12,G2,G3,W4,800,33,20,53,0.1774,40,0,9,0,0,2,0,0,29,
1_13,I_mon,HW,15,3,3,13,15_13,G2,G3,W4,500,1,1,2,0.0083,39,0,0,0,0,1,0,2,36,
1_13,A_ina,HW,15,3,4,14,15_14,G2,G3,W4,500,41,3,44,0.928,40,0,1,0,0,2,0,0,37,
1_13,T_pun,CleanToSeed,15,3,5,15,15_15,G2,G3,W4,500,14,1,15,0.0536,40,0,13,0,0,8,0,3,16,
1_13,A_ina,HW,15,4,1,16,15_16,G2,G3,W4,500,16,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_13,A_hil,HW,15,4,2,17,15_17,G2,G3,W4,450,10,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_13,T_wis,CleanToSeed,15,4,3,18,15_18,G2,G3,W4,800,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_13,I_mon,HW,15,4,4,19,15_19,G2,G3,W4,500,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_13,T_pun,CleanToSeed,15,4,5,20,15_20,G2,G3,W4,500,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_13,T_wis,CleanToSeed,36,1,1,1,36_1,D1,G3,W4,800,83,20,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_13,A_ina,HW,36,1,2,2,36_2,D1,G3,W4,500,141,131,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_13,I_mon,HW,36,1,3,3,36_3,D1,G3,W4,500,57,49,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_13,A_hil,HW,36,1,4,4,36_4,D1,G3,W4,450,104,73,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_13,T_pun,CleanToSeed,36,1,5,5,36_5,D1,G3,W4,500,129,20,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_13,A_hil,HW,36,2,1,6,36_6,D1,G3,W4,450,125,76,201,1.1526,39,0,11,4,0,5,0,4,15,
1_13,A_ina,HW,36,2,2,7,36_7,D1,G3,W4,500,187,84,271,5.8758,40,0,19,3,0,2,0,0,16,
1_13,I_mon,HW,36,2,3,8,36_8,D1,G3,W4,500,44,36,80,0.2762,38,0,8,4,0,2,0,0,24,
1_13,T_pun,CleanToSeed,36,2,4,9,36_9,D1,G3,W4,500,142,18,160,0.8608,40,0,12,0,0,16,0,1,11,
1_13,T_wis,CleanToSeed,36,2,5,10,36_10,D1,G3,W4,800,102,15,117,0.666,40,0,8,0,0,10,0,1,21,
1_13,T_wis,CleanToSeed,36,3,1,11,36_11,D1,G3,W4,800,109,13,122,0.6567,40,0,6,0,0,6,0,10,18,
1_13,A_ina,HW,36,3,2,12,36_12,D1,G3,W4,500,112,111,223,3.2513,40,0,12,2,0,3,0,1,22,
1_13,T_pun,CleanToSeed,36,3,3,13,36_13,D1,G3,W4,500,82,43,125,0.3988,40,0,14,0,0,15,0,3,8,
1_13,I_mon,HW,36,3,4,14,36_14,D1,G3,W4,500,12,20,32,0.0803,39,0,1,0,0,7,0,3,28,
1_13,A_hil,HW,36,3,5,15,36_15,D1,G3,W4,450,54,50,104,0.5374,39,0,6,2,0,4,0,0,27,
1_13,T_pun,CleanToSeed,36,4,1,16,36_16,D1,G3,W4,500,94,23,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_13,A_ina,HW,36,4,2,17,36_17,D1,G3,W4,500,58,32,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_13,T_wis,CleanToSeed,36,4,3,18,36_18,D1,G3,W4,800,74,4,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_13,I_mon,HW,36,4,4,19,36_19,D1,G3,W4,500,19,14,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_13,A_hil,HW,36,4,5,20,36_20,D1,G3,W4,450,30,26,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_13,T_pun,CleanToSeed,39,1,1,1,39_1,H1,G3,W4,500,113,11,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_13,T_wis,CleanToSeed,39,1,2,2,39_2,H1,G3,W4,800,148,25,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_13,A_ina,HW,39,1,3,3,39_3,H1,G3,W4,500,112,62,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_13,I_mon,HW,39,1,4,4,39_4,H1,G3,W4,500,54,68,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_13,A_hil,HW,39,1,5,5,39_5,H1,G3,W4,450,45,184,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_13,T_pun,CleanToSeed,39,2,1,6,39_6,H1,G3,W4,500,180,29,209,1.0056,40,0,17,0,0,8,0,4,11,
1_13,T_wis,CleanToSeed,39,2,2,7,39_7,H1,G3,W4,800,177,76,253,0.9134,40,0,13,0,0,7,0,10,10,
1_13,I_mon,HW,39,2,3,8,39_8,H1,G3,W4,500,35,47,82,0.1822,37,0,4,7,0,0,0,2,24,
1_13,A_hil,HW,39,2,4,9,39_9,H1,G3,W4,450,28,178,206,0.2016,38,0,7,15,0,3,0,7,6,
1_13,A_ina,HW,39,2,5,10,39_10,H1,G3,W4,500,153,190,343,4.8057,40,0,17,7,0,0,0,1,15,
1_13,A_hil,HW,39,3,1,11,39_11,H1,G3,W4,450,36,157,193,0.3476,39,0,5,6,0,0,0,0,28,
1_13,T_wis,CleanToSeed,39,3,2,12,39_12,H1,G3,W4,800,189,34,223,1.088,40,0,8,0,6,7,0,3,16,
1_13,T_pun,CleanToSeed,39,3,3,13,39_13,H1,G3,W4,500,186,29,215,1.0512,39,0,6,0,0,18,0,8,7,
1_13,A_ina,HW,39,3,4,14,39_14,H1,G3,W4,500,148,139,287,5.6792,40,0,15,7,0,1,0,0,17,
1_13,I_mon,HW,39,3,5,15,39_15,H1,G3,W4,500,49,46,95,0.3776,37,0,11,0,0,5,0,0,21,
1_13,A_hil,HW,39,4,1,16,39_16,H1,G3,W4,450,63,126,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_13,T_wis,CleanToSeed,39,4,2,17,39_17,H1,G3,W4,800,184,21,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_13,I_mon,HW,39,4,3,18,39_18,H1,G3,W4,500,39,25,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_13,A_ina,HW,39,4,4,19,39_19,H1,G3,W4,500,100,78,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_13,T_pun,CleanToSeed,39,4,5,20,39_20,H1,G3,W4,500,89,12,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_14,T_wis,CleanToSeed,16,1,1,1,16_1,G2,G4,W4,800,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_14,T_pun,CleanToSeed,16,1,2,2,16_2,G2,G4,W4,500,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_14,I_mon,HW,16,1,3,3,16_3,G2,G4,W4,500,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_14,A_hil,HW,16,1,4,4,16_4,G2,G4,W4,450,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_14,A_ina,HW,16,1,5,5,16_5,G2,G4,W4,500,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_14,T_wis,CleanToSeed,16,2,1,6,16_6,G2,G4,W4,800,0,0,0,0,40,0,8,0,0,0,0,0,32,
1_14,A_hil,HW,16,2,2,7,16_7,G2,G4,W4,450,0,0,0,0,40,0,0,0,0,1,0,0,39,
1_14,I_mon,HW,16,2,3,8,16_8,G2,G4,W4,500,0,0,0,0,40,0,0,0,0,0,0,0,40,
1_14,A_ina,HW,16,2,4,9,16_9,G2,G4,W4,500,0,0,0,0,40,0,0,0,0,0,0,0,40,
1_14,T_pun,CleanToSeed,16,2,5,10,16_10,G2,G4,W4,500,0,0,0,0,40,0,0,0,0,1,0,0,39,
1_14,A_hil,HW,16,3,1,11,16_11,G2,G4,W4,450,0,0,0,0,40,0,0,0,0,0,0,0,40,
1_14,T_wis,CleanToSeed,16,3,2,12,16_12,G2,G4,W4,800,0,0,0,0,40,0,1,0,0,0,0,0,39,
1_14,T_pun,CleanToSeed,16,3,3,13,16_13,G2,G4,W4,500,0,0,0,0,40,0,0,0,0,0,0,0,40,
1_14,A_ina,HW,16,3,4,14,16_14,G2,G4,W4,500,0,0,0,0,40,0,0,0,0,0,0,0,40,
