ID,Spp,DormTreat,Plot,Rep,RepLine,AssignedLineNumber,PlotLineCODE,Block,GM,Water,EmergN,EmergA,EmergD,EmergTOT,Bio,TotalN,NoEmbryoDevN,GermN,ShrivelledGermN,NoEmbryoRemovedN,FungalN,PredatedN,ShrivelledN,StillViableN,DataNotRequiredButCollected
1_14,I_mon,HW,16,3,5,15,16_15,G2,G4,W4,500,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_14,I_mon,HW,16,4,1,16,16_16,G2,G4,W4,500,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_14,T_pun,CleanToSeed,16,4,2,17,16_17,G2,G4,W4,500,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_14,T_wis,CleanToSeed,16,4,3,18,16_18,G2,G4,W4,800,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_14,A_ina,HW,16,4,4,19,16_19,G2,G4,W4,500,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_14,A_hil,HW,16,4,5,20,16_20,G2,G4,W4,450,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_14,I_mon,HW,51,1,1,1,51_1,D3,G4,W4,500,44,26,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_14,T_pun,CleanToSeed,51,1,2,2,51_2,D3,G4,W4,500,48,8,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_14,A_ina,HW,51,1,3,3,51_3,D3,G4,W4,500,270,51,321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_14,T_wis,CleanToSeed,51,1,4,4,51_4,D3,G4,W4,800,30,39,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_14,A_hil,HW,51,1,5,5,51_5,D3,G4,W4,450,200,69,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_14,A_hil,HW,51,2,1,6,51_6,D3,G4,W4,450,216,61,277,1.9962,38,0,28,0,0,0,0,2,8,
1_14,T_wis,CleanToSeed,51,2,2,7,51_7,D3,G4,W4,800,98,40,138,1.5607,40,0,9,0,0,6,0,6,19,
1_14,T_pun,CleanToSeed,51,2,3,8,51_8,D3,G4,W4,500,151,22,173,1.5334,39,0,14,0,0,4,0,6,15,
1_14,A_ina,HW,51,2,4,9,51_9,D3,G4,W4,500,336,54,390,14.0624,40,0,34,1,0,0,0,0,5,
1_14,I_mon,HW,51,2,5,10,51_10,D3,G4,W4,500,99,35,134,0.9588,34,0,6,2,0,0,0,0,26,
1_14,T_pun,CleanToSeed,51,3,1,11,51_11,D3,G4,W4,500,137,14,151,2.227,40,0,7,0,0,6,0,12,15,
1_14,I_mon,HW,51,3,2,12,51_12,D3,G4,W4,500,63,56,119,0.6555,40,0,12,2,0,4,0,0,22,
1_14,A_hil,HW,51,3,3,13,51_13,D3,G4,W4,450,227,65,292,2.1033,40,0,14,6,0,0,0,5,15,
1_14,T_wis,CleanToSeed,51,3,4,14,51_14,D3,G4,W4,800,114,30,144,1.4938,40,0,14,0,0,2,0,5,19,
1_14,A_ina,HW,51,3,5,15,51_15,D3,G4,W4,500,346,30,376,14.1912,40,0,23,5,0,1,0,0,11,
1_14,A_hil,HW,51,4,1,16,51_16,D3,G4,W4,450,229,37,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_14,T_wis,CleanToSeed,51,4,2,17,51_17,D3,G4,W4,800,115,40,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_14,I_mon,HW,51,4,3,18,51_18,D3,G4,W4,500,49,33,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_14,T_pun,CleanToSeed,51,4,4,19,51_19,D3,G4,W4,500,97,9,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_14,A_ina,HW,51,4,5,20,51_20,D3,G4,W4,500,308,18,326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_14,A_hil,HW,55,1,1,1,55_1,H3,G4,W4,450,213,22,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_14,I_mon,HW,55,1,2,2,55_2,H3,G4,W4,500,96,10,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_14,T_pun,CleanToSeed,55,1,3,3,55_3,H3,G4,W4,500,54,5,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_14,A_ina,HW,55,1,4,4,55_4,H3,G4,W4,500,291,17,308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_14,T_wis,CleanToSeed,55,1,5,5,55_5,H3,G4,W4,800,69,16,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_14,T_pun,CleanToSeed,55,2,1,6,55_6,H3,G4,W4,500,93,4,97,0.8622,39,0,12,0,0,11,0,2,14,
1_14,T_wis,CleanToSeed,55,2,2,7,55_7,H3,G4,W4,800,73,22,95,0.8151,40,0,13,0,0,5,0,2,20,
1_14,I_mon,HW,55,2,3,8,55_8,H3,G4,W4,500,116,20,136,1.198,38,0,11,4,0,1,0,1,21,
1_14,A_hil,HW,55,2,4,9,55_9,H3,G4,W4,450,191,54,245,1.6704,39,0,15,1,0,2,0,2,19,
1_14,A_ina,HW,55,2,5,10,55_10,H3,G4,W4,500,327,31,358,12.2387,40,0,15,9,0,1,0,0,15,
1_14,A_hil,HW,55,3,1,11,55_11,H3,G4,W4,450,233,25,258,2.3126,40,0,14,7,0,8,0,0,11,
1_14,T_wis,CleanToSeed,55,3,2,12,55_12,H3,G4,W4,800,133,18,151,1.7075,40,0,13,0,0,2,0,4,21,
1_14,T_pun,CleanToSeed,55,3,3,13,55_13,H3,G4,W4,500,172,8,180,1.8322,39,0,20,0,0,2,0,7,10,
1_14,A_ina,HW,55,3,4,14,55_14,H3,G4,W4,500,236,23,259,9.8302,40,0,25,9,0,1,0,0,5,
1_14,I_mon,HW,55,3,5,15,55_15,H3,G4,W4,500,91,24,115,1.3242,34,0,13,5,0,0,0,1,15,
1_14,A_hil,HW,55,4,1,16,55_16,H3,G4,W4,450,189,20,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_14,T_wis,CleanToSeed,55,4,2,17,55_17,H3,G4,W4,800,82,21,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_14,I_mon,HW,55,4,3,18,55_18,H3,G4,W4,500,26,22,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_14,A_ina,HW,55,4,4,19,55_19,H3,G4,W4,500,163,7,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_14,T_pun,CleanToSeed,55,4,5,20,55_20,H3,G4,W4,500,82,1,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_15,I_mon,HW,18,1,1,1,18_1,A3,G5,W4,500,22,36,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_15,A_ina,HW,18,1,2,2,18_2,A3,G5,W4,500,122,50,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_15,T_wis,CleanToSeed,18,1,3,3,18_3,A3,G5,W4,800,122,24,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_15,T_pun,CleanToSeed,18,1,4,4,18_4,A3,G5,W4,500,93,33,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_15,A_hil,HW,18,1,5,5,18_5,A3,G5,W4,450,52,67,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_15,I_mon,HW,18,2,1,6,18_6,A3,G5,W4,500,15,32,47,0.1729,40,0,3,3,0,4,0,2,28,
1_15,A_hil,HW,18,2,2,7,18_7,A3,G5,W4,450,93,70,163,0.9237,40,0,18,5,0,3,0,1,13,
1_15,T_wis,CleanToSeed,18,2,3,8,18_8,A3,G5,W4,800,138,35,173,2.0507,39,1,12,0,0,2,0,3,21,
1_15,A_ina,HW,18,2,4,9,18_9,A3,G5,W4,500,244,79,323,10.5604,40,0,26,0,0,0,0,0,14,
1_15,T_pun,CleanToSeed,18,2,5,10,18_10,A3,G5,W4,500,143,22,165,2.8911,39,0,13,0,0,6,0,10,10,
1_15,A_ina,HW,18,3,1,11,18_11,A3,G5,W4,500,213,114,327,8.5909,40,0,16,5,0,1,0,0,18,
1_15,A_hil,HW,18,3,2,12,18_12,A3,G5,W4,450,86,130,216,0.6596,40,0,18,3,0,3,0,5,11,
1_15,T_wis,CleanToSeed,18,3,3,13,18_13,A3,G5,W4,800,206,29,235,3.8092,40,0,9,0,0,0,0,4,27,
1_15,I_mon,HW,18,3,4,14,18_14,A3,G5,W4,500,42,68,110,0.5303,40,0,3,1,0,0,0,0,36,
1_15,T_pun,CleanToSeed,18,3,5,15,18_15,A3,G5,W4,500,158,6,164,3.9322,40,0,11,0,0,2,0,11,16,
1_15,I_mon,HW,18,4,1,16,18_16,A3,G5,W4,500,29,58,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_15,T_wis,CleanToSeed,18,4,2,17,18_17,A3,G5,W4,800,212,9,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_15,A_ina,HW,18,4,3,18,18_18,A3,G5,W4,500,120,27,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_15,T_pun,CleanToSeed,18,4,4,19,18_19,A3,G5,W4,500,119,12,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_15,A_hil,HW,18,4,5,20,18_20,A3,G5,W4,450,141,31,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_15,I_mon,HW,22,1,1,1,22_1,E3,G5,W4,500,2,11,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_15,T_pun,CleanToSeed,22,1,2,2,22_2,E3,G5,W4,500,5,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_15,A_hil,HW,22,1,3,3,22_3,E3,G5,W4,450,2,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_15,T_wis,CleanToSeed,22,1,4,4,22_4,E3,G5,W4,800,5,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_15,A_ina,HW,22,1,5,5,22_5,E3,G5,W4,500,21,9,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_15,I_mon,HW,22,2,1,6,22_6,E3,G5,W4,500,0,2,2,0,41,0,0,1,0,2,0,5,33,
1_15,A_hil,HW,22,2,2,7,22_7,E3,G5,W4,450,0,0,0,0,40,0,4,0,0,4,0,2,30,
1_15,T_pun,CleanToSeed,22,2,3,8,22_8,E3,G5,W4,500,2,0,2,0.0164,40,0,7,0,0,5,0,0,28,
1_15,T_wis,CleanToSeed,22,2,4,9,22_9,E3,G5,W4,800,7,9,16,0.062,40,0,5,0,6,0,0,0,29,
1_15,A_ina,HW,22,2,5,10,22_10,E3,G5,W4,500,40,24,64,1.0533,40,0,0,0,0,0,0,0,40,
1_15,I_mon,HW,22,3,1,11,22_11,E3,G5,W4,500,0,0,0,0,40,0,0,0,0,4,0,0,36,
1_15,A_ina,HW,22,3,2,12,22_12,E3,G5,W4,500,21,29,50,0.4983,40,0,3,1,0,0,0,0,36,
1_15,T_pun,CleanToSeed,22,3,3,13,22_13,E3,G5,W4,500,8,8,16,0.0529,30,0,1,0,9,3,1,0,16,
1_15,A_hil,HW,22,3,4,14,22_14,E3,G5,W4,450,9,5,14,0.0709,40,0,3,0,0,2,0,0,35,
1_15,T_wis,CleanToSeed,22,3,5,15,22_15,E3,G5,W4,800,18,10,28,0.1196,39,0,0,0,9,0,0,0,30,
1_15,T_pun,CleanToSeed,22,4,1,16,22_16,E3,G5,W4,500,9,9,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_15,T_wis,CleanToSeed,22,4,2,17,22_17,E3,G5,W4,800,55,5,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_15,I_mon,HW,22,4,3,18,22_18,E3,G5,W4,500,0,22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_15,A_ina,HW,22,4,4,19,22_19,E3,G5,W4,500,103,53,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_15,A_hil,HW,22,4,5,20,22_20,E3,G5,W4,450,70,44,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_15,T_pun,CleanToSeed,52,1,1,1,52_1,D3,G5,W4,500,74,25,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_15,A_ina,HW,52,1,2,2,52_2,D3,G5,W4,500,149,137,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_15,A_hil,HW,52,1,3,3,52_3,D3,G5,W4,450,80,68,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_15,T_wis,CleanToSeed,52,1,4,4,52_4,D3,G5,W4,800,85,35,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_15,I_mon,HW,52,1,5,5,52_5,D3,G5,W4,500,13,92,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_15,T_pun,CleanToSeed,52,2,1,6,52_6,D3,G5,W4,500,146,16,162,1.3506,40,1,15,0,0,11,0,2,11,
1_15,A_ina,HW,52,2,2,7,52_7,D3,G5,W4,500,157,104,261,3.9769,40,0,15,4,0,2,0,0,19,
1_15,T_wis,CleanToSeed,52,2,3,8,52_8,D3,G5,W4,800,178,19,197,1.8734,38,0,8,0,0,0,0,0,30,
1_15,I_mon,HW,52,2,4,9,52_9,D3,G5,W4,500,23,54,77,0.1464,39,0,2,3,0,2,0,0,32,
1_15,A_hil,HW,52,2,5,10,52_10,D3,G5,W4,450,75,62,137,0.6189,39,0,7,3,0,10,0,0,19,
1_15,A_ina,HW,52,3,1,11,52_11,D3,G5,W4,500,152,64,216,5.1343,40,0,6,0,0,4,0,1,29,
1_15,T_pun,CleanToSeed,52,3,2,12,52_12,D3,G5,W4,500,150,6,156,1.7643,39,0,7,0,1,9,0,1,21,
1_15,I_mon,HW,52,3,3,13,52_13,D3,G5,W4,500,36,51,87,0.3824,36,0,2,0,0,4,0,0,30,
1_15,T_wis,CleanToSeed,52,3,4,14,52_14,D3,G5,W4,800,127,27,154,1.3714,40,0,13,0,0,3,0,0,24,
1_15,A_hil,HW,52,3,5,15,52_15,D3,G5,W4,450,94,64,158,0.8266,40,0,2,9,0,1,0,6,22,
1_15,T_pun,CleanToSeed,52,4,1,16,52_16,D3,G5,W4,500,113,10,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_15,A_hil,HW,52,4,2,17,52_17,D3,G5,W4,450,134,48,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_15,T_wis,CleanToSeed,52,4,3,18,52_18,D3,G5,W4,800,140,10,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_15,I_mon,HW,52,4,4,19,52_19,D3,G5,W4,500,62,45,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1_15,A_ina,HW,52,4,5,20,52_20,D3,G5,W4,500,272,34,306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
