database,projectid,source_folder,source_file_list,workflow_version,processed_by,processed_date,pipeline_stage_start,pipeline_stage_end,notes
GAZP,11,Supabase Storage: grp-import-artifacts/GAZP/GAZP11,"GAZP/GAZP11/source/NV_seedlings_edit.csv, GAZP/GAZP11/source/NV_seedlings_edit.xlsx, GAZP/GAZP11/source/NV_seedlings_relevant.csv, GAZP/GAZP11/source/Rout.csv, GAZP/GAZP11/source/Species.csv, GAZP/GAZP11/source/Processing.R, GAZP/GAZP11/harmonized/GAZP11.xlsx, GAZP/GAZP11/harmonized/GAZP11_reprocessed.xlsx, GAZP/GAZP11/code/01_reprocess_GAZP11_vegresults.R, GAZP/GAZP11/code/02_GAZP11_import.R, GAZP/GAZP11/code/03_GAZP11_build.R, GAZP/GAZP11/code/04_GAZP11_summarize.R, GAZP/GAZP11/crosswalks/GAZP11_harmonized-SQL_crosswalk.csv, GAZP/GAZP11/crosswalks/GAZP11_species_crosswalk.csv",GAZP11_prepare-build-summarize_v1,Nancy Shackelford,2026-09-21,GAZP11 retained source and harmonized data,GAZP11 SQL imported data,"Initial GAZP11 import with raw seedling counts, year-separated sampling areas, plot-level treatment-event links, exact-code species mapping, seed pretreatment, and row-loss auditing. Herbicide information is documented but not mapped to areas."
