project_code,source_species_code,old_speciesid,canonical_species_code,canonical_speciesid_before_apply,source_veg_rows,source_trtrate_rows,supabase_veg_rows_to_reassign,supabase_seeding_rows_to_reassign,crosswalk_current_speciesid,crosswalk_current_species_code,assigned_speciesid,database_outcome,repository_crosswalk_outcome
GAZP5,Art_tri3,484,Art_tri_sub_tri,,462,252,462,177,484,Art_tri,7171,DATABASE_COMMITTED_AND_VERIFIED,UPDATED_AND_VERIFIED_AFTER_FILE_UNLOCK
