Plot,,Rep,Month,Year,Treatment,Site,Nurse,RP,Region,Aiz_can,Cha_inv,Che_den,Con_elo,Dro_his,Eri_mic,Gal_sar,Her_dis,Hip_ali,Hyp_sal,Leb_ser,Lei_sch,Man_alb,Pen_inc,Pte_div,G_Rus_spp,Sti_cil,Tet_fru,Tri_opp,Roe_mor
TR2_OB14,6_2,29,Nov,2013,OB,TR2,FALSE,Brush,TR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3
TR2_OB14,6_2,29,Nov,2014,OB,TR2,FALSE,Brush,TR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TR2_OB14,6_2,29,Nov,2015,OB,TR2,FALSE,Brush,TR,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
TR2_OB15,6_2,30,Aug,2013,OB,TR2,FALSE,Brush,TR,0,0,13,0,1,0,0,0,0,0,0,21,0,0,1,0,0,0,0,2
TR2_OB15,6_2,30,Aug,2014,OB,TR2,FALSE,Brush,TR,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
TR2_OB15,6_2,30,Aug,2015,OB,TR2,FALSE,Brush,TR,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
TR2_OB15,6_2,30,Nov,2013,OB,TR2,FALSE,Brush,TR,0,0,18,0,1,0,0,1,0,0,0,15,0,0,0,0,0,0,0,2
TR2_OB15,6_2,30,Nov,2014,OB,TR2,FALSE,Brush,TR,0,2,0,0,2,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0
TR2_OB15,6_2,30,Nov,2015,OB,TR2,FALSE,Brush,TR,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR2_OB2,6_2,17,Aug,2013,OB,TR2,FALSE,Brush,TR,0,0,3,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,4
TR2_OB2,6_2,17,Aug,2014,OB,TR2,FALSE,Brush,TR,0,0,0,1,0,0,0,0,0,0,1,9,0,0,0,4,0,0,0,0
TR2_OB2,6_2,17,Aug,2015,OB,TR2,FALSE,Brush,TR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TR2_OB2,6_2,17,Nov,2013,OB,TR2,FALSE,Brush,TR,0,0,6,0,2,0,0,1,1,0,0,6,0,0,4,0,0,0,0,0
TR2_OB2,6_2,17,Nov,2014,OB,TR2,FALSE,Brush,TR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR2_OB2,6_2,17,Nov,2015,OB,TR2,FALSE,Brush,TR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TR2_OB3,6_2,18,Aug,2013,OB,TR2,FALSE,Brush,TR,0,0,7,0,0,0,0,0,0,0,0,32,0,0,1,0,0,0,0,4
TR2_OB3,6_2,18,Aug,2014,OB,TR2,FALSE,Brush,TR,0,0,0,3,1,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1
TR2_OB3,6_2,18,Aug,2015,OB,TR2,FALSE,Brush,TR,0,2,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
TR2_OB3,6_2,18,Nov,2013,OB,TR2,FALSE,Brush,TR,0,0,3,0,2,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0
TR2_OB3,6_2,18,Nov,2014,OB,TR2,FALSE,Brush,TR,0,2,0,0,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1
TR2_OB3,6_2,18,Nov,2015,OB,TR2,FALSE,Brush,TR,0,2,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
TR2_OB4,6_2,19,Aug,2013,OB,TR2,FALSE,Brush,TR,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
TR2_OB4,6_2,19,Aug,2014,OB,TR2,FALSE,Brush,TR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR2_OB4,6_2,19,Aug,2015,OB,TR2,FALSE,Brush,TR,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR2_OB4,6_2,19,Nov,2013,OB,TR2,FALSE,Brush,TR,0,0,1,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0
TR2_OB4,6_2,19,Nov,2014,OB,TR2,FALSE,Brush,TR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR2_OB4,6_2,19,Nov,2015,OB,TR2,FALSE,Brush,TR,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR2_OB5,6_2,20,Aug,2013,OB,TR2,FALSE,Brush,TR,0,0,6,0,3,0,0,0,1,0,0,13,0,0,0,0,0,0,0,0
TR2_OB5,6_2,20,Aug,2014,OB,TR2,FALSE,Brush,TR,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2
TR2_OB5,6_2,20,Aug,2015,OB,TR2,FALSE,Brush,TR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR2_OB5,6_2,20,Nov,2013,OB,TR2,FALSE,Brush,TR,0,0,5,0,5,0,0,0,1,0,0,29,0,0,0,0,0,0,0,0
TR2_OB5,6_2,20,Nov,2014,OB,TR2,FALSE,Brush,TR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR2_OB5,6_2,20,Nov,2015,OB,TR2,FALSE,Brush,TR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR2_OB6,6_2,21,Aug,2013,OB,TR2,FALSE,Brush,TR,0,0,9,0,2,0,0,0,0,0,0,9,0,0,3,0,0,0,1,2
TR2_OB6,6_2,21,Aug,2014,OB,TR2,FALSE,Brush,TR,0,0,0,1,2,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0
TR2_OB6,6_2,21,Aug,2015,OB,TR2,FALSE,Brush,TR,0,1,1,0,0,0,0,0,0,0,0,16,0,0,0,2,0,0,0,0
TR2_OB6,6_2,21,Nov,2013,OB,TR2,FALSE,Brush,TR,0,0,1,0,2,2,0,1,0,0,0,32,0,0,3,0,0,0,3,0
TR2_OB6,6_2,21,Nov,2014,OB,TR2,FALSE,Brush,TR,0,0,2,0,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
TR2_OB6,6_2,21,Nov,2015,OB,TR2,FALSE,Brush,TR,0,0,1,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0
TR2_OB7,6_2,22,Aug,2013,OB,TR2,FALSE,Brush,TR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR2_OB7,6_2,22,Aug,2014,OB,TR2,FALSE,Brush,TR,0,1,5,2,0,0,0,0,1,0,0,28,0,0,0,0,0,0,0,0
TR2_OB7,6_2,22,Aug,2015,OB,TR2,FALSE,Brush,TR,0,4,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
TR2_OB7,6_2,22,Nov,2013,OB,TR2,FALSE,Brush,TR,0,0,21,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,0,0
TR2_OB7,6_2,22,Nov,2014,OB,TR2,FALSE,Brush,TR,0,1,3,0,2,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
TR2_OB7,6_2,22,Nov,2015,OB,TR2,FALSE,Brush,TR,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
TR2_OB8,6_2,23,Aug,2013,OB,TR2,FALSE,Brush,TR,0,0,12,0,3,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0
TR2_OB8,6_2,23,Aug,2014,OB,TR2,FALSE,Brush,TR,0,0,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1
TR2_OB8,6_2,23,Aug,2015,OB,TR2,FALSE,Brush,TR,0,2,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
TR2_OB8,6_2,23,Nov,2013,OB,TR2,FALSE,Brush,TR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR2_OB8,6_2,23,Nov,2014,OB,TR2,FALSE,Brush,TR,0,0,5,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
TR2_OB8,6_2,23,Nov,2015,OB,TR2,FALSE,Brush,TR,0,2,3,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0
TR2_OB9,6_2,24,Aug,2013,OB,TR2,FALSE,Brush,TR,0,0,18,0,3,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0
TR2_OB9,6_2,24,Aug,2014,OB,TR2,FALSE,Brush,TR,0,0,22,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TR2_OB9,6_2,24,Aug,2015,OB,TR2,FALSE,Brush,TR,0,5,14,1,3,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0
TR2_OB9,6_2,24,Nov,2013,OB,TR2,FALSE,Brush,TR,0,0,10,0,7,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0
TR2_OB9,6_2,24,Nov,2014,OB,TR2,FALSE,Brush,TR,0,0,24,0,4,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0
TR2_OB9,6_2,24,Nov,2015,OB,TR2,FALSE,Brush,TR,0,3,12,0,4,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0
TR3_OB1,6_2,31,Aug,2013,OB,TR3,FALSE,Brush,TR,0,0,1,0,5,0,0,0,0,0,0,5,1,0,0,0,0,0,0,2
TR3_OB1,6_2,31,Aug,2014,OB,TR3,FALSE,Brush,TR,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,3,7,0,0,0
TR3_OB1,6_2,31,Aug,2015,OB,TR3,FALSE,Brush,TR,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TR3_OB1,6_2,31,Nov,2013,OB,TR3,FALSE,Brush,TR,0,0,1,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1
TR3_OB1,6_2,31,Nov,2014,OB,TR3,FALSE,Brush,TR,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR3_OB1,6_2,31,Nov,2015,OB,TR3,FALSE,Brush,TR,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR3_OB10,6_2,40,Aug,2013,OB,TR3,FALSE,Brush,TR,0,0,5,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,1,1
TR3_OB10,6_2,40,Aug,2014,OB,TR3,FALSE,Brush,TR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR3_OB10,6_2,40,Aug,2015,OB,TR3,FALSE,Brush,TR,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TR3_OB10,6_2,40,Nov,2013,OB,TR3,FALSE,Brush,TR,0,0,5,0,2,0,0,0,0,0,0,13,0,0,1,0,0,0,0,0
TR3_OB10,6_2,40,Nov,2014,OB,TR3,FALSE,Brush,TR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR3_OB10,6_2,40,Nov,2015,OB,TR3,FALSE,Brush,TR,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TR3_OB11,6_2,41,Aug,2013,OB,TR3,FALSE,Brush,TR,0,0,0,1,0,0,0,0,0,0,0,8,1,0,7,0,0,0,3,0
TR3_OB11,6_2,41,Aug,2014,OB,TR3,FALSE,Brush,TR,0,0,1,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0
TR3_OB11,6_2,41,Aug,2015,OB,TR3,FALSE,Brush,TR,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
TR3_OB11,6_2,41,Nov,2013,OB,TR3,FALSE,Brush,TR,0,0,0,0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,4,0
TR3_OB11,6_2,41,Nov,2014,OB,TR3,FALSE,Brush,TR,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TR3_OB11,6_2,41,Nov,2015,OB,TR3,FALSE,Brush,TR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR3_OB12,6_2,42,Aug,2013,OB,TR3,FALSE,Brush,TR,0,0,4,2,7,0,0,0,1,0,0,5,0,0,6,0,0,0,2,0
TR3_OB12,6_2,42,Aug,2014,OB,TR3,FALSE,Brush,TR,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR3_OB12,6_2,42,Aug,2015,OB,TR3,FALSE,Brush,TR,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR3_OB12,6_2,42,Nov,2013,OB,TR3,FALSE,Brush,TR,0,0,0,0,2,0,0,2,0,0,0,0,0,0,4,0,0,0,0,1
TR3_OB12,6_2,42,Nov,2014,OB,TR3,FALSE,Brush,TR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR3_OB12,6_2,42,Nov,2015,OB,TR3,FALSE,Brush,TR,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR3_OB13,6_2,43,Aug,2013,OB,TR3,FALSE,Brush,TR,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
TR3_OB13,6_2,43,Aug,2014,OB,TR3,FALSE,Brush,TR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR3_OB13,6_2,43,Aug,2015,OB,TR3,FALSE,Brush,TR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR3_OB13,6_2,43,Nov,2013,OB,TR3,FALSE,Brush,TR,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0
TR3_OB13,6_2,43,Nov,2014,OB,TR3,FALSE,Brush,TR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR3_OB13,6_2,43,Nov,2015,OB,TR3,FALSE,Brush,TR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR3_OB14,6_2,44,Aug,2013,OB,TR3,FALSE,Brush,TR,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR3_OB14,6_2,44,Aug,2014,OB,TR3,FALSE,Brush,TR,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR3_OB14,6_2,44,Aug,2015,OB,TR3,FALSE,Brush,TR,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR3_OB14,6_2,44,Nov,2013,OB,TR3,FALSE,Brush,TR,0,0,8,0,4,1,0,0,0,0,0,4,0,0,2,0,0,0,0,0
TR3_OB14,6_2,44,Nov,2014,OB,TR3,FALSE,Brush,TR,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR3_OB14,6_2,44,Nov,2015,OB,TR3,FALSE,Brush,TR,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR3_OB15,6_2,45,Aug,2013,OB,TR3,FALSE,Brush,TR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TR3_OB15,6_2,45,Aug,2014,OB,TR3,FALSE,Brush,TR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR3_OB15,6_2,45,Aug,2015,OB,TR3,FALSE,Brush,TR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR3_OB15,6_2,45,Nov,2013,OB,TR3,FALSE,Brush,TR,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
TR3_OB15,6_2,45,Nov,2014,OB,TR3,FALSE,Brush,TR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR3_OB15,6_2,45,Nov,2015,OB,TR3,FALSE,Brush,TR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR3_OB2,6_2,32,Aug,2013,OB,TR3,FALSE,Brush,TR,0,0,4,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
TR3_OB2,6_2,32,Aug,2014,OB,TR3,FALSE,Brush,TR,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR3_OB2,6_2,32,Aug,2015,OB,TR3,FALSE,Brush,TR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR3_OB2,6_2,32,Nov,2013,OB,TR3,FALSE,Brush,TR,0,0,4,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
TR3_OB2,6_2,32,Nov,2014,OB,TR3,FALSE,Brush,TR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR3_OB2,6_2,32,Nov,2015,OB,TR3,FALSE,Brush,TR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR3_OB3,6_2,33,Aug,2013,OB,TR3,FALSE,Brush,TR,0,0,10,1,4,0,0,0,0,0,0,18,0,0,1,0,0,0,1,0
TR3_OB3,6_2,33,Aug,2014,OB,TR3,FALSE,Brush,TR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR3_OB3,6_2,33,Aug,2015,OB,TR3,FALSE,Brush,TR,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR3_OB3,6_2,33,Nov,2013,OB,TR3,FALSE,Brush,TR,0,0,4,0,5,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0
TR3_OB3,6_2,33,Nov,2014,OB,TR3,FALSE,Brush,TR,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR3_OB3,6_2,33,Nov,2015,OB,TR3,FALSE,Brush,TR,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TR3_OB4,6_2,34,Aug,2013,OB,TR3,FALSE,Brush,TR,0,0,11,0,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1
TR3_OB4,6_2,34,Aug,2014,OB,TR3,FALSE,Brush,TR,0,0,0,0,3,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0
TR3_OB4,6_2,34,Aug,2015,OB,TR3,FALSE,Brush,TR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TR3_OB4,6_2,34,Nov,2013,OB,TR3,FALSE,Brush,TR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR3_OB4,6_2,34,Nov,2014,OB,TR3,FALSE,Brush,TR,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TR3_OB4,6_2,34,Nov,2015,OB,TR3,FALSE,Brush,TR,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TR3_OB5,6_2,35,Aug,2013,OB,TR3,FALSE,Brush,TR,0,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
TR3_OB5,6_2,35,Aug,2014,OB,TR3,FALSE,Brush,TR,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TR3_OB5,6_2,35,Aug,2015,OB,TR3,FALSE,Brush,TR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR3_OB5,6_2,35,Nov,2013,OB,TR3,FALSE,Brush,TR,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
TR3_OB5,6_2,35,Nov,2014,OB,TR3,FALSE,Brush,TR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR3_OB5,6_2,35,Nov,2015,OB,TR3,FALSE,Brush,TR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR3_OB6,6_2,36,Aug,2013,OB,TR3,FALSE,Brush,TR,0,0,6,1,1,0,0,0,0,0,0,11,0,0,1,0,0,0,0,3
TR3_OB6,6_2,36,Aug,2014,OB,TR3,FALSE,Brush,TR,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TR3_OB6,6_2,36,Aug,2015,OB,TR3,FALSE,Brush,TR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
TR3_OB6,6_2,36,Nov,2013,OB,TR3,FALSE,Brush,TR,0,0,6,0,1,0,0,0,0,0,0,6,0,0,1,0,0,0,1,1
TR3_OB6,6_2,36,Nov,2014,OB,TR3,FALSE,Brush,TR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TR3_OB6,6_2,36,Nov,2015,OB,TR3,FALSE,Brush,TR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
TR3_OB7,6_2,37,Aug,2013,OB,TR3,FALSE,Brush,TR,0,0,5,1,2,0,0,0,0,0,0,29,0,0,2,0,0,0,0,0
TR3_OB7,6_2,37,Aug,2014,OB,TR3,FALSE,Brush,TR,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TR3_OB7,6_2,37,Aug,2015,OB,TR3,FALSE,Brush,TR,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR3_OB7,6_2,37,Nov,2013,OB,TR3,FALSE,Brush,TR,0,0,0,0,6,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
TR3_OB7,6_2,37,Nov,2014,OB,TR3,FALSE,Brush,TR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR3_OB7,6_2,37,Nov,2015,OB,TR3,FALSE,Brush,TR,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR3_OB8,6_2,38,Aug,2013,OB,TR3,FALSE,Brush,TR,0,0,4,0,1,0,0,0,0,0,0,2,2,0,1,0,0,0,1,1
TR3_OB8,6_2,38,Aug,2014,OB,TR3,FALSE,Brush,TR,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR3_OB8,6_2,38,Aug,2015,OB,TR3,FALSE,Brush,TR,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR3_OB8,6_2,38,Nov,2013,OB,TR3,FALSE,Brush,TR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TR3_OB8,6_2,38,Nov,2014,OB,TR3,FALSE,Brush,TR,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR3_OB8,6_2,38,Nov,2015,OB,TR3,FALSE,Brush,TR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR3_OB9,6_2,39,Aug,2013,OB,TR3,FALSE,Brush,TR,0,0,3,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0
TR3_OB9,6_2,39,Aug,2014,OB,TR3,FALSE,Brush,TR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR3_OB9,6_2,39,Aug,2015,OB,TR3,FALSE,Brush,TR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR3_OB9,6_2,39,Nov,2013,OB,TR3,FALSE,Brush,TR,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TR3_OB9,6_2,39,Nov,2014,OB,TR3,FALSE,Brush,TR,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR3_OB9,6_2,39,Nov,2015,OB,TR3,FALSE,Brush,TR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR1_OBN1,6_3,1,Aug,2013,OBN,TR1,FALSE,NutBrush,TR,0,0,23,0,2,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0
TR1_OBN1,6_3,1,Aug,2014,OBN,TR1,FALSE,NutBrush,TR,0,1,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0
TR1_OBN1,6_3,1,Aug,2015,OBN,TR1,FALSE,NutBrush,TR,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TR1_OBN1,6_3,1,Nov,2013,OBN,TR1,FALSE,NutBrush,TR,0,1,5,0,1,1,0,0,0,0,0,26,0,0,0,0,0,0,0,0
TR1_OBN1,6_3,1,Nov,2014,OBN,TR1,FALSE,NutBrush,TR,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
TR1_OBN1,6_3,1,Nov,2015,OBN,TR1,FALSE,NutBrush,TR,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
TR1_OBN10,6_3,10,Aug,2013,OBN,TR1,FALSE,NutBrush,TR,0,0,3,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
TR1_OBN10,6_3,10,Aug,2014,OBN,TR1,FALSE,NutBrush,TR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR1_OBN10,6_3,10,Aug,2015,OBN,TR1,FALSE,NutBrush,TR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR1_OBN10,6_3,10,Nov,2013,OBN,TR1,FALSE,NutBrush,TR,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
TR1_OBN10,6_3,10,Nov,2014,OBN,TR1,FALSE,NutBrush,TR,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR1_OBN10,6_3,10,Nov,2015,OBN,TR1,FALSE,NutBrush,TR,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR1_OBN11,6_3,11,Aug,2013,OBN,TR1,FALSE,NutBrush,TR,0,0,6,1,0,0,0,0,1,0,0,5,0,0,1,0,0,0,0,0
TR1_OBN11,6_3,11,Aug,2014,OBN,TR1,FALSE,NutBrush,TR,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,3,0,0,0,0
TR1_OBN11,6_3,11,Aug,2015,OBN,TR1,FALSE,NutBrush,TR,0,4,0,0,0,0,0,1,1,0,0,1,0,0,0,2,0,0,0,0
TR1_OBN11,6_3,11,Nov,2013,OBN,TR1,FALSE,NutBrush,TR,0,0,5,0,0,0,0,0,2,0,0,12,0,0,1,0,0,0,0,0
TR1_OBN11,6_3,11,Nov,2014,OBN,TR1,FALSE,NutBrush,TR,0,4,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0,0
TR1_OBN11,6_3,11,Nov,2015,OBN,TR1,FALSE,NutBrush,TR,0,4,0,0,1,0,0,1,1,0,0,1,0,0,0,2,0,0,0,0
TR1_OBN12,6_3,12,Aug,2013,OBN,TR1,FALSE,NutBrush,TR,0,0,9,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
TR1_OBN12,6_3,12,Aug,2014,OBN,TR1,FALSE,NutBrush,TR,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0
TR1_OBN12,6_3,12,Aug,2015,OBN,TR1,FALSE,NutBrush,TR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TR1_OBN12,6_3,12,Nov,2013,OBN,TR1,FALSE,NutBrush,TR,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR1_OBN12,6_3,12,Nov,2014,OBN,TR1,FALSE,NutBrush,TR,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0
TR1_OBN12,6_3,12,Nov,2015,OBN,TR1,FALSE,NutBrush,TR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
