database,projectid,object_type,source_treatmentid,block,replicate,areaid,treatmentid,source_trt_tsr
GAZP,5,plot,5_26,1,2,1200,320,0
GAZP,5,plot,5_26,1,3,1201,320,0
GAZP,5,plot,5_27,1,1,1202,321,0
GAZP,5,plot,5_28,1,1,1203,322,0
GAZP,5,plot,5_28,1,2,1204,322,0
GAZP,5,plot,5_28,1,3,1205,322,0
GAZP,5,plot,5_29,1,1,1206,323,0
GAZP,5,plot,5_29,1,2,1207,323,0
GAZP,5,plot,5_29,1,3,1208,323,0
GAZP,5,plot,5_3,1,1,1209,324,0
GAZP,5,plot,5_3,1,3,1210,324,0
GAZP,5,plot,5_30,1,1,1211,325,0
GAZP,5,plot,5_30,1,2,1212,325,0
GAZP,5,plot,5_30,1,3,1213,325,0
GAZP,5,plot,5_31,1,1,1214,326,0
GAZP,5,plot,5_31,1,2,1215,326,0
GAZP,5,plot,5_31,1,3,1216,326,0
GAZP,5,plot,5_32,1,1,1217,327,0
GAZP,5,plot,5_32,1,3,1218,327,0
GAZP,5,plot,5_33,1,1,1219,328,0
GAZP,5,plot,5_33,1,2,1220,328,0
GAZP,5,plot,5_33,1,3,1221,328,0
GAZP,5,plot,5_34,1,1,1222,329,0
GAZP,5,plot,5_34,1,2,1223,329,0
GAZP,5,plot,5_34,1,3,1224,329,0
GAZP,5,plot,5_35,1,1,1225,330,0
GAZP,5,plot,5_36,1,1,1226,331,0
GAZP,5,plot,5_36,1,2,1227,331,0
GAZP,5,plot,5_36,1,3,1228,331,0
GAZP,5,plot,5_37,1,1,1229,332,0
GAZP,5,plot,5_37,1,2,1230,332,0
GAZP,5,plot,5_37,1,3,1231,332,0
GAZP,5,plot,5_38,1,1,1232,333,0
GAZP,5,plot,5_38,1,2,1233,333,0
GAZP,5,plot,5_38,1,3,1234,333,0
GAZP,5,plot,5_39,1,1,1235,334,0
GAZP,5,plot,5_39,1,2,1236,334,0
GAZP,5,plot,5_39,1,3,1237,334,0
GAZP,5,plot,5_4,1,1,1238,335,0
GAZP,5,plot,5_4,1,2,1239,335,0
GAZP,5,plot,5_4,1,3,1240,335,0
GAZP,5,plot,5_40,1,1,1241,336,0
GAZP,5,plot,5_40,1,2,1242,336,0
GAZP,5,plot,5_40,1,3,1243,336,0
GAZP,5,plot,5_41,1,1,1244,337,0
GAZP,5,plot,5_41,1,2,1245,337,0
GAZP,5,plot,5_41,1,3,1246,337,0
GAZP,5,plot,5_42,1,1,1247,338,0
GAZP,5,plot,5_42,1,2,1248,338,0
GAZP,5,plot,5_42,1,3,1249,338,0
GAZP,5,plot,5_43,1,1,1250,339,0
GAZP,5,plot,5_43,1,2,1251,339,0
GAZP,5,plot,5_43,1,3,1252,339,0
GAZP,5,plot,5_44,1,1,1253,340,0
GAZP,5,plot,5_45,1,1,1254,341,0
GAZP,5,plot,5_45,1,3,1255,341,0
GAZP,5,plot,5_46,1,1,1256,342,0
GAZP,5,plot,5_46,1,2,1257,342,0
GAZP,5,plot,5_46,1,3,1258,342,0
GAZP,5,plot,5_47,1,1,1259,343,0
GAZP,5,plot,5_47,1,2,1260,343,0
GAZP,5,plot,5_47,1,3,1261,343,0
GAZP,5,plot,5_48,1,1,1262,344,0
GAZP,5,plot,5_48,1,2,1263,344,0
GAZP,5,plot,5_48,1,3,1264,344,0
GAZP,5,plot,5_49,1,1,1265,345,0
GAZP,5,plot,5_49,1,2,1266,345,0
GAZP,5,plot,5_49,1,3,1267,345,0
GAZP,5,plot,5_5,1,1,1268,346,0
GAZP,5,plot,5_50,1,1,1269,347,0
GAZP,5,plot,5_51,1,1,1270,348,0
GAZP,5,plot,5_51,1,3,1271,348,0
GAZP,5,plot,5_52,1,1,1272,349,0
GAZP,5,plot,5_52,1,2,1273,349,0
GAZP,5,plot,5_52,1,3,1274,349,0
GAZP,5,plot,5_53,1,1,1275,350,0
GAZP,5,plot,5_54,1,1,1276,351,0
GAZP,5,plot,5_54,1,2,1277,351,0
GAZP,5,plot,5_54,1,3,1278,351,0
GAZP,5,plot,5_55,1,1,1279,352,0
GAZP,5,plot,5_56,1,1,1280,353,0
GAZP,5,plot,5_56,1,2,1281,353,0
GAZP,5,plot,5_56,1,3,1282,353,0
GAZP,5,plot,5_57,1,1,1283,354,0
GAZP,5,plot,5_57,1,2,1284,354,0
GAZP,5,plot,5_57,1,3,1285,354,0
GAZP,5,plot,5_58,1,1,1286,355,0
GAZP,5,plot,5_58,1,2,1287,355,0
GAZP,5,plot,5_58,1,3,1288,355,0
GAZP,5,plot,5_59,1,1,1289,356,0
GAZP,5,plot,5_59,1,2,1290,356,0
GAZP,5,plot,5_59,1,3,1291,356,0
GAZP,5,plot,5_6,1,1,1292,357,0
GAZP,5,plot,5_6,1,2,1293,357,0
GAZP,5,plot,5_6,1,3,1294,357,0
GAZP,5,plot,5_60,1,1,1295,358,0
GAZP,5,plot,5_60,1,3,1296,358,0
GAZP,5,plot,5_61,1,1,1297,359,0
GAZP,5,plot,5_62,1,1,1298,360,0
GAZP,5,plot,5_62,1,2,1299,360,0
GAZP,5,plot,5_62,1,3,1300,360,0
GAZP,5,plot,5_63,1,1,1301,361,0
GAZP,5,plot,5_63,1,2,1302,361,0
GAZP,5,plot,5_63,1,3,1303,361,0
GAZP,5,plot,5_64,1,1,1304,362,0
GAZP,5,plot,5_64,1,3,1305,362,0
GAZP,5,plot,5_65,1,1,1306,363,0
GAZP,5,plot,5_65,1,2,1307,363,0
GAZP,5,plot,5_65,1,3,1308,363,0
GAZP,5,plot,5_66,1,1,1309,364,0
GAZP,5,plot,5_66,1,2,1310,364,0
GAZP,5,plot,5_66,1,3,1311,364,0
GAZP,5,plot,5_67,1,1,1312,365,0
GAZP,5,plot,5_67,1,2,1313,365,0
GAZP,5,plot,5_67,1,3,1314,365,0
GAZP,5,plot,5_68,1,1,1315,366,0
GAZP,5,plot,5_68,1,2,1316,366,0
GAZP,5,plot,5_68,1,3,1317,366,0
GAZP,5,plot,5_69,1,1,1318,367,0
GAZP,5,plot,5_69,1,2,1319,367,0
GAZP,5,plot,5_69,1,3,1320,367,0
GAZP,5,plot,5_7,1,1,1321,368,0
GAZP,5,plot,5_70,1,1,1322,369,0
GAZP,5,plot,5_70,1,2,1323,369,0
GAZP,5,plot,5_70,1,3,1324,369,0
GAZP,5,plot,5_71,1,1,1325,370,0
GAZP,5,plot,5_71,1,2,1326,370,0
GAZP,5,plot,5_71,1,3,1327,370,0
GAZP,5,plot,5_72,1,1,1328,371,0
GAZP,5,plot,5_73,1,1,1329,372,0
GAZP,5,plot,5_74,1,1,1330,373,0
GAZP,5,plot,5_74,1,2,1331,373,0
GAZP,5,plot,5_74,1,3,1332,373,0
GAZP,5,plot,5_75,1,1,1333,374,0
GAZP,5,plot,5_75,1,3,1334,374,0
GAZP,5,plot,5_76,1,1,1335,375,0
GAZP,5,plot,5_76,1,2,1336,375,0
GAZP,5,plot,5_76,1,3,1337,375,0
GAZP,5,plot,5_77,1,1,1338,376,0
GAZP,5,plot,5_77,1,2,1339,376,0
GAZP,5,plot,5_77,1,3,1340,376,0
GAZP,5,plot,5_78,1,1,1341,377,0
GAZP,5,plot,5_78,1,3,1342,377,0
GAZP,5,plot,5_79,1,1,1343,378,0
GAZP,5,plot,5_8,1,1,1344,379,0
GAZP,5,plot,5_8,1,3,1345,379,0
GAZP,5,plot,5_80,1,1,1346,380,0
GAZP,5,plot,5_80,1,2,1347,380,0
GAZP,5,plot,5_80,1,3,1348,380,0
GAZP,5,plot,5_81,1,1,1349,381,0
GAZP,5,plot,5_81,1,2,1350,381,0
GAZP,5,plot,5_81,1,3,1351,381,0
GAZP,5,plot,5_82,1,1,1352,382,0
GAZP,5,plot,5_83,1,1,1353,383,0
GAZP,5,plot,5_83,1,2,1354,383,0
GAZP,5,plot,5_83,1,3,1355,383,0
GAZP,5,plot,5_84,1,1,1356,384,0
GAZP,5,plot,5_84,1,2,1357,384,0
GAZP,5,plot,5_84,1,3,1358,384,0
GAZP,5,plot,5_85,1,1,1359,385,0
GAZP,5,plot,5_85,1,2,1360,385,0
GAZP,5,plot,5_85,1,3,1361,385,0
GAZP,5,plot,5_86,1,1,1362,386,0
GAZP,5,plot,5_86,1,2,1363,386,0
GAZP,5,plot,5_86,1,3,1364,386,0
GAZP,5,plot,5_87,1,1,1365,387,0
GAZP,5,plot,5_87,1,3,1366,387,0
GAZP,5,plot,5_88,1,1,1367,388,0
GAZP,5,plot,5_88,1,2,1368,388,0
GAZP,5,plot,5_88,1,3,1369,388,0
GAZP,5,plot,5_89,1,1,1370,389,0
GAZP,5,plot,5_89,1,2,1371,389,0
GAZP,5,plot,5_89,1,3,1372,389,0
GAZP,5,plot,5_9,1,1,1373,390,0
GAZP,5,plot,5_9,1,2,1374,390,0
GAZP,5,plot,5_9,1,3,1375,390,0
GAZP,5,plot,5_90,1,1,1376,391,0
GAZP,5,plot,5_91,1,1,1377,392,0
GAZP,5,plot,5_91,1,3,1378,392,0
GAZP,5,plot,5_92,1,1,1379,393,0
GAZP,5,plot,5_92,1,2,1380,393,0
GAZP,5,plot,5_92,1,3,1381,393,0
GAZP,5,plot,5_93,1,1,1382,394,0
GAZP,5,plot,5_93,1,2,1383,394,0
GAZP,5,plot,5_93,1,3,1384,394,0
GAZP,5,plot,5_94,1,1,1385,395,0
GAZP,5,plot,5_94,1,2,1386,395,0
GAZP,5,plot,5_94,1,3,1387,395,0
GAZP,5,plot,5_95,1,1,1388,396,0
GAZP,5,plot,5_95,1,2,1389,396,0
GAZP,5,plot,5_95,1,3,1390,396,0
GAZP,5,plot,5_96,1,1,1391,397,0
GAZP,5,plot,5_96,1,2,1392,397,0
GAZP,5,plot,5_96,1,3,1393,397,0
GAZP,5,plot,5_97,1,1,1394,398,0
GAZP,5,plot,5_97,1,2,1395,398,0
GAZP,5,plot,5_97,1,3,1396,398,0
GAZP,5,plot,5_98,1,1,1397,399,0
GAZP,5,plot,5_98,1,2,1398,399,0
GAZP,5,plot,5_98,1,3,1399,399,0
GAZP,5,plot,5_99,1,1,1400,400,0
GAZP,5,plot,5_99,1,2,1401,400,0
GAZP,5,plot,5_99,1,3,1402,400,0
