database,projectid,project_code,crosswalk_row_type,rule_source_table,source_tables,source_columns,source_speciesid,source_occurrences,historical_group,historical_order,historical_family,historical_genus,historical_species,historical_subtype,historical_subtype_name,historical_scientific_name,historical_lifeform,historical_seedmass,historical_pathway,historical_raunkiaer,historical_woodiness,historical_nfix,historical_lifespan,supabase_speciesid,supabase_species_code,supabase_group,supabase_order,supabase_family,supabase_genus,supabase_species,supabase_subtype,supabase_subtype_name,supabase_scientific_name,supabase_lifeform,mapping_status,taxonomic_change_type,source_concept_distinct,related_source_speciesid,reverse_mapping_rule,match_rate,match_unit,contextual_rule_validated,review_status,reviewed_by,review_date,decision_note,historical_artifact_file,historical_artifact_path,historical_artifact_sha256,historical_artifact_datestamp,harmonized_artifact_file,harmonized_artifact_sha256,global_crosswalk_file,global_crosswalk_sha256,generated_at_utc
GAZP,5,GAZP5,default,all_relevant_tables,trtrates,speciesid,Ely_lan,156,Angiosperms,Poales,Poaceae,Elymus,lanceolatus,,,Elymus lanceolatus,pgrass,5.162,C3,,non-woody,,perennial,5577,Ely_lan,Angiosperms,Poales,Poaceae,Elymus,lanceolatus,,,Elymus lanceolatus,grass,accepted_as_mapped,none,FALSE,,supabase_speciesid,,,TRUE,human_reviewed,Nancy Shackelford,2026-08-14,Reviewed after reconstruction audit; current accepted mapping retained.,species_long_traits3-2021-October-26.xlsx,data/harmonized/GRP_archives/species_long_traits3-2021-October-26.xlsx,fa9b1fa0242949fc93440f7b3431a9b2d6b7c9b9dfb7eac183ea9f2d5b4188cb,2021-10-26,GAZP5.xlsx,4c4634bfaae43f1bfade759285719dd6b3780006b8d0d67b1c6ec9d06bc52c9a,20260605_sp_crosswalk.csv,15a2a259ce33691b0db82176973f6e677145092f0171823a7c7ac7f1a29236fa,2026-08-14T20:15:11Z
GAZP,5,GAZP5,default,all_relevant_tables,trtrates,speciesid,Ely_smi,226,Angiosperms,Poales,Poaceae,Elymus,smithii,,,Elymus smithii,pgrass,2.6194,C3,,non-woody,no,perennial,5582,Ely_smi,Angiosperms,Poales,Poaceae,Elymus,smithii,,,Elymus smithii,grass,exact_current_taxon,none,FALSE,,supabase_speciesid,,,TRUE,automated_exact_match,,,,species_long_traits3-2021-October-26.xlsx,data/harmonized/GRP_archives/species_long_traits3-2021-October-26.xlsx,fa9b1fa0242949fc93440f7b3431a9b2d6b7c9b9dfb7eac183ea9f2d5b4188cb,2021-10-26,GAZP5.xlsx,4c4634bfaae43f1bfade759285719dd6b3780006b8d0d67b1c6ec9d06bc52c9a,20260605_sp_crosswalk.csv,15a2a259ce33691b0db82176973f6e677145092f0171823a7c7ac7f1a29236fa,2026-08-14T20:15:11Z
GAZP,5,GAZP5,default,all_relevant_tables,trtrates,speciesid,Ely_spi,217,Angiosperms,Poales,Poaceae,Elymus,spicatus,,,Elymus spicatus,pgrass,4.04,C3,,non-woody,yes,perennial,5583,Ely_spi,Angiosperms,Poales,Poaceae,Elymus,spicatus,,,Elymus spicatus,grass,exact_current_taxon,none,FALSE,,supabase_speciesid,,,TRUE,automated_exact_match,,,,species_long_traits3-2021-October-26.xlsx,data/harmonized/GRP_archives/species_long_traits3-2021-October-26.xlsx,fa9b1fa0242949fc93440f7b3431a9b2d6b7c9b9dfb7eac183ea9f2d5b4188cb,2021-10-26,GAZP5.xlsx,4c4634bfaae43f1bfade759285719dd6b3780006b8d0d67b1c6ec9d06bc52c9a,20260605_sp_crosswalk.csv,15a2a259ce33691b0db82176973f6e677145092f0171823a7c7ac7f1a29236fa,2026-08-14T20:15:11Z
GAZP,5,GAZP5,default,all_relevant_tables,trtrates,speciesid,Ely_tra,182,Angiosperms,Poales,Poaceae,Elymus,trachycaulus,,,Elymus trachycaulus,pgrass,3.35,C3,,non-woody,no,perennial,5585,Ely_tra,Angiosperms,Poales,Poaceae,Elymus,trachycaulus,,,Elymus trachycaulus,grass,exact_current_taxon,none,FALSE,,supabase_speciesid,,,TRUE,automated_exact_match,,,,species_long_traits3-2021-October-26.xlsx,data/harmonized/GRP_archives/species_long_traits3-2021-October-26.xlsx,fa9b1fa0242949fc93440f7b3431a9b2d6b7c9b9dfb7eac183ea9f2d5b4188cb,2021-10-26,GAZP5.xlsx,4c4634bfaae43f1bfade759285719dd6b3780006b8d0d67b1c6ec9d06bc52c9a,20260605_sp_crosswalk.csv,15a2a259ce33691b0db82176973f6e677145092f0171823a7c7ac7f1a29236fa,2026-08-14T20:15:11Z
GAZP,5,GAZP5,default,all_relevant_tables,trtrates;vegresults,speciesid,Eri_nau,579,Angiosperms,Asterales,Asteraceae,Ericameria,nauseosa,,,Ericameria nauseosa,shrub,1.203,C3,,woody,yes,perennial,712,Eri_nau,Angiosperms,Asterales,Asteraceae,Ericameria,nauseosa,,,Ericameria nauseosa,shrub,exact_current_taxon,none,FALSE,,supabase_speciesid,,,TRUE,automated_exact_match,,,,species_long_traits3-2021-October-26.xlsx,data/harmonized/GRP_archives/species_long_traits3-2021-October-26.xlsx,fa9b1fa0242949fc93440f7b3431a9b2d6b7c9b9dfb7eac183ea9f2d5b4188cb,2021-10-26,GAZP5.xlsx,4c4634bfaae43f1bfade759285719dd6b3780006b8d0d67b1c6ec9d06bc52c9a,20260605_sp_crosswalk.csv,15a2a259ce33691b0db82176973f6e677145092f0171823a7c7ac7f1a29236fa,2026-08-14T20:15:11Z
GAZP,5,GAZP5,default,all_relevant_tables,trtrates,speciesid,Fes_ovi,23,Angiosperms,Poales,Poaceae,Festuca,ovina,,,Festuca ovina,pgrass,0.6,C3,Hemicryptophyte,non-woody,no,perennial,5644,Fes_ovi,Angiosperms,Poales,Poaceae,Festuca,ovina,,,Festuca ovina,grass,exact_current_taxon,none,FALSE,,supabase_speciesid,,,TRUE,automated_exact_match,,,,species_long_traits3-2021-October-26.xlsx,data/harmonized/GRP_archives/species_long_traits3-2021-October-26.xlsx,fa9b1fa0242949fc93440f7b3431a9b2d6b7c9b9dfb7eac183ea9f2d5b4188cb,2021-10-26,GAZP5.xlsx,4c4634bfaae43f1bfade759285719dd6b3780006b8d0d67b1c6ec9d06bc52c9a,20260605_sp_crosswalk.csv,15a2a259ce33691b0db82176973f6e677145092f0171823a7c7ac7f1a29236fa,2026-08-14T20:15:11Z
GAZP,5,GAZP5,default,all_relevant_tables,trtrates,speciesid,Gai_ari,23,Angiosperms,Asterales,Asteraceae,Gaillardia,aristata,,,Gaillardia aristata,pforb,15.7,C3,,non-woody,,perennial,781,Gai_ari,Angiosperms,Asterales,Asteraceae,Gaillardia,aristata,,,Gaillardia aristata,forb,exact_current_taxon,none,FALSE,,supabase_speciesid,,,TRUE,automated_exact_match,,,,species_long_traits3-2021-October-26.xlsx,data/harmonized/GRP_archives/species_long_traits3-2021-October-26.xlsx,fa9b1fa0242949fc93440f7b3431a9b2d6b7c9b9dfb7eac183ea9f2d5b4188cb,2021-10-26,GAZP5.xlsx,4c4634bfaae43f1bfade759285719dd6b3780006b8d0d67b1c6ec9d06bc52c9a,20260605_sp_crosswalk.csv,15a2a259ce33691b0db82176973f6e677145092f0171823a7c7ac7f1a29236fa,2026-08-14T20:15:11Z
GAZP,5,GAZP5,default,all_relevant_tables,trtrates,speciesid,Hel_ann,6,Angiosperms,Asterales,Asteraceae,Helianthus,annuus,,,Helianthus annuus,aforb,38.8,C3,Therophyte,non-woody,no,annual,817,Hel_ann,Angiosperms,Asterales,Asteraceae,Helianthus,annuus,,,Helianthus annuus,forb,exact_current_taxon,none,FALSE,,supabase_speciesid,,,TRUE,automated_exact_match,,,,species_long_traits3-2021-October-26.xlsx,data/harmonized/GRP_archives/species_long_traits3-2021-October-26.xlsx,fa9b1fa0242949fc93440f7b3431a9b2d6b7c9b9dfb7eac183ea9f2d5b4188cb,2021-10-26,GAZP5.xlsx,4c4634bfaae43f1bfade759285719dd6b3780006b8d0d67b1c6ec9d06bc52c9a,20260605_sp_crosswalk.csv,15a2a259ce33691b0db82176973f6e677145092f0171823a7c7ac7f1a29236fa,2026-08-14T20:15:11Z
GAZP,5,GAZP5,default,all_relevant_tables,trtrates,speciesid,Jun_com,1,Gymnosperms,Pinales,Cupressaceae,Juniperus,communis,,,Juniperus communis,tree,,C3,Chamaephyte,woody,no,perennial,7042,Jun_com,Gymnosperms,Pinales,Cupressaceae,Juniperus,communis,,,Juniperus communis,tree,exact_current_taxon,none,FALSE,,supabase_speciesid,,,TRUE,automated_exact_match,,,,species_long_traits3-2021-October-26.xlsx,data/harmonized/GRP_archives/species_long_traits3-2021-October-26.xlsx,fa9b1fa0242949fc93440f7b3431a9b2d6b7c9b9dfb7eac183ea9f2d5b4188cb,2021-10-26,GAZP5.xlsx,4c4634bfaae43f1bfade759285719dd6b3780006b8d0d67b1c6ec9d06bc52c9a,20260605_sp_crosswalk.csv,15a2a259ce33691b0db82176973f6e677145092f0171823a7c7ac7f1a29236fa,2026-08-14T20:15:11Z
GAZP,5,GAZP5,default,all_relevant_tables,trtrates,speciesid,Koe_mac,113,Angiosperms,Poales,Poaceae,Koeleria,macrantha,,,Koeleria macrantha,pgrass,0.543333333333333,C3,Hemicryptophyte,non-woody,no,perennial,5698,Koe_mac,Angiosperms,Poales,Poaceae,Koeleria,macrantha,,,Koeleria macrantha,grass,exact_current_taxon,none,FALSE,,supabase_speciesid,,,TRUE,automated_exact_match,,,,species_long_traits3-2021-October-26.xlsx,data/harmonized/GRP_archives/species_long_traits3-2021-October-26.xlsx,fa9b1fa0242949fc93440f7b3431a9b2d6b7c9b9dfb7eac183ea9f2d5b4188cb,2021-10-26,GAZP5.xlsx,4c4634bfaae43f1bfade759285719dd6b3780006b8d0d67b1c6ec9d06bc52c9a,20260605_sp_crosswalk.csv,15a2a259ce33691b0db82176973f6e677145092f0171823a7c7ac7f1a29236fa,2026-08-14T20:15:11Z
GAZP,5,GAZP5,default,all_relevant_tables,trtrates;vegresults,speciesid,Kra_cer1,653,Angiosperms,Caryophyllales,Amaranthaceae,Krascheninnikovia,ceratoides,subspecies,lanata,Krascheninnikovia ceratoides subsp. lanata,shrub,5.49,C3,,woody,,,1741,Kra_cer,Angiosperms,Caryophyllales,Amaranthaceae,Krascheninnikovia,ceratoides,,,Krascheninnikovia ceratoides,shrub,regional_concept_collapsed,regional_subspecies_collapsed,TRUE,Kra_cer,supabase_speciesid,,,TRUE,human_reviewed,Nancy Shackelford,2026-08-14,Historical source is Krascheninnikovia ceratoides subsp. lanata. The regional subspecies concept is preserved here but not added to the central accepted taxonomy.,species_long_traits3-2021-October-26.xlsx,data/harmonized/GRP_archives/species_long_traits3-2021-October-26.xlsx,fa9b1fa0242949fc93440f7b3431a9b2d6b7c9b9dfb7eac183ea9f2d5b4188cb,2021-10-26,GAZP5.xlsx,4c4634bfaae43f1bfade759285719dd6b3780006b8d0d67b1c6ec9d06bc52c9a,20260605_sp_crosswalk.csv,15a2a259ce33691b0db82176973f6e677145092f0171823a7c7ac7f1a29236fa,2026-08-14T20:15:11Z
GAZP,5,GAZP5,default,all_relevant_tables,trtrates,speciesid,Ley_cin,46,Angiosperms,Poales,Poaceae,Leymus,cinereus,,,Leymus cinereus,pgrass,2.696,C3,,non-woody,,perennial,5707,Ley_cin,Angiosperms,Poales,Poaceae,Leymus,cinereus,,,Leymus cinereus,grass,exact_current_taxon,none,FALSE,,supabase_speciesid,,,TRUE,automated_exact_match,,,,species_long_traits3-2021-October-26.xlsx,data/harmonized/GRP_archives/species_long_traits3-2021-October-26.xlsx,fa9b1fa0242949fc93440f7b3431a9b2d6b7c9b9dfb7eac183ea9f2d5b4188cb,2021-10-26,GAZP5.xlsx,4c4634bfaae43f1bfade759285719dd6b3780006b8d0d67b1c6ec9d06bc52c9a,20260605_sp_crosswalk.csv,15a2a259ce33691b0db82176973f6e677145092f0171823a7c7ac7f1a29236fa,2026-08-14T20:15:11Z
GAZP,5,GAZP5,default,all_relevant_tables,trtrates,speciesid,Lin_lew,5,Angiosperms,Malpighiales,Linaceae,Linum,lewisii,,,Linum lewisii,pforb,2.0825,,,semi-woody,possible,perennial,4275,Lin_lew,Angiosperms,Malpighiales,Linaceae,Linum,lewisii,,,Linum lewisii,forb,exact_current_taxon,none,FALSE,,supabase_speciesid,,,TRUE,automated_exact_match,,,,species_long_traits3-2021-October-26.xlsx,data/harmonized/GRP_archives/species_long_traits3-2021-October-26.xlsx,fa9b1fa0242949fc93440f7b3431a9b2d6b7c9b9dfb7eac183ea9f2d5b4188cb,2021-10-26,GAZP5.xlsx,4c4634bfaae43f1bfade759285719dd6b3780006b8d0d67b1c6ec9d06bc52c9a,20260605_sp_crosswalk.csv,15a2a259ce33691b0db82176973f6e677145092f0171823a7c7ac7f1a29236fa,2026-08-14T20:15:11Z
GAZP,5,GAZP5,default,all_relevant_tables,trtrates,speciesid,Lin_per,38,Angiosperms,Malpighiales,Linaceae,Linum,perenne,,,Linum perenne,pforb,1.4,C3,Hemicryptophyte,non-woody,no,perennial,4276,Lin_per,Angiosperms,Malpighiales,Linaceae,Linum,perenne,,,Linum perenne,forb,exact_current_taxon,none,FALSE,,supabase_speciesid,,,TRUE,automated_exact_match,,,,species_long_traits3-2021-October-26.xlsx,data/harmonized/GRP_archives/species_long_traits3-2021-October-26.xlsx,fa9b1fa0242949fc93440f7b3431a9b2d6b7c9b9dfb7eac183ea9f2d5b4188cb,2021-10-26,GAZP5.xlsx,4c4634bfaae43f1bfade759285719dd6b3780006b8d0d67b1c6ec9d06bc52c9a,20260605_sp_crosswalk.csv,15a2a259ce33691b0db82176973f6e677145092f0171823a7c7ac7f1a29236fa,2026-08-14T20:15:11Z
GAZP,5,GAZP5,default,all_relevant_tables,trtrates,speciesid,Med_fal,6,Angiosperms,Fabales,Fabaceae,Medicago,falcata,,,Medicago falcata,aforb,2.23,,Hemicryptophyte,non-woody,yes,perennial,2851,Med_fal,Angiosperms,Fabales,Fabaceae,Medicago,falcata,,,Medicago falcata,forb,exact_current_taxon,none,FALSE,,supabase_speciesid,,,TRUE,automated_exact_match,,,,species_long_traits3-2021-October-26.xlsx,data/harmonized/GRP_archives/species_long_traits3-2021-October-26.xlsx,fa9b1fa0242949fc93440f7b3431a9b2d6b7c9b9dfb7eac183ea9f2d5b4188cb,2021-10-26,GAZP5.xlsx,4c4634bfaae43f1bfade759285719dd6b3780006b8d0d67b1c6ec9d06bc52c9a,20260605_sp_crosswalk.csv,15a2a259ce33691b0db82176973f6e677145092f0171823a7c7ac7f1a29236fa,2026-08-14T20:15:11Z
GAZP,5,GAZP5,default,all_relevant_tables,trtrates,speciesid,Med_sat,86,Angiosperms,Fabales,Fabaceae,Medicago,sativa,,,Medicago sativa,pforb,1.8486,C3,Hemicryptophyte,non-woody,yes,annual/biennial/perennial,2861,Med_sat,Angiosperms,Fabales,Fabaceae,Medicago,sativa,,,Medicago sativa,forb,exact_current_taxon,none,FALSE,,supabase_speciesid,,,TRUE,automated_exact_match,,,,species_long_traits3-2021-October-26.xlsx,data/harmonized/GRP_archives/species_long_traits3-2021-October-26.xlsx,fa9b1fa0242949fc93440f7b3431a9b2d6b7c9b9dfb7eac183ea9f2d5b4188cb,2021-10-26,GAZP5.xlsx,4c4634bfaae43f1bfade759285719dd6b3780006b8d0d67b1c6ec9d06bc52c9a,20260605_sp_crosswalk.csv,15a2a259ce33691b0db82176973f6e677145092f0171823a7c7ac7f1a29236fa,2026-08-14T20:15:11Z
GAZP,5,GAZP5,default,all_relevant_tables,trtrates,speciesid,Nas_vir,234,Angiosperms,Poales,Poaceae,Nassella,viridula,,,Nassella viridula,pgrass,2.8485,C3,,,,perennial,5763,Nas_vir,Angiosperms,Poales,Poaceae,Nassella,viridula,,,Nassella viridula,grass,exact_current_taxon,none,FALSE,,supabase_speciesid,,,TRUE,automated_exact_match,,,,species_long_traits3-2021-October-26.xlsx,data/harmonized/GRP_archives/species_long_traits3-2021-October-26.xlsx,fa9b1fa0242949fc93440f7b3431a9b2d6b7c9b9dfb7eac183ea9f2d5b4188cb,2021-10-26,GAZP5.xlsx,4c4634bfaae43f1bfade759285719dd6b3780006b8d0d67b1c6ec9d06bc52c9a,20260605_sp_crosswalk.csv,15a2a259ce33691b0db82176973f6e677145092f0171823a7c7ac7f1a29236fa,2026-08-14T20:15:11Z
GAZP,5,GAZP5,default,all_relevant_tables,trtrates,speciesid,Ono_vic,74,Angiosperms,Fabales,Fabaceae,Onobrychis,viciifolia,,,Onobrychis viciifolia,pforb,18.9,C3,Hemicryptophyte,non-woody,yes,perennial,2887,Ono_vic,Angiosperms,Fabales,Fabaceae,Onobrychis,viciifolia,,,Onobrychis viciifolia,forb,exact_current_taxon,none,FALSE,,supabase_speciesid,,,TRUE,automated_exact_match,,,,species_long_traits3-2021-October-26.xlsx,data/harmonized/GRP_archives/species_long_traits3-2021-October-26.xlsx,fa9b1fa0242949fc93440f7b3431a9b2d6b7c9b9dfb7eac183ea9f2d5b4188cb,2021-10-26,GAZP5.xlsx,4c4634bfaae43f1bfade759285719dd6b3780006b8d0d67b1c6ec9d06bc52c9a,20260605_sp_crosswalk.csv,15a2a259ce33691b0db82176973f6e677145092f0171823a7c7ac7f1a29236fa,2026-08-14T20:15:11Z
GAZP,5,GAZP5,default,all_relevant_tables,trtrates,speciesid,Ory_hym,87,Angiosperms,Poales,Poaceae,Oryzopsis,hymenoides,,,Oryzopsis hymenoides,pgrass,3.53,,,non-woody,possible,perennial,5765,Ory_hym,Angiosperms,Poales,Poaceae,Oryzopsis,hymenoides,,,Oryzopsis hymenoides,grass,exact_current_taxon,none,FALSE,,supabase_speciesid,,,TRUE,automated_exact_match,,,,species_long_traits3-2021-October-26.xlsx,data/harmonized/GRP_archives/species_long_traits3-2021-October-26.xlsx,fa9b1fa0242949fc93440f7b3431a9b2d6b7c9b9dfb7eac183ea9f2d5b4188cb,2021-10-26,GAZP5.xlsx,4c4634bfaae43f1bfade759285719dd6b3780006b8d0d67b1c6ec9d06bc52c9a,20260605_sp_crosswalk.csv,15a2a259ce33691b0db82176973f6e677145092f0171823a7c7ac7f1a29236fa,2026-08-14T20:15:11Z
GAZP,5,GAZP5,default,all_relevant_tables,trtrates,speciesid,Pan_vir,48,Angiosperms,Poales,Poaceae,Panicum,virgatum,,,Panicum virgatum,pgrass,1.3,C4,,,no,perennial,5801,Pan_vir,Angiosperms,Poales,Poaceae,Panicum,virgatum,,,Panicum virgatum,grass,exact_current_taxon,none,FALSE,,supabase_speciesid,,,TRUE,automated_exact_match,,,,species_long_traits3-2021-October-26.xlsx,data/harmonized/GRP_archives/species_long_traits3-2021-October-26.xlsx,fa9b1fa0242949fc93440f7b3431a9b2d6b7c9b9dfb7eac183ea9f2d5b4188cb,2021-10-26,GAZP5.xlsx,4c4634bfaae43f1bfade759285719dd6b3780006b8d0d67b1c6ec9d06bc52c9a,20260605_sp_crosswalk.csv,15a2a259ce33691b0db82176973f6e677145092f0171823a7c7ac7f1a29236fa,2026-08-14T20:15:11Z
GAZP,5,GAZP5,default,all_relevant_tables,trtrates,speciesid,Pin_pon,1,Gymnosperms,Pinales,Pinaceae,Pinus,ponderosa,,,Pinus ponderosa,tree,,C3,Phanerophyte,woody,no,perennial,7067,Pin_pon,Gymnosperms,Pinales,Pinaceae,Pinus,ponderosa,,,Pinus ponderosa,tree,exact_current_taxon,none,FALSE,,supabase_speciesid,,,TRUE,automated_exact_match,,,,species_long_traits3-2021-October-26.xlsx,data/harmonized/GRP_archives/species_long_traits3-2021-October-26.xlsx,fa9b1fa0242949fc93440f7b3431a9b2d6b7c9b9dfb7eac183ea9f2d5b4188cb,2021-10-26,GAZP5.xlsx,4c4634bfaae43f1bfade759285719dd6b3780006b8d0d67b1c6ec9d06bc52c9a,20260605_sp_crosswalk.csv,15a2a259ce33691b0db82176973f6e677145092f0171823a7c7ac7f1a29236fa,2026-08-14T20:15:11Z
GAZP,5,GAZP5,contextual,trtrates,trtrates,speciesid,Pse_rup,66,Angiosperms,Poales,Poaceae,Pseudosclerochloa,rupestris,,,Pseudosclerochloa rupestris,pgrass,0.4835,C3,Hemicryptophyte,non-woody,yes,perennial,5881,Pse_rup,Angiosperms,Poales,Poaceae,Pseudosclerochloa,rupestris,,,Pseudosclerochloa rupestris,grass,accepted_as_mapped,none,TRUE,Pse_rup1,supabase_speciesid_rate_unit,40,seeds/m2,TRUE,human_reviewed,Nancy Shackelford,2026-08-14,Species-level source concept retained and distinguished from Pse_rup1.,species_long_traits3-2021-October-26.xlsx,data/harmonized/GRP_archives/species_long_traits3-2021-October-26.xlsx,fa9b1fa0242949fc93440f7b3431a9b2d6b7c9b9dfb7eac183ea9f2d5b4188cb,2021-10-26,GAZP5.xlsx,4c4634bfaae43f1bfade759285719dd6b3780006b8d0d67b1c6ec9d06bc52c9a,20260605_sp_crosswalk.csv,15a2a259ce33691b0db82176973f6e677145092f0171823a7c7ac7f1a29236fa,2026-08-14T20:15:11Z
GAZP,5,GAZP5,contextual,trtrates,trtrates,speciesid,Pse_rup,66,Angiosperms,Poales,Poaceae,Pseudosclerochloa,rupestris,,,Pseudosclerochloa rupestris,pgrass,0.4835,C3,Hemicryptophyte,non-woody,yes,perennial,5881,Pse_rup,Angiosperms,Poales,Poaceae,Pseudosclerochloa,rupestris,,,Pseudosclerochloa rupestris,grass,accepted_as_mapped,none,TRUE,Pse_rup1,supabase_speciesid_rate_unit,74,seeds/m2,TRUE,human_reviewed,Nancy Shackelford,2026-08-14,Species-level source concept retained and distinguished from Pse_rup1.,species_long_traits3-2021-October-26.xlsx,data/harmonized/GRP_archives/species_long_traits3-2021-October-26.xlsx,fa9b1fa0242949fc93440f7b3431a9b2d6b7c9b9dfb7eac183ea9f2d5b4188cb,2021-10-26,GAZP5.xlsx,4c4634bfaae43f1bfade759285719dd6b3780006b8d0d67b1c6ec9d06bc52c9a,20260605_sp_crosswalk.csv,15a2a259ce33691b0db82176973f6e677145092f0171823a7c7ac7f1a29236fa,2026-08-14T20:15:11Z
GAZP,5,GAZP5,contextual,trtrates,trtrates,speciesid,Pse_rup,66,Angiosperms,Poales,Poaceae,Pseudosclerochloa,rupestris,,,Pseudosclerochloa rupestris,pgrass,0.4835,C3,Hemicryptophyte,non-woody,yes,perennial,5881,Pse_rup,Angiosperms,Poales,Poaceae,Pseudosclerochloa,rupestris,,,Pseudosclerochloa rupestris,grass,accepted_as_mapped,none,TRUE,Pse_rup1,supabase_speciesid_rate_unit,116,seeds/m2,TRUE,human_reviewed,Nancy Shackelford,2026-08-14,Species-level source concept retained and distinguished from Pse_rup1.,species_long_traits3-2021-October-26.xlsx,data/harmonized/GRP_archives/species_long_traits3-2021-October-26.xlsx,fa9b1fa0242949fc93440f7b3431a9b2d6b7c9b9dfb7eac183ea9f2d5b4188cb,2021-10-26,GAZP5.xlsx,4c4634bfaae43f1bfade759285719dd6b3780006b8d0d67b1c6ec9d06bc52c9a,20260605_sp_crosswalk.csv,15a2a259ce33691b0db82176973f6e677145092f0171823a7c7ac7f1a29236fa,2026-08-14T20:15:11Z
GAZP,5,GAZP5,contextual,trtrates,trtrates,speciesid,Pse_rup,66,Angiosperms,Poales,Poaceae,Pseudosclerochloa,rupestris,,,Pseudosclerochloa rupestris,pgrass,0.4835,C3,Hemicryptophyte,non-woody,yes,perennial,5881,Pse_rup,Angiosperms,Poales,Poaceae,Pseudosclerochloa,rupestris,,,Pseudosclerochloa rupestris,grass,accepted_as_mapped,none,TRUE,Pse_rup1,supabase_speciesid_rate_unit,139,seeds/m2,TRUE,human_reviewed,Nancy Shackelford,2026-08-14,Species-level source concept retained and distinguished from Pse_rup1.,species_long_traits3-2021-October-26.xlsx,data/harmonized/GRP_archives/species_long_traits3-2021-October-26.xlsx,fa9b1fa0242949fc93440f7b3431a9b2d6b7c9b9dfb7eac183ea9f2d5b4188cb,2021-10-26,GAZP5.xlsx,4c4634bfaae43f1bfade759285719dd6b3780006b8d0d67b1c6ec9d06bc52c9a,20260605_sp_crosswalk.csv,15a2a259ce33691b0db82176973f6e677145092f0171823a7c7ac7f1a29236fa,2026-08-14T20:15:11Z
GAZP,5,GAZP5,contextual,trtrates,trtrates,speciesid,Pse_rup,66,Angiosperms,Poales,Poaceae,Pseudosclerochloa,rupestris,,,Pseudosclerochloa rupestris,pgrass,0.4835,C3,Hemicryptophyte,non-woody,yes,perennial,5881,Pse_rup,Angiosperms,Poales,Poaceae,Pseudosclerochloa,rupestris,,,Pseudosclerochloa rupestris,grass,accepted_as_mapped,none,TRUE,Pse_rup1,supabase_speciesid_rate_unit,174,seeds/m2,TRUE,human_reviewed,Nancy Shackelford,2026-08-14,Species-level source concept retained and distinguished from Pse_rup1.,species_long_traits3-2021-October-26.xlsx,data/harmonized/GRP_archives/species_long_traits3-2021-October-26.xlsx,fa9b1fa0242949fc93440f7b3431a9b2d6b7c9b9dfb7eac183ea9f2d5b4188cb,2021-10-26,GAZP5.xlsx,4c4634bfaae43f1bfade759285719dd6b3780006b8d0d67b1c6ec9d06bc52c9a,20260605_sp_crosswalk.csv,15a2a259ce33691b0db82176973f6e677145092f0171823a7c7ac7f1a29236fa,2026-08-14T20:15:11Z
GAZP,5,GAZP5,contextual,trtrates,trtrates,speciesid,Pse_rup,66,Angiosperms,Poales,Poaceae,Pseudosclerochloa,rupestris,,,Pseudosclerochloa rupestris,pgrass,0.4835,C3,Hemicryptophyte,non-woody,yes,perennial,5881,Pse_rup,Angiosperms,Poales,Poaceae,Pseudosclerochloa,rupestris,,,Pseudosclerochloa rupestris,grass,accepted_as_mapped,none,TRUE,Pse_rup1,supabase_speciesid_rate_unit,185,seeds/m2,TRUE,human_reviewed,Nancy Shackelford,2026-08-14,Species-level source concept retained and distinguished from Pse_rup1.,species_long_traits3-2021-October-26.xlsx,data/harmonized/GRP_archives/species_long_traits3-2021-October-26.xlsx,fa9b1fa0242949fc93440f7b3431a9b2d6b7c9b9dfb7eac183ea9f2d5b4188cb,2021-10-26,GAZP5.xlsx,4c4634bfaae43f1bfade759285719dd6b3780006b8d0d67b1c6ec9d06bc52c9a,20260605_sp_crosswalk.csv,15a2a259ce33691b0db82176973f6e677145092f0171823a7c7ac7f1a29236fa,2026-08-14T20:15:11Z
GAZP,5,GAZP5,contextual,trtrates,trtrates,speciesid,Pse_rup,66,Angiosperms,Poales,Poaceae,Pseudosclerochloa,rupestris,,,Pseudosclerochloa rupestris,pgrass,0.4835,C3,Hemicryptophyte,non-woody,yes,perennial,5881,Pse_rup,Angiosperms,Poales,Poaceae,Pseudosclerochloa,rupestris,,,Pseudosclerochloa rupestris,grass,accepted_as_mapped,none,TRUE,Pse_rup1,supabase_speciesid_rate_unit,206,seeds/m2,TRUE,human_reviewed,Nancy Shackelford,2026-08-14,Species-level source concept retained and distinguished from Pse_rup1.,species_long_traits3-2021-October-26.xlsx,data/harmonized/GRP_archives/species_long_traits3-2021-October-26.xlsx,fa9b1fa0242949fc93440f7b3431a9b2d6b7c9b9dfb7eac183ea9f2d5b4188cb,2021-10-26,GAZP5.xlsx,4c4634bfaae43f1bfade759285719dd6b3780006b8d0d67b1c6ec9d06bc52c9a,20260605_sp_crosswalk.csv,15a2a259ce33691b0db82176973f6e677145092f0171823a7c7ac7f1a29236fa,2026-08-14T20:15:11Z
