database,projectid,object_type,source_treatmentid,block,replicate,areaid,treatmentid,source_trt_tsr
GAZP,1,plot,1_10,1,25,48,4,1
GAZP,1,plot,1_10,1,26,49,3,0
GAZP,1,plot,1_10,1,26,49,4,1
GAZP,1,plot,1_10,1,27,50,3,0
GAZP,1,plot,1_10,1,27,50,4,1
GAZP,1,plot,1_10,1,28,51,3,0
GAZP,1,plot,1_10,1,28,51,4,1
GAZP,1,plot,1_10,1,29,52,3,0
GAZP,1,plot,1_10,1,29,52,4,1
GAZP,1,plot,1_10,1,3,53,3,0
GAZP,1,plot,1_10,1,3,53,4,1
GAZP,1,plot,1_10,1,30,54,3,0
GAZP,1,plot,1_10,1,30,54,4,1
GAZP,1,plot,1_10,1,31,55,3,0
GAZP,1,plot,1_10,1,31,55,4,1
GAZP,1,plot,1_10,1,32,56,3,0
GAZP,1,plot,1_10,1,32,56,4,1
GAZP,1,plot,1_10,1,33,57,3,0
GAZP,1,plot,1_10,1,33,57,4,1
GAZP,1,plot,1_10,1,34,58,3,0
GAZP,1,plot,1_10,1,34,58,4,1
GAZP,1,plot,1_10,1,35,59,3,0
GAZP,1,plot,1_10,1,35,59,4,1
GAZP,1,plot,1_10,1,4,60,3,0
GAZP,1,plot,1_10,1,4,60,4,1
GAZP,1,plot,1_10,1,5,61,3,0
GAZP,1,plot,1_10,1,5,61,4,1
GAZP,1,plot,1_10,1,6,62,3,0
GAZP,1,plot,1_10,1,6,62,4,1
GAZP,1,plot,1_10,1,7,63,3,0
GAZP,1,plot,1_10,1,7,63,4,1
GAZP,1,plot,1_10,1,8,64,3,0
GAZP,1,plot,1_10,1,8,64,4,1
GAZP,1,plot,1_10,1,9,65,3,0
GAZP,1,plot,1_10,1,9,65,4,1
GAZP,1,plot,1_11,1,1,66,5,0
GAZP,1,plot,1_11,1,1,66,6,1
GAZP,1,plot,1_11,1,10,67,5,0
GAZP,1,plot,1_11,1,10,67,6,1
GAZP,1,plot,1_11,1,11,68,5,0
GAZP,1,plot,1_11,1,11,68,6,1
GAZP,1,plot,1_11,1,12,69,5,0
GAZP,1,plot,1_11,1,12,69,6,1
GAZP,1,plot,1_11,1,13,70,5,0
GAZP,1,plot,1_11,1,13,70,6,1
GAZP,1,plot,1_11,1,14,71,5,0
GAZP,1,plot,1_11,1,14,71,6,1
GAZP,1,plot,1_11,1,15,72,5,0
GAZP,1,plot,1_11,1,15,72,6,1
GAZP,1,plot,1_11,1,16,73,5,0
GAZP,1,plot,1_11,1,16,73,6,1
GAZP,1,plot,1_11,1,17,74,5,0
GAZP,1,plot,1_11,1,17,74,6,1
GAZP,1,plot,1_11,1,18,75,5,0
GAZP,1,plot,1_11,1,18,75,6,1
GAZP,1,plot,1_11,1,19,76,5,0
GAZP,1,plot,1_11,1,19,76,6,1
GAZP,1,plot,1_11,1,2,77,5,0
GAZP,1,plot,1_11,1,2,77,6,1
GAZP,1,plot,1_11,1,20,78,5,0
GAZP,1,plot,1_11,1,20,78,6,1
GAZP,1,plot,1_11,1,21,79,5,0
GAZP,1,plot,1_11,1,21,79,6,1
GAZP,1,plot,1_11,1,22,80,5,0
GAZP,1,plot,1_11,1,22,80,6,1
GAZP,1,plot,1_11,1,23,81,5,0
GAZP,1,plot,1_11,1,23,81,6,1
GAZP,1,plot,1_11,1,24,82,5,0
GAZP,1,plot,1_11,1,24,82,6,1
GAZP,1,plot,1_11,1,25,83,5,0
GAZP,1,plot,1_11,1,25,83,6,1
GAZP,1,plot,1_11,1,26,84,5,0
GAZP,1,plot,1_11,1,26,84,6,1
GAZP,1,plot,1_11,1,27,85,5,0
GAZP,1,plot,1_11,1,27,85,6,1
GAZP,1,plot,1_11,1,28,86,5,0
GAZP,1,plot,1_11,1,28,86,6,1
GAZP,1,plot,1_11,1,29,87,5,0
GAZP,1,plot,1_11,1,29,87,6,1
GAZP,1,plot,1_11,1,3,88,5,0
GAZP,1,plot,1_11,1,3,88,6,1
GAZP,1,plot,1_11,1,30,89,5,0
GAZP,1,plot,1_11,1,30,89,6,1
GAZP,1,plot,1_11,1,4,90,5,0
GAZP,1,plot,1_11,1,4,90,6,1
GAZP,1,plot,1_11,1,5,91,5,0
GAZP,1,plot,1_11,1,5,91,6,1
GAZP,1,plot,1_11,1,6,92,5,0
GAZP,1,plot,1_11,1,6,92,6,1
GAZP,1,plot,1_11,1,7,93,5,0
GAZP,1,plot,1_11,1,7,93,6,1
GAZP,1,plot,1_11,1,8,94,5,0
GAZP,1,plot,1_11,1,8,94,6,1
GAZP,1,plot,1_11,1,9,95,5,0
GAZP,1,plot,1_11,1,9,95,6,1
GAZP,1,plot,1_12,1,1,96,7,0
GAZP,1,plot,1_12,1,1,96,8,1
GAZP,1,plot,1_12,1,10,97,7,0
GAZP,1,plot,1_12,1,10,97,8,1
GAZP,1,plot,1_12,1,11,98,7,0
GAZP,1,plot,1_12,1,11,98,8,1
GAZP,1,plot,1_12,1,12,99,7,0
GAZP,1,plot,1_12,1,12,99,8,1
GAZP,1,plot,1_12,1,13,100,7,0
GAZP,1,plot,1_12,1,13,100,8,1
GAZP,1,plot,1_12,1,14,101,7,0
GAZP,1,plot,1_12,1,14,101,8,1
GAZP,1,plot,1_12,1,15,102,7,0
GAZP,1,plot,1_12,1,15,102,8,1
GAZP,1,plot,1_12,1,16,103,7,0
GAZP,1,plot,1_12,1,16,103,8,1
GAZP,1,plot,1_12,1,17,104,7,0
GAZP,1,plot,1_12,1,17,104,8,1
GAZP,1,plot,1_12,1,18,105,7,0
GAZP,1,plot,1_12,1,18,105,8,1
GAZP,1,plot,1_12,1,19,106,7,0
GAZP,1,plot,1_12,1,19,106,8,1
GAZP,1,plot,1_12,1,2,107,7,0
GAZP,1,plot,1_12,1,2,107,8,1
GAZP,1,plot,1_12,1,20,108,7,0
GAZP,1,plot,1_12,1,20,108,8,1
GAZP,1,plot,1_12,1,21,109,7,0
GAZP,1,plot,1_12,1,21,109,8,1
GAZP,1,plot,1_12,1,22,110,7,0
GAZP,1,plot,1_12,1,22,110,8,1
GAZP,1,plot,1_12,1,23,111,7,0
GAZP,1,plot,1_12,1,23,111,8,1
GAZP,1,plot,1_12,1,24,112,7,0
GAZP,1,plot,1_12,1,24,112,8,1
GAZP,1,plot,1_12,1,25,113,7,0
GAZP,1,plot,1_12,1,25,113,8,1
GAZP,1,plot,1_12,1,26,114,7,0
GAZP,1,plot,1_12,1,26,114,8,1
GAZP,1,plot,1_12,1,27,115,7,0
GAZP,1,plot,1_12,1,27,115,8,1
GAZP,1,plot,1_12,1,28,116,7,0
GAZP,1,plot,1_12,1,28,116,8,1
GAZP,1,plot,1_12,1,29,117,7,0
GAZP,1,plot,1_12,1,29,117,8,1
GAZP,1,plot,1_12,1,3,118,7,0
GAZP,1,plot,1_12,1,3,118,8,1
GAZP,1,plot,1_12,1,30,119,7,0
GAZP,1,plot,1_12,1,30,119,8,1
GAZP,1,plot,1_12,1,4,120,7,0
GAZP,1,plot,1_12,1,4,120,8,1
GAZP,1,plot,1_12,1,5,121,7,0
GAZP,1,plot,1_12,1,5,121,8,1
GAZP,1,plot,1_12,1,6,122,7,0
GAZP,1,plot,1_12,1,6,122,8,1
GAZP,1,plot,1_12,1,7,123,7,0
GAZP,1,plot,1_12,1,7,123,8,1
GAZP,1,plot,1_12,1,8,124,7,0
GAZP,1,plot,1_12,1,8,124,8,1
GAZP,1,plot,1_12,1,9,125,7,0
GAZP,1,plot,1_12,1,9,125,8,1
GAZP,1,plot,1_13,1,1,126,9,0
GAZP,1,plot,1_13,1,1,126,10,1
GAZP,1,plot,1_13,1,10,127,9,0
GAZP,1,plot,1_13,1,10,127,10,1
GAZP,1,plot,1_13,1,11,128,9,0
GAZP,1,plot,1_13,1,11,128,10,1
GAZP,1,plot,1_13,1,12,129,9,0
GAZP,1,plot,1_13,1,12,129,10,1
GAZP,1,plot,1_13,1,13,130,9,0
GAZP,1,plot,1_13,1,13,130,10,1
GAZP,1,plot,1_13,1,14,131,9,0
GAZP,1,plot,1_13,1,14,131,10,1
GAZP,1,plot,1_13,1,15,132,9,0
GAZP,1,plot,1_13,1,15,132,10,1
GAZP,1,plot,1_13,1,16,133,9,0
GAZP,1,plot,1_13,1,16,133,10,1
GAZP,1,plot,1_13,1,17,134,9,0
GAZP,1,plot,1_13,1,17,134,10,1
GAZP,1,plot,1_13,1,18,135,9,0
GAZP,1,plot,1_13,1,18,135,10,1
GAZP,1,plot,1_13,1,19,136,9,0
GAZP,1,plot,1_13,1,19,136,10,1
GAZP,1,plot,1_13,1,2,137,9,0
GAZP,1,plot,1_13,1,2,137,10,1
GAZP,1,plot,1_13,1,20,138,9,0
GAZP,1,plot,1_13,1,20,138,10,1
GAZP,1,plot,1_13,1,21,139,9,0
GAZP,1,plot,1_13,1,21,139,10,1
GAZP,1,plot,1_13,1,22,140,9,0
GAZP,1,plot,1_13,1,22,140,10,1
GAZP,1,plot,1_13,1,23,141,9,0
GAZP,1,plot,1_13,1,23,141,10,1
GAZP,1,plot,1_13,1,24,142,9,0
GAZP,1,plot,1_13,1,24,142,10,1
GAZP,1,plot,1_13,1,25,143,9,0
GAZP,1,plot,1_13,1,25,143,10,1
GAZP,1,plot,1_13,1,26,144,9,0
GAZP,1,plot,1_13,1,26,144,10,1
GAZP,1,plot,1_13,1,27,145,9,0
GAZP,1,plot,1_13,1,27,145,10,1
GAZP,1,plot,1_13,1,28,146,9,0
GAZP,1,plot,1_13,1,28,146,10,1
GAZP,1,plot,1_13,1,29,147,9,0
GAZP,1,plot,1_13,1,29,147,10,1
GAZP,1,plot,1_13,1,3,148,9,0
GAZP,1,plot,1_13,1,3,148,10,1
GAZP,1,plot,1_13,1,30,149,9,0
GAZP,1,plot,1_13,1,30,149,10,1
GAZP,1,plot,1_13,1,4,150,9,0
GAZP,1,plot,1_13,1,4,150,10,1
GAZP,1,plot,1_13,1,5,151,9,0
GAZP,1,plot,1_13,1,5,151,10,1
GAZP,1,plot,1_13,1,6,152,9,0
GAZP,1,plot,1_13,1,6,152,10,1
GAZP,1,plot,1_13,1,7,153,9,0
GAZP,1,plot,1_13,1,7,153,10,1
GAZP,1,plot,1_13,1,8,154,9,0
GAZP,1,plot,1_13,1,8,154,10,1
GAZP,1,plot,1_13,1,9,155,9,0
GAZP,1,plot,1_13,1,9,155,10,1
GAZP,1,plot,1_14,1,1,156,11,0
GAZP,1,plot,1_14,1,1,156,12,1
GAZP,1,plot,1_14,1,10,157,11,0
GAZP,1,plot,1_14,1,10,157,12,1
GAZP,1,plot,1_14,1,11,158,11,0
GAZP,1,plot,1_14,1,11,158,12,1
GAZP,1,plot,1_14,1,12,159,11,0
GAZP,1,plot,1_14,1,12,159,12,1
GAZP,1,plot,1_14,1,13,160,11,0
GAZP,1,plot,1_14,1,13,160,12,1
GAZP,1,plot,1_14,1,14,161,11,0
GAZP,1,plot,1_14,1,14,161,12,1
GAZP,1,plot,1_14,1,15,162,11,0
GAZP,1,plot,1_14,1,15,162,12,1
GAZP,1,plot,1_14,1,16,163,11,0
GAZP,1,plot,1_14,1,16,163,12,1
GAZP,1,plot,1_14,1,17,164,11,0
GAZP,1,plot,1_14,1,17,164,12,1
GAZP,1,plot,1_14,1,18,165,11,0
GAZP,1,plot,1_14,1,18,165,12,1
GAZP,1,plot,1_14,1,19,166,11,0
GAZP,1,plot,1_14,1,19,166,12,1
GAZP,1,plot,1_14,1,2,167,11,0
GAZP,1,plot,1_14,1,2,167,12,1
GAZP,1,plot,1_14,1,20,168,11,0
GAZP,1,plot,1_14,1,20,168,12,1
GAZP,1,plot,1_14,1,21,169,11,0
GAZP,1,plot,1_14,1,21,169,12,1
GAZP,1,plot,1_14,1,22,170,11,0
GAZP,1,plot,1_14,1,22,170,12,1
GAZP,1,plot,1_14,1,23,171,11,0
GAZP,1,plot,1_14,1,23,171,12,1
GAZP,1,plot,1_14,1,24,172,11,0
GAZP,1,plot,1_14,1,24,172,12,1
GAZP,1,plot,1_14,1,25,173,11,0
GAZP,1,plot,1_14,1,25,173,12,1
GAZP,1,plot,1_14,1,26,174,11,0
GAZP,1,plot,1_14,1,26,174,12,1
GAZP,1,plot,1_14,1,27,175,11,0
GAZP,1,plot,1_14,1,27,175,12,1
GAZP,1,plot,1_14,1,28,176,11,0
GAZP,1,plot,1_14,1,28,176,12,1
GAZP,1,plot,1_14,1,29,177,11,0
GAZP,1,plot,1_14,1,29,177,12,1
GAZP,1,plot,1_14,1,3,178,11,0
GAZP,1,plot,1_14,1,3,178,12,1
GAZP,1,plot,1_14,1,30,179,11,0
GAZP,1,plot,1_14,1,30,179,12,1
GAZP,1,plot,1_14,1,4,180,11,0
GAZP,1,plot,1_14,1,4,180,12,1
GAZP,1,plot,1_14,1,5,181,11,0
GAZP,1,plot,1_14,1,5,181,12,1
GAZP,1,plot,1_14,1,6,182,11,0
GAZP,1,plot,1_14,1,6,182,12,1
GAZP,1,plot,1_14,1,7,183,11,0
GAZP,1,plot,1_14,1,7,183,12,1
GAZP,1,plot,1_14,1,8,184,11,0
GAZP,1,plot,1_14,1,8,184,12,1
GAZP,1,plot,1_14,1,9,185,11,0
GAZP,1,plot,1_14,1,9,185,12,1
GAZP,1,plot,1_15,1,1,186,13,0
GAZP,1,plot,1_15,1,1,186,14,1
GAZP,1,plot,1_15,1,10,187,13,0
GAZP,1,plot,1_15,1,10,187,14,1
GAZP,1,plot,1_15,1,11,188,13,0
GAZP,1,plot,1_15,1,11,188,14,1
GAZP,1,plot,1_15,1,12,189,13,0
GAZP,1,plot,1_15,1,12,189,14,1
GAZP,1,plot,1_15,1,13,190,13,0
GAZP,1,plot,1_15,1,13,190,14,1
GAZP,1,plot,1_15,1,14,191,13,0
GAZP,1,plot,1_15,1,14,191,14,1
GAZP,1,plot,1_15,1,15,192,13,0
GAZP,1,plot,1_15,1,15,192,14,1
GAZP,1,plot,1_15,1,16,193,13,0
GAZP,1,plot,1_15,1,16,193,14,1
GAZP,1,plot,1_15,1,17,194,13,0
GAZP,1,plot,1_15,1,17,194,14,1
GAZP,1,plot,1_15,1,18,195,13,0
GAZP,1,plot,1_15,1,18,195,14,1
GAZP,1,plot,1_15,1,19,196,13,0
GAZP,1,plot,1_15,1,19,196,14,1
GAZP,1,plot,1_15,1,2,197,13,0
GAZP,1,plot,1_15,1,2,197,14,1
GAZP,1,plot,1_15,1,20,198,13,0
GAZP,1,plot,1_15,1,20,198,14,1
GAZP,1,plot,1_15,1,21,199,13,0
GAZP,1,plot,1_15,1,21,199,14,1
GAZP,1,plot,1_15,1,22,200,13,0
GAZP,1,plot,1_15,1,22,200,14,1
GAZP,1,plot,1_15,1,23,201,13,0
GAZP,1,plot,1_15,1,23,201,14,1
GAZP,1,plot,1_15,1,24,202,13,0
GAZP,1,plot,1_15,1,24,202,14,1
GAZP,1,plot,1_15,1,25,203,13,0
GAZP,1,plot,1_15,1,25,203,14,1
GAZP,1,plot,1_15,1,26,204,13,0
GAZP,1,plot,1_15,1,26,204,14,1
GAZP,1,plot,1_15,1,27,205,13,0
GAZP,1,plot,1_15,1,27,205,14,1
GAZP,1,plot,1_15,1,28,206,13,0
GAZP,1,plot,1_15,1,28,206,14,1
GAZP,1,plot,1_15,1,29,207,13,0
GAZP,1,plot,1_15,1,29,207,14,1
GAZP,1,plot,1_15,1,3,208,13,0
GAZP,1,plot,1_15,1,3,208,14,1
GAZP,1,plot,1_15,1,30,209,13,0
GAZP,1,plot,1_15,1,30,209,14,1
GAZP,1,plot,1_15,1,4,210,13,0
GAZP,1,plot,1_15,1,4,210,14,1
GAZP,1,plot,1_15,1,5,211,13,0
GAZP,1,plot,1_15,1,5,211,14,1
GAZP,1,plot,1_15,1,6,212,13,0
GAZP,1,plot,1_15,1,6,212,14,1
GAZP,1,plot,1_15,1,7,213,13,0
GAZP,1,plot,1_15,1,7,213,14,1
GAZP,1,plot,1_15,1,8,214,13,0
GAZP,1,plot,1_15,1,8,214,14,1
GAZP,1,plot,1_15,1,9,215,13,0
GAZP,1,plot,1_15,1,9,215,14,1
GAZP,1,plot,1_16,1,1,216,15,0
GAZP,1,plot,1_16,1,1,216,16,1
GAZP,1,plot,1_16,1,10,217,15,0
GAZP,1,plot,1_16,1,10,217,16,1
GAZP,1,plot,1_16,1,11,218,15,0
GAZP,1,plot,1_16,1,11,218,16,1
GAZP,1,plot,1_16,1,12,219,15,0
GAZP,1,plot,1_16,1,12,219,16,1
GAZP,1,plot,1_16,1,13,220,15,0
GAZP,1,plot,1_16,1,13,220,16,1
GAZP,1,plot,1_16,1,14,221,15,0
GAZP,1,plot,1_16,1,14,221,16,1
GAZP,1,plot,1_16,1,15,222,15,0
GAZP,1,plot,1_16,1,15,222,16,1
GAZP,1,plot,1_16,1,16,223,15,0
GAZP,1,plot,1_16,1,16,223,16,1
GAZP,1,plot,1_16,1,17,224,15,0
GAZP,1,plot,1_16,1,17,224,16,1
GAZP,1,plot,1_16,1,18,225,15,0
GAZP,1,plot,1_16,1,18,225,16,1
GAZP,1,plot,1_16,1,19,226,15,0
GAZP,1,plot,1_16,1,19,226,16,1
GAZP,1,plot,1_16,1,2,227,15,0
GAZP,1,plot,1_16,1,2,227,16,1
GAZP,1,plot,1_16,1,20,228,15,0
GAZP,1,plot,1_16,1,20,228,16,1
GAZP,1,plot,1_16,1,21,229,15,0
GAZP,1,plot,1_16,1,21,229,16,1
GAZP,1,plot,1_16,1,22,230,15,0
GAZP,1,plot,1_16,1,22,230,16,1
GAZP,1,plot,1_16,1,23,231,15,0
GAZP,1,plot,1_16,1,23,231,16,1
GAZP,1,plot,1_16,1,24,232,15,0
GAZP,1,plot,1_16,1,24,232,16,1
GAZP,1,plot,1_16,1,25,233,15,0
GAZP,1,plot,1_16,1,25,233,16,1
GAZP,1,plot,1_16,1,26,234,15,0
GAZP,1,plot,1_16,1,26,234,16,1
GAZP,1,plot,1_16,1,27,235,15,0
GAZP,1,plot,1_16,1,27,235,16,1
GAZP,1,plot,1_16,1,28,236,15,0
GAZP,1,plot,1_16,1,28,236,16,1
GAZP,1,plot,1_16,1,29,237,15,0
GAZP,1,plot,1_16,1,29,237,16,1
GAZP,1,plot,1_16,1,3,238,15,0
GAZP,1,plot,1_16,1,3,238,16,1
GAZP,1,plot,1_16,1,30,239,15,0
GAZP,1,plot,1_16,1,30,239,16,1
GAZP,1,plot,1_16,1,31,240,15,0
GAZP,1,plot,1_16,1,31,240,16,1
GAZP,1,plot,1_16,1,4,241,15,0
GAZP,1,plot,1_16,1,4,241,16,1
GAZP,1,plot,1_16,1,5,242,15,0
GAZP,1,plot,1_16,1,5,242,16,1
GAZP,1,plot,1_16,1,6,243,15,0
GAZP,1,plot,1_16,1,6,243,16,1
GAZP,1,plot,1_16,1,7,244,15,0
GAZP,1,plot,1_16,1,7,244,16,1
GAZP,1,plot,1_16,1,8,245,15,0
GAZP,1,plot,1_16,1,8,245,16,1
GAZP,1,plot,1_16,1,9,246,15,0
GAZP,1,plot,1_16,1,9,246,16,1
GAZP,1,plot,1_17,1,1,247,17,0
GAZP,1,plot,1_17,1,1,247,18,1
GAZP,1,plot,1_17,1,10,248,17,0
GAZP,1,plot,1_17,1,10,248,18,1
GAZP,1,plot,1_17,1,11,249,17,0
GAZP,1,plot,1_17,1,11,249,18,1
GAZP,1,plot,1_17,1,12,250,17,0
GAZP,1,plot,1_17,1,12,250,18,1
GAZP,1,plot,1_17,1,13,251,17,0
GAZP,1,plot,1_17,1,13,251,18,1
GAZP,1,plot,1_17,1,14,252,17,0
GAZP,1,plot,1_17,1,14,252,18,1
GAZP,1,plot,1_17,1,15,253,17,0
GAZP,1,plot,1_17,1,15,253,18,1
GAZP,1,plot,1_17,1,16,254,17,0
GAZP,1,plot,1_17,1,16,254,18,1
GAZP,1,plot,1_17,1,17,255,17,0
GAZP,1,plot,1_17,1,17,255,18,1
GAZP,1,plot,1_17,1,18,256,17,0
GAZP,1,plot,1_17,1,18,256,18,1
GAZP,1,plot,1_17,1,19,257,17,0
GAZP,1,plot,1_17,1,19,257,18,1
GAZP,1,plot,1_17,1,2,258,17,0
GAZP,1,plot,1_17,1,2,258,18,1
GAZP,1,plot,1_17,1,20,259,17,0
GAZP,1,plot,1_17,1,20,259,18,1
GAZP,1,plot,1_17,1,21,260,17,0
GAZP,1,plot,1_17,1,21,260,18,1
GAZP,1,plot,1_17,1,22,261,17,0
GAZP,1,plot,1_17,1,22,261,18,1
GAZP,1,plot,1_17,1,23,262,17,0
GAZP,1,plot,1_17,1,23,262,18,1
GAZP,1,plot,1_17,1,24,263,17,0
GAZP,1,plot,1_17,1,24,263,18,1
GAZP,1,plot,1_17,1,25,264,17,0
GAZP,1,plot,1_17,1,25,264,18,1
GAZP,1,plot,1_17,1,26,265,17,0
GAZP,1,plot,1_17,1,26,265,18,1
GAZP,1,plot,1_17,1,27,266,17,0
GAZP,1,plot,1_17,1,27,266,18,1
GAZP,1,plot,1_17,1,28,267,17,0
GAZP,1,plot,1_17,1,28,267,18,1
GAZP,1,plot,1_17,1,29,268,17,0
GAZP,1,plot,1_17,1,29,268,18,1
GAZP,1,plot,1_17,1,3,269,17,0
GAZP,1,plot,1_17,1,3,269,18,1
GAZP,1,plot,1_17,1,30,270,17,0
GAZP,1,plot,1_17,1,30,270,18,1
GAZP,1,plot,1_17,1,31,271,17,0
GAZP,1,plot,1_17,1,31,271,18,1
GAZP,1,plot,1_17,1,32,272,17,0
GAZP,1,plot,1_17,1,32,272,18,1
GAZP,1,plot,1_17,1,33,273,17,0
GAZP,1,plot,1_17,1,33,273,18,1
GAZP,1,plot,1_17,1,34,274,17,0
GAZP,1,plot,1_17,1,34,274,18,1
GAZP,1,plot,1_17,1,35,275,17,0
GAZP,1,plot,1_17,1,35,275,18,1
GAZP,1,plot,1_17,1,36,276,17,0
GAZP,1,plot,1_17,1,36,276,18,1
GAZP,1,plot,1_17,1,37,277,17,0
GAZP,1,plot,1_17,1,37,277,18,1
GAZP,1,plot,1_17,1,38,278,17,0
GAZP,1,plot,1_17,1,38,278,18,1
GAZP,1,plot,1_17,1,39,279,17,0
GAZP,1,plot,1_17,1,39,279,18,1
GAZP,1,plot,1_17,1,4,280,17,0
GAZP,1,plot,1_17,1,4,280,18,1
GAZP,1,plot,1_17,1,40,281,17,0
GAZP,1,plot,1_17,1,40,281,18,1
GAZP,1,plot,1_17,1,5,282,17,0
GAZP,1,plot,1_17,1,5,282,18,1
GAZP,1,plot,1_17,1,6,283,17,0
GAZP,1,plot,1_17,1,6,283,18,1
GAZP,1,plot,1_17,1,7,284,17,0
GAZP,1,plot,1_17,1,7,284,18,1
GAZP,1,plot,1_17,1,8,285,17,0
GAZP,1,plot,1_17,1,8,285,18,1
GAZP,1,plot,1_17,1,9,286,17,0
GAZP,1,plot,1_17,1,9,286,18,1
GAZP,1,plot,1_18,1,1,287,19,0
GAZP,1,plot,1_18,1,1,287,20,1
GAZP,1,plot,1_18,1,10,288,19,0
GAZP,1,plot,1_18,1,10,288,20,1
GAZP,1,plot,1_18,1,11,289,19,0
GAZP,1,plot,1_18,1,11,289,20,1
GAZP,1,plot,1_18,1,12,290,19,0
