file,approved_sha256,current_sha256,status
stg_site_invasive.csv,F5E7EF00BFACA74664F5DA775F84072E847EC7AB297A16BC77570E392278CD0F,F5E7EF00BFACA74664F5DA775F84072E847EC7AB297A16BC77570E392278CD0F,pass
stg_site_ref_ecosystem.csv,58AC6B7AD2BF394884C154819127C5D2109AB0BAAD8B4967D7FB41B18A7A2D20,58AC6B7AD2BF394884C154819127C5D2109AB0BAAD8B4967D7FB41B18A7A2D20,pass
stg_site_soil.csv,844DACCCB2C28EA34676CC0549A083FE2E68342481AACA0ED8370CAFA858DC21,844DACCCB2C28EA34676CC0549A083FE2E68342481AACA0ED8370CAFA858DC21,pass
stg_treatment.csv,13C33E796AD0900611A092F84751E3FB5A5BE2E368CFF45BA47C45B6FC99D708,13C33E796AD0900611A092F84751E3FB5A5BE2E368CFF45BA47C45B6FC99D708,pass
stg_treatment_application.csv,1A6AA02D3BD65BCE618B6370CDAF835F9968DD181137E6801DA8B30BE76A66E1,1A6AA02D3BD65BCE618B6370CDAF835F9968DD181137E6801DA8B30BE76A66E1,pass
stg_treatment_cover_crop.csv,ED0429F6E6A5E54A31B67E2BB16B141A04741C2F5C61954B887D1165E0801555,ED0429F6E6A5E54A31B67E2BB16B141A04741C2F5C61954B887D1165E0801555,pass
stg_treatment_erosion.csv,E24EE5F6F9EBE6183B2923181EAB5765EACED6C21B884AF12983A6E92E6BA9AD,E24EE5F6F9EBE6183B2923181EAB5765EACED6C21B884AF12983A6E92E6BA9AD,pass
stg_treatment_fertilization.csv,F5AFC08750772358D6F802BA2AD4A6C52653281874F5CE5EF8F0A66214F00C4E,F5AFC08750772358D6F802BA2AD4A6C52653281874F5CE5EF8F0A66214F00C4E,pass
stg_treatment_grazer.csv,C78B3A91121676E90DA009BBAF28A456AAB9A7F16B206AFC8C54E4F971124A1B,C78B3A91121676E90DA009BBAF28A456AAB9A7F16B206AFC8C54E4F971124A1B,pass
stg_treatment_herbicide.csv,EA22E84BFA5D288263AF65FD678CEB09ABAD4C500EF910B82E4239276AF38665,EA22E84BFA5D288263AF65FD678CEB09ABAD4C500EF910B82E4239276AF38665,pass
stg_treatment_invasion.csv,E24EE5F6F9EBE6183B2923181EAB5765EACED6C21B884AF12983A6E92E6BA9AD,E24EE5F6F9EBE6183B2923181EAB5765EACED6C21B884AF12983A6E92E6BA9AD,pass
stg_treatment_irrigation.csv,F5AFC08750772358D6F802BA2AD4A6C52653281874F5CE5EF8F0A66214F00C4E,F5AFC08750772358D6F802BA2AD4A6C52653281874F5CE5EF8F0A66214F00C4E,pass
stg_treatment_material.csv,E24EE5F6F9EBE6183B2923181EAB5765EACED6C21B884AF12983A6E92E6BA9AD,E24EE5F6F9EBE6183B2923181EAB5765EACED6C21B884AF12983A6E92E6BA9AD,pass
stg_treatment_medium.csv,43EF56E2A7846D840F4506CD6D3AF50106350D684BF9D158C1C9F161F26659A6,43EF56E2A7846D840F4506CD6D3AF50106350D684BF9D158C1C9F161F26659A6,pass
stg_treatment_mowing.csv,922C90CCDBECE1FCCC4C9B9F915B6A5E9663EC6FE16A2D0CB6B934B5B39B460C,922C90CCDBECE1FCCC4C9B9F915B6A5E9663EC6FE16A2D0CB6B934B5B39B460C,pass
stg_treatment_prep.csv,E24EE5F6F9EBE6183B2923181EAB5765EACED6C21B884AF12983A6E92E6BA9AD,E24EE5F6F9EBE6183B2923181EAB5765EACED6C21B884AF12983A6E92E6BA9AD,pass
stg_veg_result.csv,16CC34B0C67AAB0A4B9837C975240C87DCCBF96D4B83F30E53DA4A5DF2BA2128,16CC34B0C67AAB0A4B9837C975240C87DCCBF96D4B83F30E53DA4A5DF2BA2128,pass
