file,approved_sha256,current_sha256,status
GAZP11_harmonized-SQL_crosswalk.csv,5B5BB9A709649DDA79D8DD2DC1CA17A190FF019B68622E8E221E124E1AF716CC,5B5BB9A709649DDA79D8DD2DC1CA17A190FF019B68622E8E221E124E1AF716CC,pass
GAZP11_species_crosswalk.csv,3FDBBA08ED7F44038C3630E3FFD02507D14B2363B2EE52221557220D6B04AF0A,3FDBBA08ED7F44038C3630E3FFD02507D14B2363B2EE52221557220D6B04AF0A,pass
build_summary.csv,7E850C0622328CC281D7A6628D4081BD08CB6F2519D5E22C708975D509760857,7E850C0622328CC281D7A6628D4081BD08CB6F2519D5E22C708975D509760857,pass
build_validation_issues.csv,68C56EE472BB3D4BF5C081AF655FB07F705B0B0EC133719C8ED123CA8A6E30ED,68C56EE472BB3D4BF5C081AF655FB07F705B0B0EC133719C8ED123CA8A6E30ED,pass
staging_table_inventory.csv,DEB1169255CD1EFEB63C4AECBF5EB5D27822CBBD17973558A3F762B2E0ADFB80,DEB1169255CD1EFEB63C4AECBF5EB5D27822CBBD17973558A3F762B2E0ADFB80,pass
stg_area.csv,B9A375A1B48B871E8411B6E3CEE84B128A75DEA149FFA224EADA32F0C768B624,B9A375A1B48B871E8411B6E3CEE84B128A75DEA149FFA224EADA32F0C768B624,pass
stg_area_treatment.csv,B288790B1ABD3F9C11BE0CE9AEEDACAC88BA122E7359A722F2E9063A6007608F,B288790B1ABD3F9C11BE0CE9AEEDACAC88BA122E7359A722F2E9063A6007608F,pass
stg_author_contributor.csv,BCBFF8BFCCA6DBC8D1280E90D082E731C5EB78D79CBA35682E5568B7AAD2F031,BCBFF8BFCCA6DBC8D1280E90D082E731C5EB78D79CBA35682E5568B7AAD2F031,pass
stg_location.csv,92818260CC4C73B583D56E8A16CCDE5F5F60A5F5639B0EA767046723ABD43681,92818260CC4C73B583D56E8A16CCDE5F5F60A5F5639B0EA767046723ABD43681,pass
stg_paper.csv,FE71529FCCF0DC8F0374DCE6A24A3A62AB8CC6ED2AC134D57CA6EC1107B263D9,FE71529FCCF0DC8F0374DCE6A24A3A62AB8CC6ED2AC134D57CA6EC1107B263D9,pass
stg_paper_author.csv,AAF4205C5B475462F8DE9FC4CCD96F82A289DFD0ADB57A6813C4742097245366,AAF4205C5B475462F8DE9FC4CCD96F82A289DFD0ADB57A6813C4742097245366,pass
stg_project.csv,9520296EA5AE51048A16910BC8068104E796FB0DCA9AA6DB1784BF0D5D6BD9F3,9520296EA5AE51048A16910BC8068104E796FB0DCA9AA6DB1784BF0D5D6BD9F3,pass
stg_project_contributor.csv,86854705A00738C0C0ACA7C9D593F577B1347368C5E0335F7CEC2C57A19B1B31,86854705A00738C0C0ACA7C9D593F577B1347368C5E0335F7CEC2C57A19B1B31,pass
stg_project_data_accessibility.csv,22ED98E1AF729114D169BA8A4D7DD625816DD8DCE8E0B3245842F1A279AB15C4,22ED98E1AF729114D169BA8A4D7DD625816DD8DCE8E0B3245842F1A279AB15C4,pass
stg_project_location.csv,B369262E20DF5E182E8A03DDD5055479278F910C3CE1C172BA695F817BBCA877,B369262E20DF5E182E8A03DDD5055479278F910C3CE1C172BA695F817BBCA877,pass
stg_project_paper.csv,746F029A36A6C33986B28E835DDC2B7ABE552E72B6C9EC6574F301E101F6510C,746F029A36A6C33986B28E835DDC2B7ABE552E72B6C9EC6574F301E101F6510C,pass
stg_project_site.csv,CBA857B6F727CCD7075DCF6905CE104F53C862B9E779C4DC2CD6D512B2602BE5,CBA857B6F727CCD7075DCF6905CE104F53C862B9E779C4DC2CD6D512B2602BE5,pass
stg_project_vegmetric.csv,372D4FD7B914208962A1FE30B6FD6A209CA937A63B3408E893935E63D6368211,372D4FD7B914208962A1FE30B6FD6A209CA937A63B3408E893935E63D6368211,pass
stg_seed_mix.csv,2BAF298CC96DE604A7E79EFA6105BEF0062C95F4FDF5407A2FA016FA3D04ED3A,2BAF298CC96DE604A7E79EFA6105BEF0062C95F4FDF5407A2FA016FA3D04ED3A,pass
stg_seeding.csv,2BFBC4EBB073D12A26CBA950838DA4F986DE7C7FF51F882D0536B24F526AE510,2BFBC4EBB073D12A26CBA950838DA4F986DE7C7FF51F882D0536B24F526AE510,pass
stg_seeding_pretreatment.csv,99C2569C51D743F7FCB1A8E5D52A6B6290053B45B2CB445802BEA1A53EA32D12,99C2569C51D743F7FCB1A8E5D52A6B6290053B45B2CB445802BEA1A53EA32D12,pass
stg_site.csv,74703B7C7553AE1F46188BB8E87B0758F4F78A3B62E0D035358D5324BA1A47D1,74703B7C7553AE1F46188BB8E87B0758F4F78A3B62E0D035358D5324BA1A47D1,pass
stg_site_classification.csv,71D0CFACAF616B96DA90769CAF35CAFD8CD67C6AEE8D04406F14428E800717CF,71D0CFACAF616B96DA90769CAF35CAFD8CD67C6AEE8D04406F14428E800717CF,pass
stg_site_disturbance.csv,9D8527FA813FE1260CD65D403E1AA32000A038B5B127840154DEE1A07FAA87E3,9D8527FA813FE1260CD65D403E1AA32000A038B5B127840154DEE1A07FAA87E3,pass
