area_key,parent_area_key,siteid,source_block,source_replicate,type,size,units,restoration_start_year,restoration_type,disturbance_end_year
block:166:11508,,166,11508,,block,,m2,2014,seeding,
plot:166:11508:421,block:166:11508,166,11508,421,plot,0.25,m2,2014,seeding,
plot:166:11508:461,block:166:11508,166,11508,461,plot,0.25,m2,2014,seeding,
plot:166:11508:501,block:166:11508,166,11508,501,plot,0.25,m2,2014,seeding,
plot:166:11508:541,block:166:11508,166,11508,541,plot,0.25,m2,2014,seeding,
plot:166:11508:581,block:166:11508,166,11508,581,plot,0.25,m2,2014,seeding,
block:166:11510,,166,11510,,block,,m2,2014,seeding,
plot:166:11510:423,block:166:11510,166,11510,423,plot,0.25,m2,2014,seeding,
plot:166:11510:463,block:166:11510,166,11510,463,plot,0.25,m2,2014,seeding,
plot:166:11510:503,block:166:11510,166,11510,503,plot,0.25,m2,2014,seeding,
plot:166:11510:543,block:166:11510,166,11510,543,plot,0.25,m2,2014,seeding,
plot:166:11510:583,block:166:11510,166,11510,583,plot,0.25,m2,2014,seeding,
block:166:11516,,166,11516,,block,,m2,2014,seeding,
plot:166:11516:422,block:166:11516,166,11516,422,plot,0.25,m2,2014,seeding,
plot:166:11516:462,block:166:11516,166,11516,462,plot,0.25,m2,2014,seeding,
plot:166:11516:502,block:166:11516,166,11516,502,plot,0.25,m2,2014,seeding,
plot:166:11516:542,block:166:11516,166,11516,542,plot,0.25,m2,2014,seeding,
plot:166:11516:582,block:166:11516,166,11516,582,plot,0.25,m2,2014,seeding,
block:166:11517,,166,11517,,block,,m2,2014,seeding,
plot:166:11517:101,block:166:11517,166,11517,101,plot,0.25,m2,2014,seeding,
plot:166:11517:141,block:166:11517,166,11517,141,plot,0.25,m2,2014,seeding,
plot:166:11517:181,block:166:11517,166,11517,181,plot,0.25,m2,2014,seeding,
plot:166:11517:21,block:166:11517,166,11517,21,plot,0.25,m2,2014,seeding,
plot:166:11517:61,block:166:11517,166,11517,61,plot,0.25,m2,2014,seeding,
block:166:11601,,166,11601,,block,,m2,2014,seeding,
plot:166:11601:423,block:166:11601,166,11601,423,plot,0.25,m2,2014,seeding,
plot:166:11601:463,block:166:11601,166,11601,463,plot,0.25,m2,2014,seeding,
plot:166:11601:503,block:166:11601,166,11601,503,plot,0.25,m2,2014,seeding,
plot:166:11601:543,block:166:11601,166,11601,543,plot,0.25,m2,2014,seeding,
plot:166:11601:583,block:166:11601,166,11601,583,plot,0.25,m2,2014,seeding,
block:166:11607,,166,11607,,block,,m2,2014,seeding,
plot:166:11607:422,block:166:11607,166,11607,422,plot,0.25,m2,2014,seeding,
plot:166:11607:462,block:166:11607,166,11607,462,plot,0.25,m2,2014,seeding,
plot:166:11607:502,block:166:11607,166,11607,502,plot,0.25,m2,2014,seeding,
plot:166:11607:542,block:166:11607,166,11607,542,plot,0.25,m2,2014,seeding,
plot:166:11607:582,block:166:11607,166,11607,582,plot,0.25,m2,2014,seeding,
block:166:11608,,166,11608,,block,,m2,2014,seeding,
plot:166:11608:421,block:166:11608,166,11608,421,plot,0.25,m2,2014,seeding,
plot:166:11608:461,block:166:11608,166,11608,461,plot,0.25,m2,2014,seeding,
plot:166:11608:501,block:166:11608,166,11608,501,plot,0.25,m2,2014,seeding,
plot:166:11608:541,block:166:11608,166,11608,541,plot,0.25,m2,2014,seeding,
plot:166:11608:571,block:166:11608,166,11608,571,plot,0.25,m2,2014,seeding,
block:166:11610,,166,11610,,block,,m2,2014,seeding,
plot:166:11610:103,block:166:11610,166,11610,103,plot,0.25,m2,2014,seeding,
plot:166:11610:143,block:166:11610,166,11610,143,plot,0.25,m2,2014,seeding,
plot:166:11610:183,block:166:11610,166,11610,183,plot,0.25,m2,2014,seeding,
plot:166:11610:23,block:166:11610,166,11610,23,plot,0.25,m2,2014,seeding,
plot:166:11610:63,block:166:11610,166,11610,63,plot,0.25,m2,2014,seeding,
block:166:11616,,166,11616,,block,,m2,2014,seeding,
plot:166:11616:422,block:166:11616,166,11616,422,plot,0.25,m2,2014,seeding,
plot:166:11616:462,block:166:11616,166,11616,462,plot,0.25,m2,2014,seeding,
plot:166:11616:502,block:166:11616,166,11616,502,plot,0.25,m2,2014,seeding,
plot:166:11616:542,block:166:11616,166,11616,542,plot,0.25,m2,2014,seeding,
plot:166:11616:582,block:166:11616,166,11616,582,plot,0.25,m2,2014,seeding,
block:166:11617,,166,11617,,block,,m2,2014,seeding,
plot:166:11617:101,block:166:11617,166,11617,101,plot,0.25,m2,2014,seeding,
plot:166:11617:141,block:166:11617,166,11617,141,plot,0.25,m2,2014,seeding,
plot:166:11617:181,block:166:11617,166,11617,181,plot,0.25,m2,2014,seeding,
plot:166:11617:21,block:166:11617,166,11617,21,plot,0.25,m2,2014,seeding,
plot:166:11617:61,block:166:11617,166,11617,61,plot,0.25,m2,2014,seeding,
block:166:1201,,166,1201,,block,,m2,2014,seeding,
plot:166:1201:13,block:166:1201,166,1201,13,plot,0.125,m2,2014,seeding,
plot:166:1201:23,block:166:1201,166,1201,23,plot,0.125,m2,2014,seeding,
plot:166:1201:33,block:166:1201,166,1201,33,plot,0.125,m2,2014,seeding,
plot:166:1201:43,block:166:1201,166,1201,43,plot,0.125,m2,2014,seeding,
plot:166:1201:53,block:166:1201,166,1201,53,plot,0.125,m2,2014,seeding,
block:166:1202,,166,1202,,block,,m2,2014,seeding,
plot:166:1202:12,block:166:1202,166,1202,12,plot,0.125,m2,2014,seeding,
plot:166:1202:22,block:166:1202,166,1202,22,plot,0.125,m2,2014,seeding,
plot:166:1202:32,block:166:1202,166,1202,32,plot,0.125,m2,2014,seeding,
plot:166:1202:42,block:166:1202,166,1202,42,plot,0.125,m2,2014,seeding,
plot:166:1202:52,block:166:1202,166,1202,52,plot,0.125,m2,2014,seeding,
block:166:1203,,166,1203,,block,,m2,2014,seeding,
plot:166:1203:12,block:166:1203,166,1203,12,plot,0.125,m2,2014,seeding,
plot:166:1203:22,block:166:1203,166,1203,22,plot,0.125,m2,2014,seeding,
plot:166:1203:32,block:166:1203,166,1203,32,plot,0.125,m2,2014,seeding,
plot:166:1203:42,block:166:1203,166,1203,42,plot,0.125,m2,2014,seeding,
plot:166:1203:52,block:166:1203,166,1203,52,plot,0.125,m2,2014,seeding,
block:166:1204,,166,1204,,block,,m2,2014,seeding,
plot:166:1204:13,block:166:1204,166,1204,13,plot,0.125,m2,2014,seeding,
plot:166:1204:23,block:166:1204,166,1204,23,plot,0.125,m2,2014,seeding,
plot:166:1204:33,block:166:1204,166,1204,33,plot,0.125,m2,2014,seeding,
plot:166:1204:43,block:166:1204,166,1204,43,plot,0.125,m2,2014,seeding,
plot:166:1204:53,block:166:1204,166,1204,53,plot,0.125,m2,2014,seeding,
block:166:1205,,166,1205,,block,,m2,2014,seeding,
plot:166:1205:111,block:166:1205,166,1205,111,plot,0.125,m2,2014,seeding,
plot:166:1205:121,block:166:1205,166,1205,121,plot,0.125,m2,2014,seeding,
plot:166:1205:131,block:166:1205,166,1205,131,plot,0.125,m2,2014,seeding,
plot:166:1205:141,block:166:1205,166,1205,141,plot,0.125,m2,2014,seeding,
plot:166:1205:151,block:166:1205,166,1205,151,plot,0.125,m2,2014,seeding,
block:166:1206,,166,1206,,block,,m2,2014,seeding,
plot:166:1206:13,block:166:1206,166,1206,13,plot,0.125,m2,2014,seeding,
plot:166:1206:23,block:166:1206,166,1206,23,plot,0.125,m2,2014,seeding,
plot:166:1206:33,block:166:1206,166,1206,33,plot,0.125,m2,2014,seeding,
plot:166:1206:43,block:166:1206,166,1206,43,plot,0.125,m2,2014,seeding,
plot:166:1206:53,block:166:1206,166,1206,53,plot,0.125,m2,2014,seeding,
block:166:1207,,166,1207,,block,,m2,2014,seeding,
plot:166:1207:12,block:166:1207,166,1207,12,plot,0.125,m2,2014,seeding,
plot:166:1207:22,block:166:1207,166,1207,22,plot,0.125,m2,2014,seeding,
plot:166:1207:32,block:166:1207,166,1207,32,plot,0.125,m2,2014,seeding,
plot:166:1207:42,block:166:1207,166,1207,42,plot,0.125,m2,2014,seeding,
plot:166:1207:52,block:166:1207,166,1207,52,plot,0.125,m2,2014,seeding,
block:166:1208,,166,1208,,block,,m2,2014,seeding,
plot:166:1208:11,block:166:1208,166,1208,11,plot,0.125,m2,2014,seeding,
plot:166:1208:21,block:166:1208,166,1208,21,plot,0.125,m2,2014,seeding,
plot:166:1208:31,block:166:1208,166,1208,31,plot,0.125,m2,2014,seeding,
plot:166:1208:41,block:166:1208,166,1208,41,plot,0.125,m2,2014,seeding,
plot:166:1208:51,block:166:1208,166,1208,51,plot,0.125,m2,2014,seeding,
block:166:1209,,166,1209,,block,,m2,2014,seeding,
plot:166:1209:11,block:166:1209,166,1209,11,plot,0.125,m2,2014,seeding,
plot:166:1209:21,block:166:1209,166,1209,21,plot,0.125,m2,2014,seeding,
plot:166:1209:31,block:166:1209,166,1209,31,plot,0.125,m2,2014,seeding,
plot:166:1209:41,block:166:1209,166,1209,41,plot,0.125,m2,2014,seeding,
plot:166:1209:51,block:166:1209,166,1209,51,plot,0.125,m2,2014,seeding,
block:166:1210,,166,1210,,block,,m2,2014,seeding,
plot:166:1210:113,block:166:1210,166,1210,113,plot,0.125,m2,2014,seeding,
plot:166:1210:123,block:166:1210,166,1210,123,plot,0.125,m2,2014,seeding,
plot:166:1210:133,block:166:1210,166,1210,133,plot,0.125,m2,2014,seeding,
plot:166:1210:143,block:166:1210,166,1210,143,plot,0.125,m2,2014,seeding,
plot:166:1210:153,block:166:1210,166,1210,153,plot,0.125,m2,2014,seeding,
block:166:1211,,166,1211,,block,,m2,2014,seeding,
plot:166:1211:112,block:166:1211,166,1211,112,plot,0.125,m2,2014,seeding,
plot:166:1211:122,block:166:1211,166,1211,122,plot,0.125,m2,2014,seeding,
plot:166:1211:132,block:166:1211,166,1211,132,plot,0.125,m2,2014,seeding,
plot:166:1211:142,block:166:1211,166,1211,142,plot,0.125,m2,2014,seeding,
plot:166:1211:152,block:166:1211,166,1211,152,plot,0.125,m2,2014,seeding,
block:166:1212,,166,1212,,block,,m2,2014,seeding,
plot:166:1212:112,block:166:1212,166,1212,112,plot,0.125,m2,2014,seeding,
plot:166:1212:122,block:166:1212,166,1212,122,plot,0.125,m2,2014,seeding,
plot:166:1212:132,block:166:1212,166,1212,132,plot,0.125,m2,2014,seeding,
plot:166:1212:142,block:166:1212,166,1212,142,plot,0.125,m2,2014,seeding,
plot:166:1212:152,block:166:1212,166,1212,152,plot,0.125,m2,2014,seeding,
block:166:1213,,166,1213,,block,,m2,2014,seeding,
plot:166:1213:113,block:166:1213,166,1213,113,plot,0.125,m2,2014,seeding,
plot:166:1213:123,block:166:1213,166,1213,123,plot,0.125,m2,2014,seeding,
plot:166:1213:133,block:166:1213,166,1213,133,plot,0.125,m2,2014,seeding,
plot:166:1213:143,block:166:1213,166,1213,143,plot,0.125,m2,2014,seeding,
plot:166:1213:153,block:166:1213,166,1213,153,plot,0.125,m2,2014,seeding,
block:166:1214,,166,1214,,block,,m2,2014,seeding,
plot:166:1214:11,block:166:1214,166,1214,11,plot,0.125,m2,2014,seeding,
plot:166:1214:21,block:166:1214,166,1214,21,plot,0.125,m2,2014,seeding,
plot:166:1214:31,block:166:1214,166,1214,31,plot,0.125,m2,2014,seeding,
plot:166:1214:41,block:166:1214,166,1214,41,plot,0.125,m2,2014,seeding,
plot:166:1214:51,block:166:1214,166,1214,51,plot,0.125,m2,2014,seeding,
block:166:1215,,166,1215,,block,,m2,2014,seeding,
plot:166:1215:13,block:166:1215,166,1215,13,plot,0.125,m2,2014,seeding,
plot:166:1215:23,block:166:1215,166,1215,23,plot,0.125,m2,2014,seeding,
plot:166:1215:33,block:166:1215,166,1215,33,plot,0.125,m2,2014,seeding,
plot:166:1215:43,block:166:1215,166,1215,43,plot,0.125,m2,2014,seeding,
plot:166:1215:53,block:166:1215,166,1215,53,plot,0.125,m2,2014,seeding,
block:166:1216,,166,1216,,block,,m2,2014,seeding,
plot:166:1216:12,block:166:1216,166,1216,12,plot,0.125,m2,2014,seeding,
plot:166:1216:22,block:166:1216,166,1216,22,plot,0.125,m2,2014,seeding,
plot:166:1216:32,block:166:1216,166,1216,32,plot,0.125,m2,2014,seeding,
plot:166:1216:42,block:166:1216,166,1216,42,plot,0.125,m2,2014,seeding,
plot:166:1216:52,block:166:1216,166,1216,52,plot,0.125,m2,2014,seeding,
block:166:1217,,166,1217,,block,,m2,2014,seeding,
plot:166:1217:111,block:166:1217,166,1217,111,plot,0.125,m2,2014,seeding,
plot:166:1217:121,block:166:1217,166,1217,121,plot,0.125,m2,2014,seeding,
plot:166:1217:131,block:166:1217,166,1217,131,plot,0.125,m2,2014,seeding,
plot:166:1217:141,block:166:1217,166,1217,141,plot,0.125,m2,2014,seeding,
plot:166:1217:151,block:166:1217,166,1217,151,plot,0.125,m2,2014,seeding,
block:166:1218,,166,1218,,block,,m2,2014,seeding,
plot:166:1218:11,block:166:1218,166,1218,11,plot,0.125,m2,2014,seeding,
plot:166:1218:21,block:166:1218,166,1218,21,plot,0.125,m2,2014,seeding,
plot:166:1218:31,block:166:1218,166,1218,31,plot,0.125,m2,2014,seeding,
plot:166:1218:41,block:166:1218,166,1218,41,plot,0.125,m2,2014,seeding,
plot:166:1218:51,block:166:1218,166,1218,51,plot,0.125,m2,2014,seeding,
block:166:1501,,166,1501,,block,,m2,2014,seeding,
plot:166:1501:113,block:166:1501,166,1501,113,plot,0.125,m2,2014,seeding,
plot:166:1501:123,block:166:1501,166,1501,123,plot,0.125,m2,2014,seeding,
plot:166:1501:133,block:166:1501,166,1501,133,plot,0.125,m2,2014,seeding,
plot:166:1501:143,block:166:1501,166,1501,143,plot,0.125,m2,2014,seeding,
plot:166:1501:153,block:166:1501,166,1501,153,plot,0.125,m2,2014,seeding,
block:166:1502,,166,1502,,block,,m2,2014,seeding,
plot:166:1502:112,block:166:1502,166,1502,112,plot,0.125,m2,2014,seeding,
plot:166:1502:122,block:166:1502,166,1502,122,plot,0.125,m2,2014,seeding,
plot:166:1502:132,block:166:1502,166,1502,132,plot,0.125,m2,2014,seeding,
plot:166:1502:142,block:166:1502,166,1502,142,plot,0.125,m2,2014,seeding,
plot:166:1502:152,block:166:1502,166,1502,152,plot,0.125,m2,2014,seeding,
block:166:1503,,166,1503,,block,,m2,2014,seeding,
plot:166:1503:112,block:166:1503,166,1503,112,plot,0.125,m2,2014,seeding,
plot:166:1503:122,block:166:1503,166,1503,122,plot,0.125,m2,2014,seeding,
plot:166:1503:132,block:166:1503,166,1503,132,plot,0.125,m2,2014,seeding,
plot:166:1503:142,block:166:1503,166,1503,142,plot,0.125,m2,2014,seeding,
plot:166:1503:152,block:166:1503,166,1503,152,plot,0.125,m2,2014,seeding,
block:166:1504,,166,1504,,block,,m2,2014,seeding,
plot:166:1504:13,block:166:1504,166,1504,13,plot,0.125,m2,2014,seeding,
plot:166:1504:23,block:166:1504,166,1504,23,plot,0.125,m2,2014,seeding,
plot:166:1504:33,block:166:1504,166,1504,33,plot,0.125,m2,2014,seeding,
plot:166:1504:43,block:166:1504,166,1504,43,plot,0.125,m2,2014,seeding,
plot:166:1504:53,block:166:1504,166,1504,53,plot,0.125,m2,2014,seeding,
block:166:1505,,166,1505,,block,,m2,2014,seeding,
plot:166:1505:111,block:166:1505,166,1505,111,plot,0.125,m2,2014,seeding,
plot:166:1505:121,block:166:1505,166,1505,121,plot,0.125,m2,2014,seeding,
plot:166:1505:131,block:166:1505,166,1505,131,plot,0.125,m2,2014,seeding,
plot:166:1505:141,block:166:1505,166,1505,141,plot,0.125,m2,2014,seeding,
plot:166:1505:151,block:166:1505,166,1505,151,plot,0.125,m2,2014,seeding,
block:166:1506,,166,1506,,block,,m2,2014,seeding,
plot:166:1506:13,block:166:1506,166,1506,13,plot,0.125,m2,2014,seeding,
plot:166:1506:23,block:166:1506,166,1506,23,plot,0.125,m2,2014,seeding,
plot:166:1506:33,block:166:1506,166,1506,33,plot,0.125,m2,2014,seeding,
plot:166:1506:43,block:166:1506,166,1506,43,plot,0.125,m2,2014,seeding,
plot:166:1506:53,block:166:1506,166,1506,53,plot,0.125,m2,2014,seeding,
block:166:1507,,166,1507,,block,,m2,2014,seeding,
plot:166:1507:112,block:166:1507,166,1507,112,plot,0.125,m2,2014,seeding,
plot:166:1507:122,block:166:1507,166,1507,122,plot,0.125,m2,2014,seeding,
plot:166:1507:132,block:166:1507,166,1507,132,plot,0.125,m2,2014,seeding,
plot:166:1507:142,block:166:1507,166,1507,142,plot,0.125,m2,2014,seeding,
plot:166:1507:152,block:166:1507,166,1507,152,plot,0.125,m2,2014,seeding,
block:166:1508,,166,1508,,block,,m2,2014,seeding,
plot:166:1508:111,block:166:1508,166,1508,111,plot,0.125,m2,2014,seeding,
plot:166:1508:121,block:166:1508,166,1508,121,plot,0.125,m2,2014,seeding,
plot:166:1508:131,block:166:1508,166,1508,131,plot,0.125,m2,2014,seeding,
plot:166:1508:141,block:166:1508,166,1508,141,plot,0.125,m2,2014,seeding,
plot:166:1508:151,block:166:1508,166,1508,151,plot,0.125,m2,2014,seeding,
block:166:1509,,166,1509,,block,,m2,2014,seeding,
plot:166:1509:111,block:166:1509,166,1509,111,plot,0.125,m2,2014,seeding,
plot:166:1509:121,block:166:1509,166,1509,121,plot,0.125,m2,2014,seeding,
plot:166:1509:131,block:166:1509,166,1509,131,plot,0.125,m2,2014,seeding,
plot:166:1509:141,block:166:1509,166,1509,141,plot,0.125,m2,2014,seeding,
plot:166:1509:151,block:166:1509,166,1509,151,plot,0.125,m2,2014,seeding,
block:166:1510,,166,1510,,block,,m2,2014,seeding,
plot:166:1510:113,block:166:1510,166,1510,113,plot,0.125,m2,2014,seeding,
plot:166:1510:123,block:166:1510,166,1510,123,plot,0.125,m2,2014,seeding,
plot:166:1510:133,block:166:1510,166,1510,133,plot,0.125,m2,2014,seeding,
plot:166:1510:143,block:166:1510,166,1510,143,plot,0.125,m2,2014,seeding,
plot:166:1510:153,block:166:1510,166,1510,153,plot,0.125,m2,2014,seeding,
block:166:1511,,166,1511,,block,,m2,2014,seeding,
plot:166:1511:112,block:166:1511,166,1511,112,plot,0.125,m2,2014,seeding,
plot:166:1511:122,block:166:1511,166,1511,122,plot,0.125,m2,2014,seeding,
plot:166:1511:132,block:166:1511,166,1511,132,plot,0.125,m2,2014,seeding,
plot:166:1511:142,block:166:1511,166,1511,142,plot,0.125,m2,2014,seeding,
plot:166:1511:152,block:166:1511,166,1511,152,plot,0.125,m2,2014,seeding,
block:166:1512,,166,1512,,block,,m2,2014,seeding,
plot:166:1512:112,block:166:1512,166,1512,112,plot,0.125,m2,2014,seeding,
plot:166:1512:122,block:166:1512,166,1512,122,plot,0.125,m2,2014,seeding,
plot:166:1512:132,block:166:1512,166,1512,132,plot,0.125,m2,2014,seeding,
plot:166:1512:142,block:166:1512,166,1512,142,plot,0.125,m2,2014,seeding,
plot:166:1512:152,block:166:1512,166,1512,152,plot,0.125,m2,2014,seeding,
block:166:1513,,166,1513,,block,,m2,2014,seeding,
plot:166:1513:113,block:166:1513,166,1513,113,plot,0.125,m2,2014,seeding,
plot:166:1513:123,block:166:1513,166,1513,123,plot,0.125,m2,2014,seeding,
plot:166:1513:133,block:166:1513,166,1513,133,plot,0.125,m2,2014,seeding,
plot:166:1513:143,block:166:1513,166,1513,143,plot,0.125,m2,2014,seeding,
plot:166:1513:153,block:166:1513,166,1513,153,plot,0.125,m2,2014,seeding,
block:166:1514,,166,1514,,block,,m2,2014,seeding,
plot:166:1514:111,block:166:1514,166,1514,111,plot,0.125,m2,2014,seeding,
plot:166:1514:121,block:166:1514,166,1514,121,plot,0.125,m2,2014,seeding,
plot:166:1514:131,block:166:1514,166,1514,131,plot,0.125,m2,2014,seeding,
plot:166:1514:141,block:166:1514,166,1514,141,plot,0.125,m2,2014,seeding,
plot:166:1514:151,block:166:1514,166,1514,151,plot,0.125,m2,2014,seeding,
block:166:1515,,166,1515,,block,,m2,2014,seeding,
plot:166:1515:113,block:166:1515,166,1515,113,plot,0.125,m2,2014,seeding,
plot:166:1515:123,block:166:1515,166,1515,123,plot,0.125,m2,2014,seeding,
plot:166:1515:133,block:166:1515,166,1515,133,plot,0.125,m2,2014,seeding,
plot:166:1515:143,block:166:1515,166,1515,143,plot,0.125,m2,2014,seeding,
plot:166:1515:153,block:166:1515,166,1515,153,plot,0.125,m2,2014,seeding,
block:166:1516,,166,1516,,block,,m2,2014,seeding,
plot:166:1516:112,block:166:1516,166,1516,112,plot,0.125,m2,2014,seeding,
plot:166:1516:122,block:166:1516,166,1516,122,plot,0.125,m2,2014,seeding,
plot:166:1516:132,block:166:1516,166,1516,132,plot,0.125,m2,2014,seeding,
plot:166:1516:142,block:166:1516,166,1516,142,plot,0.125,m2,2014,seeding,
plot:166:1516:152,block:166:1516,166,1516,152,plot,0.125,m2,2014,seeding,
block:166:1517,,166,1517,,block,,m2,2014,seeding,
plot:166:1517:11,block:166:1517,166,1517,11,plot,0.125,m2,2014,seeding,
plot:166:1517:21,block:166:1517,166,1517,21,plot,0.125,m2,2014,seeding,
plot:166:1517:31,block:166:1517,166,1517,31,plot,0.125,m2,2014,seeding,
plot:166:1517:41,block:166:1517,166,1517,41,plot,0.125,m2,2014,seeding,
plot:166:1517:51,block:166:1517,166,1517,51,plot,0.125,m2,2014,seeding,
block:166:1518,,166,1518,,block,,m2,2014,seeding,
plot:166:1518:11,block:166:1518,166,1518,11,plot,0.125,m2,2014,seeding,
plot:166:1518:21,block:166:1518,166,1518,21,plot,0.125,m2,2014,seeding,
plot:166:1518:31,block:166:1518,166,1518,31,plot,0.125,m2,2014,seeding,
plot:166:1518:41,block:166:1518,166,1518,41,plot,0.125,m2,2014,seeding,
plot:166:1518:51,block:166:1518,166,1518,51,plot,0.125,m2,2014,seeding,
block:166:1601,,166,1601,,block,,m2,2014,seeding,
plot:166:1601:113,block:166:1601,166,1601,113,plot,0.125,m2,2014,seeding,
plot:166:1601:123,block:166:1601,166,1601,123,plot,0.125,m2,2014,seeding,
plot:166:1601:133,block:166:1601,166,1601,133,plot,0.125,m2,2014,seeding,
plot:166:1601:143,block:166:1601,166,1601,143,plot,0.125,m2,2014,seeding,
plot:166:1601:153,block:166:1601,166,1601,153,plot,0.125,m2,2014,seeding,
block:166:1602,,166,1602,,block,,m2,2014,seeding,
plot:166:1602:112,block:166:1602,166,1602,112,plot,0.125,m2,2014,seeding,
plot:166:1602:122,block:166:1602,166,1602,122,plot,0.125,m2,2014,seeding,
plot:166:1602:132,block:166:1602,166,1602,132,plot,0.125,m2,2014,seeding,
plot:166:1602:142,block:166:1602,166,1602,142,plot,0.125,m2,2014,seeding,
plot:166:1602:152,block:166:1602,166,1602,152,plot,0.125,m2,2014,seeding,
block:166:1603,,166,1603,,block,,m2,2014,seeding,
plot:166:1603:112,block:166:1603,166,1603,112,plot,0.125,m2,2014,seeding,
plot:166:1603:122,block:166:1603,166,1603,122,plot,0.125,m2,2014,seeding,
plot:166:1603:132,block:166:1603,166,1603,132,plot,0.125,m2,2014,seeding,
plot:166:1603:142,block:166:1603,166,1603,142,plot,0.125,m2,2014,seeding,
plot:166:1603:152,block:166:1603,166,1603,152,plot,0.125,m2,2014,seeding,
block:166:1604,,166,1604,,block,,m2,2014,seeding,
plot:166:1604:113,block:166:1604,166,1604,113,plot,0.125,m2,2014,seeding,
plot:166:1604:123,block:166:1604,166,1604,123,plot,0.125,m2,2014,seeding,
plot:166:1604:133,block:166:1604,166,1604,133,plot,0.125,m2,2014,seeding,
plot:166:1604:143,block:166:1604,166,1604,143,plot,0.125,m2,2014,seeding,
plot:166:1604:153,block:166:1604,166,1604,153,plot,0.125,m2,2014,seeding,
block:166:1605,,166,1605,,block,,m2,2014,seeding,
plot:166:1605:11,block:166:1605,166,1605,11,plot,0.125,m2,2014,seeding,
plot:166:1605:21,block:166:1605,166,1605,21,plot,0.125,m2,2014,seeding,
plot:166:1605:31,block:166:1605,166,1605,31,plot,0.125,m2,2014,seeding,
plot:166:1605:41,block:166:1605,166,1605,41,plot,0.125,m2,2014,seeding,
plot:166:1605:51,block:166:1605,166,1605,51,plot,0.125,m2,2014,seeding,
block:166:1606,,166,1606,,block,,m2,2014,seeding,
plot:166:1606:113,block:166:1606,166,1606,113,plot,0.125,m2,2014,seeding,
plot:166:1606:123,block:166:1606,166,1606,123,plot,0.125,m2,2014,seeding,
plot:166:1606:133,block:166:1606,166,1606,133,plot,0.125,m2,2014,seeding,
plot:166:1606:143,block:166:1606,166,1606,143,plot,0.125,m2,2014,seeding,
plot:166:1606:153,block:166:1606,166,1606,153,plot,0.125,m2,2014,seeding,
block:166:1607,,166,1607,,block,,m2,2014,seeding,
plot:166:1607:112,block:166:1607,166,1607,112,plot,0.125,m2,2014,seeding,
plot:166:1607:122,block:166:1607,166,1607,122,plot,0.125,m2,2014,seeding,
plot:166:1607:132,block:166:1607,166,1607,132,plot,0.125,m2,2014,seeding,
plot:166:1607:142,block:166:1607,166,1607,142,plot,0.125,m2,2014,seeding,
plot:166:1607:152,block:166:1607,166,1607,152,plot,0.125,m2,2014,seeding,
block:166:1608,,166,1608,,block,,m2,2014,seeding,
plot:166:1608:111,block:166:1608,166,1608,111,plot,0.125,m2,2014,seeding,
plot:166:1608:121,block:166:1608,166,1608,121,plot,0.125,m2,2014,seeding,
plot:166:1608:131,block:166:1608,166,1608,131,plot,0.125,m2,2014,seeding,
plot:166:1608:141,block:166:1608,166,1608,141,plot,0.125,m2,2014,seeding,
plot:166:1608:151,block:166:1608,166,1608,151,plot,0.125,m2,2014,seeding,
block:166:1609,,166,1609,,block,,m2,2014,seeding,
plot:166:1609:111,block:166:1609,166,1609,111,plot,0.125,m2,2014,seeding,
plot:166:1609:121,block:166:1609,166,1609,121,plot,0.125,m2,2014,seeding,
plot:166:1609:131,block:166:1609,166,1609,131,plot,0.125,m2,2014,seeding,
plot:166:1609:141,block:166:1609,166,1609,141,plot,0.125,m2,2014,seeding,
plot:166:1609:151,block:166:1609,166,1609,151,plot,0.125,m2,2014,seeding,
block:166:1610,,166,1610,,block,,m2,2014,seeding,
plot:166:1610:13,block:166:1610,166,1610,13,plot,0.125,m2,2014,seeding,
plot:166:1610:23,block:166:1610,166,1610,23,plot,0.125,m2,2014,seeding,
plot:166:1610:33,block:166:1610,166,1610,33,plot,0.125,m2,2014,seeding,
plot:166:1610:43,block:166:1610,166,1610,43,plot,0.125,m2,2014,seeding,
plot:166:1610:53,block:166:1610,166,1610,53,plot,0.125,m2,2014,seeding,
block:166:1611,,166,1611,,block,,m2,2014,seeding,
plot:166:1611:12,block:166:1611,166,1611,12,plot,0.125,m2,2014,seeding,
plot:166:1611:22,block:166:1611,166,1611,22,plot,0.125,m2,2014,seeding,
plot:166:1611:32,block:166:1611,166,1611,32,plot,0.125,m2,2014,seeding,
plot:166:1611:42,block:166:1611,166,1611,42,plot,0.125,m2,2014,seeding,
plot:166:1611:52,block:166:1611,166,1611,52,plot,0.125,m2,2014,seeding,
block:166:1612,,166,1612,,block,,m2,2014,seeding,
plot:166:1612:12,block:166:1612,166,1612,12,plot,0.125,m2,2014,seeding,
plot:166:1612:22,block:166:1612,166,1612,22,plot,0.125,m2,2014,seeding,
plot:166:1612:32,block:166:1612,166,1612,32,plot,0.125,m2,2014,seeding,
plot:166:1612:42,block:166:1612,166,1612,42,plot,0.125,m2,2014,seeding,
plot:166:1612:52,block:166:1612,166,1612,52,plot,0.125,m2,2014,seeding,
block:166:1613,,166,1613,,block,,m2,2014,seeding,
plot:166:1613:13,block:166:1613,166,1613,13,plot,0.125,m2,2014,seeding,
plot:166:1613:23,block:166:1613,166,1613,23,plot,0.125,m2,2014,seeding,
