database,projectid,areaid,treatmentid
GAZP,11,3836,601
GAZP,11,3837,591
GAZP,11,3838,587
GAZP,11,3839,597
GAZP,11,3840,587
GAZP,11,3841,591
GAZP,11,3842,583
GAZP,11,3843,597
GAZP,11,3844,601
GAZP,11,3845,591
GAZP,11,3846,601
GAZP,11,3847,583
GAZP,11,3848,587
GAZP,11,3849,597
GAZP,11,3850,587
GAZP,11,3851,597
GAZP,11,3852,601
GAZP,11,3853,583
GAZP,11,3854,591
GAZP,11,3855,597
GAZP,11,3856,591
GAZP,11,3857,587
GAZP,11,3858,601
GAZP,11,3859,583
GAZP,11,3860,603
GAZP,11,3861,589
GAZP,11,3862,599
GAZP,11,3863,595
GAZP,11,3864,585
GAZP,11,3865,603
GAZP,11,3866,589
GAZP,11,3867,595
GAZP,11,3868,585
GAZP,11,3869,599
GAZP,11,3870,595
GAZP,11,3871,599
GAZP,11,3872,603
GAZP,11,3873,585
GAZP,11,3874,589
GAZP,11,3875,595
GAZP,11,3876,585
GAZP,11,3877,599
GAZP,11,3878,589
GAZP,11,3879,603
GAZP,11,3880,603
GAZP,11,3881,595
GAZP,11,3882,599
GAZP,11,3883,589
GAZP,11,3884,585
GAZP,11,3885,603
GAZP,11,3886,589
GAZP,11,3887,599
GAZP,11,3888,585
GAZP,11,3889,595
GAZP,11,3890,595
GAZP,11,3891,589
GAZP,11,3892,599
GAZP,11,3893,585
GAZP,11,3894,603
GAZP,11,3895,595
GAZP,11,3896,589
GAZP,11,3897,599
GAZP,11,3898,603
GAZP,11,3899,585
GAZP,11,3900,595
GAZP,11,3901,603
GAZP,11,3902,599
GAZP,11,3903,585
GAZP,11,3904,589
GAZP,11,4427,575
GAZP,11,4436,575
GAZP,11,4526,575
GAZP,11,4527,575
GAZP,11,4528,575
GAZP,11,4529,575
GAZP,11,4530,575
GAZP,11,4531,575
GAZP,11,4532,575
GAZP,11,4533,575
GAZP,11,4534,575
GAZP,11,4535,575
GAZP,11,4437,575
GAZP,11,4536,575
GAZP,11,4537,575
GAZP,11,4538,575
GAZP,11,4539,575
GAZP,11,4540,575
GAZP,11,4541,575
GAZP,11,4542,575
GAZP,11,4543,575
GAZP,11,4544,575
GAZP,11,4545,575
GAZP,11,4438,575
GAZP,11,4546,575
GAZP,11,4547,575
GAZP,11,4548,575
GAZP,11,4549,575
GAZP,11,4550,575
GAZP,11,4551,575
GAZP,11,4552,575
GAZP,11,4553,575
GAZP,11,4554,575
GAZP,11,4555,575
GAZP,11,4439,575
GAZP,11,4556,575
GAZP,11,4557,575
GAZP,11,4558,575
GAZP,11,4559,575
GAZP,11,4560,575
GAZP,11,4561,575
GAZP,11,4562,575
GAZP,11,4440,575
GAZP,11,4441,575
GAZP,11,4442,575
GAZP,11,4443,575
GAZP,11,4444,575
GAZP,11,4445,575
GAZP,11,4428,575
GAZP,11,4446,575
GAZP,11,4447,575
GAZP,11,4448,575
GAZP,11,4449,575
GAZP,11,4450,575
GAZP,11,4451,575
GAZP,11,4452,575
GAZP,11,4453,575
GAZP,11,4454,575
GAZP,11,4455,575
GAZP,11,4429,575
GAZP,11,4456,575
GAZP,11,4457,575
GAZP,11,4458,575
GAZP,11,4459,575
GAZP,11,4460,575
GAZP,11,4461,575
GAZP,11,4462,575
GAZP,11,4463,575
GAZP,11,4464,575
GAZP,11,4465,575
GAZP,11,4430,575
GAZP,11,4466,575
GAZP,11,4467,575
GAZP,11,4468,575
GAZP,11,4469,575
GAZP,11,4470,575
GAZP,11,4471,575
GAZP,11,4472,575
GAZP,11,4473,575
GAZP,11,4474,575
GAZP,11,4475,575
GAZP,11,4431,575
GAZP,11,4476,575
GAZP,11,4477,575
GAZP,11,4478,575
GAZP,11,4479,575
GAZP,11,4480,575
GAZP,11,4481,575
GAZP,11,4482,575
GAZP,11,4483,575
GAZP,11,4484,575
GAZP,11,4485,575
GAZP,11,4432,575
GAZP,11,4486,575
GAZP,11,4487,575
GAZP,11,4488,575
GAZP,11,4489,575
GAZP,11,4490,575
GAZP,11,4491,575
GAZP,11,4492,575
GAZP,11,4493,575
GAZP,11,4494,575
GAZP,11,4495,575
GAZP,11,4433,575
GAZP,11,4496,575
GAZP,11,4497,575
GAZP,11,4498,575
GAZP,11,4499,575
GAZP,11,4500,575
GAZP,11,4501,575
GAZP,11,4502,575
GAZP,11,4503,575
GAZP,11,4504,575
GAZP,11,4505,575
GAZP,11,4434,575
GAZP,11,4506,575
GAZP,11,4507,575
GAZP,11,4508,575
GAZP,11,4509,575
GAZP,11,4510,575
GAZP,11,4511,575
GAZP,11,4512,575
GAZP,11,4513,575
GAZP,11,4514,575
GAZP,11,4515,575
GAZP,11,4435,575
GAZP,11,4516,575
GAZP,11,4517,575
GAZP,11,4518,575
GAZP,11,4519,575
GAZP,11,4520,575
GAZP,11,4521,575
GAZP,11,4522,575
GAZP,11,4523,575
GAZP,11,4524,575
GAZP,11,4525,575
GAZP,11,4563,606
GAZP,11,4572,606
GAZP,11,4573,606
GAZP,11,4574,606
GAZP,11,4575,606
GAZP,11,4576,606
GAZP,11,4577,606
GAZP,11,4578,606
GAZP,11,4579,606
GAZP,11,4580,606
GAZP,11,4581,606
GAZP,11,4564,606
GAZP,11,4582,606
GAZP,11,4583,606
GAZP,11,4584,606
GAZP,11,4585,606
GAZP,11,4586,606
GAZP,11,4587,606
GAZP,11,4588,606
GAZP,11,4589,606
GAZP,11,4590,606
GAZP,11,4591,606
GAZP,11,4565,606
GAZP,11,4592,606
GAZP,11,4593,606
GAZP,11,4594,606
GAZP,11,4595,606
GAZP,11,4596,606
GAZP,11,4597,606
GAZP,11,4598,606
GAZP,11,4599,606
GAZP,11,4600,606
GAZP,11,4601,606
GAZP,11,4566,606
GAZP,11,4602,606
GAZP,11,4603,606
GAZP,11,4604,606
GAZP,11,4605,606
GAZP,11,4606,606
GAZP,11,4607,606
GAZP,11,4608,606
GAZP,11,4609,606
GAZP,11,4610,606
GAZP,11,4611,606
GAZP,11,4567,606
GAZP,11,4612,606
GAZP,11,4613,606
GAZP,11,4614,606
GAZP,11,4615,606
GAZP,11,4616,606
GAZP,11,4617,606
GAZP,11,4618,606
GAZP,11,4619,606
GAZP,11,4620,606
GAZP,11,4621,606
GAZP,11,4568,606
GAZP,11,4622,606
GAZP,11,4569,606
GAZP,11,4570,606
GAZP,11,4571,606
GAZP,11,3403,576
GAZP,11,3404,576
GAZP,11,3405,576
GAZP,11,3406,576
GAZP,11,3407,576
GAZP,11,3408,576
GAZP,11,3409,576
GAZP,11,3410,576
GAZP,11,3411,576
GAZP,11,3412,576
GAZP,11,3413,576
GAZP,11,3414,576
GAZP,11,3415,576
GAZP,11,3416,576
GAZP,11,3417,576
GAZP,11,3418,576
GAZP,11,3419,576
GAZP,11,3420,576
GAZP,11,3421,578
GAZP,11,3422,578
GAZP,11,3423,578
GAZP,11,3424,578
GAZP,11,3425,578
GAZP,11,3426,578
GAZP,11,3427,578
GAZP,11,3428,578
GAZP,11,3429,578
GAZP,11,3430,578
GAZP,11,3431,578
GAZP,11,3432,578
GAZP,11,3433,578
GAZP,11,3434,578
GAZP,11,3435,578
GAZP,11,3436,578
GAZP,11,3437,578
GAZP,11,3438,578
GAZP,11,3439,576
GAZP,11,3440,576
GAZP,11,3441,576
GAZP,11,3442,576
GAZP,11,3443,576
GAZP,11,3444,576
GAZP,11,3445,576
GAZP,11,3446,576
GAZP,11,3447,576
GAZP,11,3448,576
GAZP,11,3449,576
GAZP,11,3450,576
GAZP,11,3451,576
GAZP,11,3452,576
GAZP,11,3453,576
GAZP,11,3454,576
GAZP,11,3455,576
GAZP,11,3456,576
GAZP,11,3457,578
GAZP,11,3458,578
GAZP,11,3459,578
GAZP,11,3460,578
GAZP,11,3461,578
GAZP,11,3462,578
GAZP,11,3463,578
GAZP,11,3464,578
GAZP,11,3465,578
GAZP,11,3466,578
GAZP,11,3467,578
GAZP,11,3468,578
GAZP,11,3469,578
GAZP,11,3470,578
GAZP,11,3471,578
GAZP,11,3472,578
GAZP,11,3473,578
GAZP,11,3474,578
GAZP,11,3475,577
GAZP,11,3476,577
GAZP,11,3477,577
GAZP,11,3478,577
GAZP,11,3479,577
GAZP,11,3480,577
GAZP,11,3481,577
GAZP,11,3482,577
GAZP,11,3483,577
GAZP,11,3484,577
GAZP,11,3485,577
GAZP,11,3486,577
GAZP,11,3487,577
GAZP,11,3488,577
GAZP,11,3489,577
GAZP,11,3490,577
GAZP,11,3491,577
GAZP,11,3492,577
GAZP,11,3493,579
GAZP,11,3494,579
GAZP,11,3495,579
GAZP,11,3496,579
GAZP,11,3497,579
GAZP,11,3498,579
GAZP,11,3499,579
GAZP,11,3500,579
GAZP,11,3501,579
GAZP,11,3502,579
GAZP,11,3503,579
GAZP,11,3504,579
GAZP,11,3505,579
GAZP,11,3506,579
GAZP,11,3507,579
GAZP,11,3508,579
GAZP,11,3509,579
GAZP,11,3510,579
GAZP,11,3511,577
GAZP,11,3512,577
GAZP,11,3513,577
GAZP,11,3514,577
GAZP,11,3515,577
GAZP,11,3516,577
GAZP,11,3517,577
GAZP,11,3518,577
GAZP,11,3519,577
GAZP,11,3520,577
GAZP,11,3521,577
GAZP,11,3522,577
GAZP,11,3523,577
GAZP,11,3524,577
GAZP,11,3525,577
GAZP,11,3526,577
GAZP,11,3527,579
GAZP,11,3528,579
GAZP,11,3529,579
GAZP,11,3530,579
GAZP,11,3531,579
GAZP,11,3532,579
GAZP,11,3533,579
GAZP,11,3534,579
GAZP,11,3535,579
GAZP,11,3536,579
GAZP,11,3537,579
GAZP,11,3538,579
GAZP,11,3539,579
GAZP,11,3540,579
GAZP,11,3541,579
GAZP,11,3542,579
GAZP,11,3543,579
GAZP,11,3544,579
