database,projectid,object_type,source_treatmentid,source_treatment_event_key,block,replicate,areaid,treatmentid,source_trt_tsr
GAZP,11,plot,11_45,11_45::event_01,1518,21,3811,599,0
GAZP,11,plot,11_49,11_49::event_01,1518,31,3812,603,0
GAZP,11,plot,11_37,11_37::event_01,1518,41,3813,589,0
GAZP,11,plot,11_33,11_33::event_01,1518,51,3814,585,0
GAZP,11,plot,11_35,11_35::event_01,1601,113,3815,587,0
GAZP,11,plot,11_43,11_43::event_01,1601,123,3816,597,0
GAZP,11,plot,11_39,11_39::event_01,1601,133,3817,591,0
GAZP,11,plot,11_47,11_47::event_01,1601,143,3818,601,0
GAZP,11,plot,11_31,11_31::event_01,1601,153,3819,583,0
GAZP,11,plot,11_47,11_47::event_01,1602,112,3820,601,0
GAZP,11,plot,11_31,11_31::event_01,1602,122,3821,583,0
GAZP,11,plot,11_39,11_39::event_01,1602,132,3822,591,0
GAZP,11,plot,11_43,11_43::event_01,1602,142,3823,597,0
GAZP,11,plot,11_35,11_35::event_01,1602,152,3824,587,0
GAZP,11,plot,11_39,11_39::event_01,1603,112,3825,591,0
GAZP,11,plot,11_35,11_35::event_01,1603,122,3826,587,0
GAZP,11,plot,11_47,11_47::event_01,1603,132,3827,601,0
GAZP,11,plot,11_31,11_31::event_01,1603,142,3828,583,0
GAZP,11,plot,11_43,11_43::event_01,1603,152,3829,597,0
GAZP,11,plot,11_31,11_31::event_01,1604,113,3830,583,0
GAZP,11,plot,11_39,11_39::event_01,1604,123,3831,591,0
GAZP,11,plot,11_35,11_35::event_01,1604,133,3832,587,0
GAZP,11,plot,11_47,11_47::event_01,1604,143,3833,601,0
GAZP,11,plot,11_43,11_43::event_01,1604,153,3834,597,0
GAZP,11,plot,11_31,11_31::event_01,1605,11,3835,583,0
GAZP,11,plot,11_47,11_47::event_01,1605,21,3836,601,0
GAZP,11,plot,11_39,11_39::event_01,1605,31,3837,591,0
GAZP,11,plot,11_35,11_35::event_01,1605,41,3838,587,0
GAZP,11,plot,11_43,11_43::event_01,1605,51,3839,597,0
GAZP,11,plot,11_35,11_35::event_01,1606,113,3840,587,0
GAZP,11,plot,11_39,11_39::event_01,1606,123,3841,591,0
GAZP,11,plot,11_31,11_31::event_01,1606,133,3842,583,0
GAZP,11,plot,11_43,11_43::event_01,1606,143,3843,597,0
GAZP,11,plot,11_47,11_47::event_01,1606,153,3844,601,0
GAZP,11,plot,11_39,11_39::event_01,1607,112,3845,591,0
GAZP,11,plot,11_47,11_47::event_01,1607,122,3846,601,0
GAZP,11,plot,11_31,11_31::event_01,1607,132,3847,583,0
GAZP,11,plot,11_35,11_35::event_01,1607,142,3848,587,0
GAZP,11,plot,11_43,11_43::event_01,1607,152,3849,597,0
GAZP,11,plot,11_35,11_35::event_01,1608,111,3850,587,0
GAZP,11,plot,11_43,11_43::event_01,1608,121,3851,597,0
GAZP,11,plot,11_47,11_47::event_01,1608,131,3852,601,0
GAZP,11,plot,11_31,11_31::event_01,1608,141,3853,583,0
GAZP,11,plot,11_39,11_39::event_01,1608,151,3854,591,0
GAZP,11,plot,11_43,11_43::event_01,1609,111,3855,597,0
GAZP,11,plot,11_39,11_39::event_01,1609,121,3856,591,0
GAZP,11,plot,11_35,11_35::event_01,1609,131,3857,587,0
GAZP,11,plot,11_47,11_47::event_01,1609,141,3858,601,0
GAZP,11,plot,11_31,11_31::event_01,1609,151,3859,583,0
GAZP,11,plot,11_49,11_49::event_01,1610,13,3860,603,0
GAZP,11,plot,11_37,11_37::event_01,1610,23,3861,589,0
GAZP,11,plot,11_45,11_45::event_01,1610,33,3862,599,0
GAZP,11,plot,11_41,11_41::event_01,1610,43,3863,595,0
GAZP,11,plot,11_33,11_33::event_01,1610,53,3864,585,0
GAZP,11,plot,11_49,11_49::event_01,1611,12,3865,603,0
GAZP,11,plot,11_37,11_37::event_01,1611,22,3866,589,0
GAZP,11,plot,11_41,11_41::event_01,1611,32,3867,595,0
GAZP,11,plot,11_33,11_33::event_01,1611,42,3868,585,0
GAZP,11,plot,11_45,11_45::event_01,1611,52,3869,599,0
GAZP,11,plot,11_41,11_41::event_01,1612,12,3870,595,0
GAZP,11,plot,11_45,11_45::event_01,1612,22,3871,599,0
GAZP,11,plot,11_49,11_49::event_01,1612,32,3872,603,0
GAZP,11,plot,11_33,11_33::event_01,1612,42,3873,585,0
GAZP,11,plot,11_37,11_37::event_01,1612,52,3874,589,0
GAZP,11,plot,11_41,11_41::event_01,1613,13,3875,595,0
GAZP,11,plot,11_33,11_33::event_01,1613,23,3876,585,0
GAZP,11,plot,11_45,11_45::event_01,1613,33,3877,599,0
GAZP,11,plot,11_37,11_37::event_01,1613,43,3878,589,0
GAZP,11,plot,11_49,11_49::event_01,1613,53,3879,603,0
GAZP,11,plot,11_49,11_49::event_01,1614,111,3880,603,0
GAZP,11,plot,11_41,11_41::event_01,1614,121,3881,595,0
GAZP,11,plot,11_45,11_45::event_01,1614,131,3882,599,0
GAZP,11,plot,11_37,11_37::event_01,1614,141,3883,589,0
GAZP,11,plot,11_33,11_33::event_01,1614,151,3884,585,0
GAZP,11,plot,11_49,11_49::event_01,1615,113,3885,603,0
GAZP,11,plot,11_37,11_37::event_01,1615,123,3886,589,0
GAZP,11,plot,11_45,11_45::event_01,1615,133,3887,599,0
GAZP,11,plot,11_33,11_33::event_01,1615,143,3888,585,0
GAZP,11,plot,11_41,11_41::event_01,1615,153,3889,595,0
GAZP,11,plot,11_41,11_41::event_01,1616,112,3890,595,0
GAZP,11,plot,11_37,11_37::event_01,1616,122,3891,589,0
GAZP,11,plot,11_45,11_45::event_01,1616,132,3892,599,0
GAZP,11,plot,11_33,11_33::event_01,1616,142,3893,585,0
GAZP,11,plot,11_49,11_49::event_01,1616,152,3894,603,0
GAZP,11,plot,11_41,11_41::event_01,1617,11,3895,595,0
GAZP,11,plot,11_37,11_37::event_01,1617,21,3896,589,0
GAZP,11,plot,11_45,11_45::event_01,1617,31,3897,599,0
GAZP,11,plot,11_49,11_49::event_01,1617,41,3898,603,0
GAZP,11,plot,11_33,11_33::event_01,1617,51,3899,585,0
GAZP,11,plot,11_41,11_41::event_01,1618,111,3900,595,0
GAZP,11,plot,11_49,11_49::event_01,1618,121,3901,603,0
GAZP,11,plot,11_45,11_45::event_01,1618,131,3902,599,0
GAZP,11,plot,11_33,11_33::event_01,1618,141,3903,585,0
GAZP,11,plot,11_37,11_37::event_01,1618,151,3904,589,0
GAZP,11,plot,11_1,11_1::event_01,10101,462,3905,563,0
GAZP,11,plot,11_1,11_1::event_02,10101,462,3905,564,0
GAZP,11,plot,11_1,11_1::event_01,10101,542,3906,563,0
GAZP,11,plot,11_1,11_1::event_02,10101,542,3906,564,0
GAZP,11,plot,11_1,11_1::event_01,10102,461,3907,563,0
GAZP,11,plot,11_1,11_1::event_02,10102,461,3907,564,0
GAZP,11,plot,11_1,11_1::event_01,10102,501,3908,563,0
GAZP,11,plot,11_1,11_1::event_02,10102,501,3908,564,0
GAZP,11,plot,11_1,11_1::event_01,10102,541,3909,563,0
GAZP,11,plot,11_1,11_1::event_02,10102,541,3909,564,0
GAZP,11,plot,11_1,11_1::event_01,10103,63,3910,563,0
GAZP,11,plot,11_1,11_1::event_02,10103,63,3910,564,0
GAZP,11,plot,11_1,11_1::event_01,10103,143,3911,563,0
GAZP,11,plot,11_1,11_1::event_02,10103,143,3911,564,0
GAZP,11,plot,11_3,11_3::event_01,10104,102,3912,592,0
GAZP,11,plot,11_3,11_3::event_02,10104,102,3912,593,0
GAZP,11,plot,11_3,11_3::event_01,10104,142,3913,592,0
GAZP,11,plot,11_3,11_3::event_02,10104,142,3913,593,0
GAZP,11,plot,11_3,11_3::event_01,10105,461,3914,592,0
GAZP,11,plot,11_3,11_3::event_02,10105,461,3914,593,0
GAZP,11,plot,11_3,11_3::event_01,10105,501,3915,592,0
GAZP,11,plot,11_3,11_3::event_02,10105,501,3915,593,0
GAZP,11,plot,11_3,11_3::event_01,10105,541,3916,592,0
GAZP,11,plot,11_3,11_3::event_02,10105,541,3916,593,0
GAZP,11,plot,11_3,11_3::event_01,10106,453,3917,592,0
GAZP,11,plot,11_3,11_3::event_02,10106,453,3917,593,0
GAZP,11,plot,11_3,11_3::event_01,10106,543,3918,592,0
GAZP,11,plot,11_3,11_3::event_02,10106,543,3918,593,0
GAZP,11,plot,11_51,11_51::event_01,10107,462,3919,607,0
GAZP,11,plot,11_51,11_51::event_02,10107,462,3919,608,0
GAZP,11,plot,11_51,11_51::event_01,10107,542,3920,607,0
GAZP,11,plot,11_51,11_51::event_02,10107,542,3920,608,0
GAZP,11,plot,11_51,11_51::event_01,10108,63,3921,607,0
GAZP,11,plot,11_51,11_51::event_02,10108,63,3921,608,0
GAZP,11,plot,11_51,11_51::event_01,10108,143,3922,607,0
GAZP,11,plot,11_51,11_51::event_02,10108,143,3922,608,0
GAZP,11,plot,11_51,11_51::event_01,10109,61,3923,607,0
GAZP,11,plot,11_51,11_51::event_02,10109,61,3923,608,0
GAZP,11,plot,11_51,11_51::event_01,10109,101,3924,607,0
GAZP,11,plot,11_51,11_51::event_02,10109,101,3924,608,0
GAZP,11,plot,11_51,11_51::event_01,10109,141,3925,607,0
GAZP,11,plot,11_51,11_51::event_02,10109,141,3925,608,0
GAZP,11,plot,11_53,11_53::event_01,10110,62,3926,611,0
GAZP,11,plot,11_53,11_53::event_02,10110,62,3926,612,0
GAZP,11,plot,11_53,11_53::event_01,10110,142,3927,611,0
GAZP,11,plot,11_53,11_53::event_02,10110,142,3927,612,0
GAZP,11,plot,11_53,11_53::event_01,10111,63,3928,611,0
GAZP,11,plot,11_53,11_53::event_02,10111,63,3928,612,0
GAZP,11,plot,11_53,11_53::event_01,10111,143,3929,611,0
GAZP,11,plot,11_53,11_53::event_02,10111,143,3929,612,0
GAZP,11,plot,11_53,11_53::event_01,10112,61,3930,611,0
GAZP,11,plot,11_53,11_53::event_02,10112,61,3930,612,0
GAZP,11,plot,11_53,11_53::event_01,10112,101,3931,611,0
GAZP,11,plot,11_53,11_53::event_02,10112,101,3931,612,0
GAZP,11,plot,11_53,11_53::event_01,10112,141,3932,611,0
GAZP,11,plot,11_53,11_53::event_02,10112,141,3932,612,0
GAZP,11,plot,11_1,11_1::event_01,10201,102,3933,563,0
GAZP,11,plot,11_1,11_1::event_02,10201,102,3933,564,0
GAZP,11,plot,11_1,11_1::event_01,10201,142,3934,563,0
GAZP,11,plot,11_1,11_1::event_02,10201,142,3934,564,0
GAZP,11,plot,11_1,11_1::event_01,10202,463,3935,563,0
GAZP,11,plot,11_1,11_1::event_02,10202,463,3935,564,0
GAZP,11,plot,11_1,11_1::event_01,10202,543,3936,563,0
GAZP,11,plot,11_1,11_1::event_02,10202,543,3936,564,0
GAZP,11,plot,11_3,11_3::event_01,10203,502,3937,592,0
GAZP,11,plot,11_3,11_3::event_02,10203,502,3937,593,0
GAZP,11,plot,11_3,11_3::event_01,10203,542,3938,592,0
GAZP,11,plot,11_3,11_3::event_02,10203,542,3938,593,0
GAZP,11,plot,11_3,11_3::event_01,10204,461,3939,592,0
GAZP,11,plot,11_3,11_3::event_02,10204,461,3939,593,0
GAZP,11,plot,11_3,11_3::event_01,10204,501,3940,592,0
GAZP,11,plot,11_3,11_3::event_02,10204,501,3940,593,0
GAZP,11,plot,11_3,11_3::event_01,10204,541,3941,592,0
GAZP,11,plot,11_3,11_3::event_02,10204,541,3941,593,0
GAZP,11,plot,11_3,11_3::event_01,10205,463,3942,592,0
GAZP,11,plot,11_3,11_3::event_02,10205,463,3942,593,0
GAZP,11,plot,11_3,11_3::event_01,10205,543,3943,592,0
GAZP,11,plot,11_3,11_3::event_02,10205,543,3943,593,0
GAZP,11,plot,11_51,11_51::event_01,10206,462,3944,607,0
GAZP,11,plot,11_51,11_51::event_02,10206,462,3944,608,0
GAZP,11,plot,11_51,11_51::event_01,10206,542,3945,607,0
GAZP,11,plot,11_51,11_51::event_02,10206,542,3945,608,0
GAZP,11,plot,11_51,11_51::event_01,10207,63,3946,607,0
GAZP,11,plot,11_51,11_51::event_02,10207,63,3946,608,0
GAZP,11,plot,11_51,11_51::event_01,10207,143,3947,607,0
GAZP,11,plot,11_51,11_51::event_02,10207,143,3947,608,0
GAZP,11,plot,11_51,11_51::event_01,10208,61,3948,607,0
GAZP,11,plot,11_51,11_51::event_02,10208,61,3948,608,0
GAZP,11,plot,11_51,11_51::event_01,10208,101,3949,607,0
GAZP,11,plot,11_51,11_51::event_02,10208,101,3949,608,0
GAZP,11,plot,11_51,11_51::event_01,10208,141,3950,607,0
GAZP,11,plot,11_51,11_51::event_02,10208,141,3950,608,0
GAZP,11,plot,11_53,11_53::event_01,10209,462,3951,611,0
GAZP,11,plot,11_53,11_53::event_02,10209,462,3951,612,0
GAZP,11,plot,11_53,11_53::event_01,10209,542,3952,611,0
GAZP,11,plot,11_53,11_53::event_02,10209,542,3952,612,0
GAZP,11,plot,11_53,11_53::event_01,10210,63,3953,611,0
GAZP,11,plot,11_53,11_53::event_02,10210,63,3953,612,0
GAZP,11,plot,11_53,11_53::event_01,10210,143,3954,611,0
GAZP,11,plot,11_53,11_53::event_02,10210,143,3954,612,0
GAZP,11,plot,11_53,11_53::event_01,10211,461,3955,611,0
GAZP,11,plot,11_53,11_53::event_02,10211,461,3955,612,0
GAZP,11,plot,11_53,11_53::event_01,10211,501,3956,611,0
GAZP,11,plot,11_53,11_53::event_02,10211,501,3956,612,0
GAZP,11,plot,11_53,11_53::event_01,10211,541,3957,611,0
GAZP,11,plot,11_53,11_53::event_02,10211,541,3957,612,0
GAZP,11,plot,11_26,11_26::event_01,10301,73,3958,576,0
GAZP,11,plot,11_26,11_26::event_01,10301,163,3959,576,0
GAZP,11,plot,11_26,11_26::event_01,10307,102,3960,576,0
GAZP,11,plot,11_26,11_26::event_01,10307,142,3961,576,0
GAZP,11,plot,11_26,11_26::event_01,10308,461,3962,576,0
GAZP,11,plot,11_26,11_26::event_01,10308,501,3963,576,0
GAZP,11,plot,11_26,11_26::event_01,10308,541,3964,576,0
GAZP,11,plot,11_28,11_28::event_01,10310,63,3965,578,0
GAZP,11,plot,11_28,11_28::event_01,10310,143,3966,578,0
GAZP,11,plot,11_28,11_28::event_01,10316,102,3967,578,0
GAZP,11,plot,11_28,11_28::event_01,10316,142,3968,578,0
GAZP,11,plot,11_28,11_28::event_01,10317,461,3969,578,0
GAZP,11,plot,11_28,11_28::event_01,10317,501,3970,578,0
GAZP,11,plot,11_28,11_28::event_01,10317,541,3971,578,0
GAZP,11,plot,11_26,11_26::event_01,10401,463,3972,576,0
GAZP,11,plot,11_26,11_26::event_01,10401,543,3973,576,0
GAZP,11,plot,11_26,11_26::event_01,10407,102,3974,576,0
GAZP,11,plot,11_26,11_26::event_01,10407,142,3975,576,0
GAZP,11,plot,11_26,11_26::event_01,10408,61,3976,576,0
GAZP,11,plot,11_26,11_26::event_01,10408,101,3977,576,0
GAZP,11,plot,11_26,11_26::event_01,10408,141,3978,576,0
GAZP,11,plot,11_28,11_28::event_01,10410,63,3979,578,0
GAZP,11,plot,11_28,11_28::event_01,10410,143,3980,578,0
GAZP,11,plot,11_28,11_28::event_01,10416,502,3981,578,0
GAZP,11,plot,11_28,11_28::event_01,10416,542,3982,578,0
GAZP,11,plot,11_28,11_28::event_01,10417,461,3983,578,0
GAZP,11,plot,11_28,11_28::event_01,10417,501,3984,578,0
GAZP,11,plot,11_28,11_28::event_01,10417,541,3985,578,0
GAZP,11,plot,11_2,11_2::event_01,10501,62,3986,580,0
GAZP,11,plot,11_2,11_2::event_02,10501,62,3986,581,0
GAZP,11,plot,11_2,11_2::event_01,10501,142,3987,580,0
GAZP,11,plot,11_2,11_2::event_02,10501,142,3987,581,0
GAZP,11,plot,11_2,11_2::event_01,10502,61,3988,580,0
GAZP,11,plot,11_2,11_2::event_02,10502,61,3988,581,0
GAZP,11,plot,11_2,11_2::event_01,10502,101,3989,580,0
GAZP,11,plot,11_2,11_2::event_02,10502,101,3989,581,0
GAZP,11,plot,11_2,11_2::event_01,10502,141,3990,580,0
GAZP,11,plot,11_2,11_2::event_02,10502,141,3990,581,0
GAZP,11,plot,11_2,11_2::event_01,10503,463,3991,580,0
GAZP,11,plot,11_2,11_2::event_02,10503,463,3991,581,0
GAZP,11,plot,11_2,11_2::event_01,10503,543,3992,580,0
GAZP,11,plot,11_2,11_2::event_02,10503,543,3992,581,0
GAZP,11,plot,11_4,11_4::event_01,10504,502,3993,604,0
GAZP,11,plot,11_4,11_4::event_02,10504,502,3993,605,0
GAZP,11,plot,11_4,11_4::event_01,10504,542,3994,604,0
GAZP,11,plot,11_4,11_4::event_02,10504,542,3994,605,0
GAZP,11,plot,11_4,11_4::event_01,10505,61,3995,604,0
GAZP,11,plot,11_4,11_4::event_02,10505,61,3995,605,0
GAZP,11,plot,11_4,11_4::event_01,10505,101,3996,604,0
GAZP,11,plot,11_4,11_4::event_02,10505,101,3996,605,0
GAZP,11,plot,11_4,11_4::event_01,10505,141,3997,604,0
GAZP,11,plot,11_4,11_4::event_02,10505,141,3997,605,0
GAZP,11,plot,11_4,11_4::event_01,10506,63,3998,604,0
GAZP,11,plot,11_4,11_4::event_02,10506,63,3998,605,0
GAZP,11,plot,11_4,11_4::event_01,10506,143,3999,604,0
GAZP,11,plot,11_4,11_4::event_02,10506,143,3999,605,0
GAZP,11,plot,11_52,11_52::event_01,10507,62,4000,609,0
GAZP,11,plot,11_52,11_52::event_02,10507,62,4000,610,0
GAZP,11,plot,11_52,11_52::event_01,10507,142,4001,609,0
GAZP,11,plot,11_52,11_52::event_02,10507,142,4001,610,0
GAZP,11,plot,11_52,11_52::event_01,10508,463,4002,609,0
GAZP,11,plot,11_52,11_52::event_02,10508,463,4002,610,0
GAZP,11,plot,11_52,11_52::event_01,10508,543,4003,609,0
GAZP,11,plot,11_52,11_52::event_02,10508,543,4003,610,0
GAZP,11,plot,11_52,11_52::event_01,10509,461,4004,609,0
GAZP,11,plot,11_52,11_52::event_02,10509,461,4004,610,0
GAZP,11,plot,11_52,11_52::event_01,10509,501,4005,609,0
GAZP,11,plot,11_52,11_52::event_02,10509,501,4005,610,0
GAZP,11,plot,11_52,11_52::event_01,10509,541,4006,609,0
GAZP,11,plot,11_52,11_52::event_02,10509,541,4006,610,0
GAZP,11,plot,11_54,11_54::event_01,10511,463,4007,613,0
GAZP,11,plot,11_54,11_54::event_02,10511,463,4007,614,0
GAZP,11,plot,11_54,11_54::event_01,10511,543,4008,613,0
GAZP,11,plot,11_54,11_54::event_02,10511,543,4008,614,0
GAZP,11,plot,11_54,11_54::event_01,10512,461,4009,613,0
GAZP,11,plot,11_54,11_54::event_02,10512,461,4009,614,0
GAZP,11,plot,11_54,11_54::event_01,10512,501,4010,613,0
GAZP,11,plot,11_54,11_54::event_02,10512,501,4010,614,0
GAZP,11,plot,11_54,11_54::event_01,10512,541,4011,613,0
GAZP,11,plot,11_54,11_54::event_02,10512,541,4011,614,0
GAZP,11,plot,11_54,11_54::event_01,10519,462,4012,613,0
GAZP,11,plot,11_54,11_54::event_02,10519,462,4012,614,0
GAZP,11,plot,11_54,11_54::event_01,10519,542,4013,613,0
GAZP,11,plot,11_54,11_54::event_02,10519,542,4013,614,0
GAZP,11,plot,11_2,11_2::event_01,10601,502,4014,580,0
GAZP,11,plot,11_2,11_2::event_02,10601,502,4014,581,0
GAZP,11,plot,11_2,11_2::event_01,10601,542,4015,580,0
GAZP,11,plot,11_2,11_2::event_02,10601,542,4015,581,0
GAZP,11,plot,11_2,11_2::event_01,10602,63,4016,580,0
GAZP,11,plot,11_2,11_2::event_02,10602,63,4016,581,0
GAZP,11,plot,11_2,11_2::event_01,10602,143,4017,580,0
GAZP,11,plot,11_2,11_2::event_02,10602,143,4017,581,0
GAZP,11,plot,11_4,11_4::event_01,10603,102,4018,604,0
GAZP,11,plot,11_4,11_4::event_02,10603,102,4018,605,0
GAZP,11,plot,11_4,11_4::event_01,10603,142,4019,604,0
GAZP,11,plot,11_4,11_4::event_02,10603,142,4019,605,0
GAZP,11,plot,11_4,11_4::event_01,10604,61,4020,604,0
GAZP,11,plot,11_4,11_4::event_02,10604,61,4020,605,0
GAZP,11,plot,11_4,11_4::event_01,10604,101,4021,604,0
GAZP,11,plot,11_4,11_4::event_02,10604,101,4021,605,0
GAZP,11,plot,11_4,11_4::event_01,10604,141,4022,604,0
GAZP,11,plot,11_4,11_4::event_02,10604,141,4022,605,0
GAZP,11,plot,11_4,11_4::event_01,10605,63,4023,604,0
GAZP,11,plot,11_4,11_4::event_02,10605,63,4023,605,0
GAZP,11,plot,11_4,11_4::event_01,10605,143,4024,604,0
GAZP,11,plot,11_4,11_4::event_02,10605,143,4024,605,0
GAZP,11,plot,11_52,11_52::event_01,10606,62,4025,609,0
GAZP,11,plot,11_52,11_52::event_02,10606,62,4025,610,0
GAZP,11,plot,11_52,11_52::event_01,10606,142,4026,609,0
GAZP,11,plot,11_52,11_52::event_02,10606,142,4026,610,0
GAZP,11,plot,11_52,11_52::event_01,10607,463,4027,609,0
GAZP,11,plot,11_52,11_52::event_02,10607,463,4027,610,0
GAZP,11,plot,11_52,11_52::event_01,10607,543,4028,609,0
GAZP,11,plot,11_52,11_52::event_02,10607,543,4028,610,0
GAZP,11,plot,11_52,11_52::event_01,10608,461,4029,609,0
GAZP,11,plot,11_52,11_52::event_02,10608,461,4029,610,0
GAZP,11,plot,11_52,11_52::event_01,10608,501,4030,609,0
GAZP,11,plot,11_52,11_52::event_02,10608,501,4030,610,0
GAZP,11,plot,11_52,11_52::event_01,10608,541,4031,609,0
GAZP,11,plot,11_52,11_52::event_02,10608,541,4031,610,0
GAZP,11,plot,11_54,11_54::event_01,10609,62,4032,613,0
GAZP,11,plot,11_54,11_54::event_02,10609,62,4032,614,0
GAZP,11,plot,11_54,11_54::event_01,10609,142,4033,613,0
GAZP,11,plot,11_54,11_54::event_02,10609,142,4033,614,0
GAZP,11,plot,11_54,11_54::event_01,10610,463,4034,613,0
GAZP,11,plot,11_54,11_54::event_02,10610,463,4034,614,0
GAZP,11,plot,11_54,11_54::event_01,10610,543,4035,613,0
GAZP,11,plot,11_54,11_54::event_02,10610,543,4035,614,0
GAZP,11,plot,11_54,11_54::event_01,10611,61,4036,613,0
GAZP,11,plot,11_54,11_54::event_02,10611,61,4036,614,0
GAZP,11,plot,11_54,11_54::event_01,10611,101,4037,613,0
GAZP,11,plot,11_54,11_54::event_02,10611,101,4037,614,0
GAZP,11,plot,11_54,11_54::event_01,10611,141,4038,613,0
GAZP,11,plot,11_54,11_54::event_02,10611,141,4038,614,0
GAZP,11,plot,11_27,11_27::event_01,10701,493,4039,577,0
GAZP,11,plot,11_27,11_27::event_01,10701,573,4040,577,0
GAZP,11,plot,11_27,11_27::event_01,10707,502,4041,577,0
GAZP,11,plot,11_27,11_27::event_01,10707,542,4042,577,0
GAZP,11,plot,11_27,11_27::event_01,10708,61,4043,577,0
GAZP,11,plot,11_27,11_27::event_01,10708,101,4044,577,0
GAZP,11,plot,11_27,11_27::event_01,10708,141,4045,577,0
GAZP,11,plot,11_29,11_29::event_01,10710,463,4046,579,0
GAZP,11,plot,11_29,11_29::event_01,10710,543,4047,579,0
GAZP,11,plot,11_29,11_29::event_01,10716,502,4048,579,0
GAZP,11,plot,11_29,11_29::event_01,10716,542,4049,579,0
GAZP,11,plot,11_29,11_29::event_01,10717,61,4050,579,0
GAZP,11,plot,11_29,11_29::event_01,10717,101,4051,579,0
GAZP,11,plot,11_29,11_29::event_01,10717,141,4052,579,0
GAZP,11,plot,11_27,11_27::event_01,10801,63,4053,577,0
GAZP,11,plot,11_27,11_27::event_01,10801,143,4054,577,0
GAZP,11,plot,11_27,11_27::event_01,10807,502,4055,577,0
GAZP,11,plot,11_27,11_27::event_01,10807,542,4056,577,0
GAZP,11,plot,11_27,11_27::event_01,10808,461,4057,577,0
GAZP,11,plot,11_27,11_27::event_01,10808,501,4058,577,0
GAZP,11,plot,11_27,11_27::event_01,10808,541,4059,577,0
GAZP,11,plot,11_29,11_29::event_01,10810,463,4060,579,0
GAZP,11,plot,11_29,11_29::event_01,10810,543,4061,579,0
GAZP,11,plot,11_29,11_29::event_01,10816,102,4062,579,0
GAZP,11,plot,11_29,11_29::event_01,10816,142,4063,579,0
GAZP,11,plot,11_29,11_29::event_01,10817,61,4064,579,0
GAZP,11,plot,11_29,11_29::event_01,10817,101,4065,579,0
GAZP,11,plot,11_29,11_29::event_01,10817,141,4066,579,0
GAZP,11,plot,11_13,11_13::event_01,10901,22,4067,549,0
GAZP,11,plot,11_13,11_13::event_02,10901,22,4067,550,0
GAZP,11,plot,11_17,11_17::event_01,10901,62,4068,557,0
GAZP,11,plot,11_17,11_17::event_02,10901,62,4068,558,0
GAZP,11,plot,11_5,11_5::event_01,10901,102,4069,625,0
GAZP,11,plot,11_5,11_5::event_02,10901,102,4069,626,0
GAZP,11,plot,11_9,11_9::event_01,10901,142,4070,663,0
GAZP,11,plot,11_9,11_9::event_02,10901,142,4070,664,0
GAZP,11,plot,11_21,11_21::event_01,10901,182,4071,567,0
GAZP,11,plot,11_21,11_21::event_02,10901,182,4071,568,0
GAZP,11,plot,11_9,11_9::event_01,10902,21,4072,663,0
GAZP,11,plot,11_9,11_9::event_02,10902,21,4072,664,0
GAZP,11,plot,11_5,11_5::event_01,10902,61,4073,625,0
GAZP,11,plot,11_5,11_5::event_02,10902,61,4073,626,0
GAZP,11,plot,11_17,11_17::event_01,10902,101,4074,557,0
GAZP,11,plot,11_17,11_17::event_02,10902,101,4074,558,0
GAZP,11,plot,11_21,11_21::event_01,10902,141,4075,567,0
GAZP,11,plot,11_21,11_21::event_02,10902,141,4075,568,0
GAZP,11,plot,11_13,11_13::event_01,10902,181,4076,549,0
GAZP,11,plot,11_13,11_13::event_02,10902,181,4076,550,0
GAZP,11,plot,11_9,11_9::event_01,10903,423,4077,663,0
GAZP,11,plot,11_9,11_9::event_02,10903,423,4077,664,0
GAZP,11,plot,11_21,11_21::event_01,10903,463,4078,567,0
GAZP,11,plot,11_21,11_21::event_02,10903,463,4078,568,0
GAZP,11,plot,11_17,11_17::event_01,10903,503,4079,557,0
GAZP,11,plot,11_17,11_17::event_02,10903,503,4079,558,0
GAZP,11,plot,11_13,11_13::event_01,10903,543,4080,549,0
GAZP,11,plot,11_13,11_13::event_02,10903,543,4080,550,0
GAZP,11,plot,11_5,11_5::event_01,10903,583,4081,625,0
GAZP,11,plot,11_5,11_5::event_02,10903,583,4081,626,0
GAZP,11,plot,11_7,11_7::event_01,10904,22,4082,659,0
GAZP,11,plot,11_7,11_7::event_02,10904,22,4082,660,0
GAZP,11,plot,11_11,11_11::event_01,10904,62,4083,545,0
GAZP,11,plot,11_11,11_11::event_02,10904,62,4083,546,0
GAZP,11,plot,11_15,11_15::event_01,10904,102,4084,553,0
GAZP,11,plot,11_15,11_15::event_02,10904,102,4084,554,0
GAZP,11,plot,11_19,11_19::event_01,10904,142,4085,561,0
GAZP,11,plot,11_19,11_19::event_02,10904,142,4085,562,0
GAZP,11,plot,11_23,11_23::event_01,10904,182,4086,571,0
GAZP,11,plot,11_23,11_23::event_02,10904,182,4086,572,0
GAZP,11,plot,11_23,11_23::event_01,10905,21,4087,571,0
GAZP,11,plot,11_23,11_23::event_02,10905,21,4087,572,0
GAZP,11,plot,11_7,11_7::event_01,10905,61,4088,659,0
GAZP,11,plot,11_7,11_7::event_02,10905,61,4088,660,0
GAZP,11,plot,11_19,11_19::event_01,10905,101,4089,561,0
GAZP,11,plot,11_19,11_19::event_02,10905,101,4089,562,0
GAZP,11,plot,11_11,11_11::event_01,10905,141,4090,545,0
GAZP,11,plot,11_11,11_11::event_02,10905,141,4090,546,0
