database,projectid,source_folder,source_file_list,workflow_version,processed_by,processed_date,pipeline_stage_start,pipeline_stage_end,notes
GAZP,10,Supabase Storage: grp-import-artifacts/GAZP/GAZP10,"GAZP/GAZP10/source/2008-2009-2010_TOTALS_SIMPLE.XLSX, GAZP/GAZP10/source/2011_CENSUS_2.xlsx, GAZP/GAZP10/source/CENSUS_2012_2013 relevant.xls, GAZP/GAZP10/source/CENSUS_2012_2013 w percent cover.xls, GAZP/GAZP10/source/Relevant data.xlsx, GAZP/GAZP10/source/Backup of Relevant data.xlk, GAZP/GAZP10/source/Porensky_etal_2012_spatial_priority.pdf, GAZP/GAZP10/source/2015YoungFireCryptic.pdf, GAZP/GAZP10/source/submitted_appendix_A.PDF, GAZP/GAZP10/harmonized/GAZP10.xlsx, GAZP/GAZP10/harmonized/GAZP10_reprocessed.xlsx, GAZP/GAZP10/code/01_reprocess_GAZP10_vegresults.R, GAZP/GAZP10/code/02_GAZP10_import.R, GAZP/GAZP10/code/03_GAZP10_build.R, GAZP/GAZP10/code/04_GAZP10_summarize.R, GAZP/GAZP10/crosswalks/GAZP10_harmonized-SQL_crosswalk.csv, GAZP/GAZP10/crosswalks/GAZP10_species_crosswalk.csv",GAZP10_prepare-build-summarize_v1,Nancy Shackelford,2026-09-16,GAZP10 source and harmonized data,GAZP10 SQL imported data,"Initial GAZP10 import with reviewed spatial blocks, nested sampling areas, explicit area-treatment links, pre-burn interpretation, treatment-note routing, species mappings, and row-loss auditing."
