database,projectid,object_type,source_treatmentid,block,replicate,areaid,treatmentid,source_trt_tsr
GAZP,10,plot,10_1,7,2,3079,539,0
GAZP,10,plot,10_3,7,2,3079,541,0
GAZP,10,plot,10_2,8,1,3080,540,0
GAZP,10,plot,10_2,8,2,3081,540,0
GAZP,10,plot,10_2,9,1,3082,540,0
GAZP,10,plot,10_4,9,1,3082,542,0
GAZP,10,plot,10_2,9,2,3083,540,0
GAZP,10,plot,10_4,9,2,3083,542,0
GAZP,10,plot,10_1,10,1,3084,539,0
GAZP,10,plot,10_1,10,2,3085,539,0
GAZP,10,plot,10_2,11,1,3086,540,0
GAZP,10,plot,10_2,11,2,3087,540,0
GAZP,10,plot,10_1,12,1,3088,539,0
GAZP,10,plot,10_3,12,1,3088,541,0
GAZP,10,plot,10_1,12,2,3089,539,0
GAZP,10,plot,10_3,12,2,3089,541,0
GAZP,10,plot,10_1,13,1,3090,539,0
GAZP,10,plot,10_3,13,1,3090,541,0
GAZP,10,plot,10_1,13,2,3091,539,0
GAZP,10,plot,10_3,13,2,3091,541,0
GAZP,10,plot,10_1,14,1,3092,539,0
GAZP,10,plot,10_1,14,2,3093,539,0
GAZP,10,plot,10_1,15,1,3094,539,0
GAZP,10,plot,10_3,15,1,3094,541,0
GAZP,10,plot,10_1,15,2,3095,539,0
GAZP,10,plot,10_3,15,2,3095,541,0
GAZP,10,plot,10_2,16,1,3096,540,0
GAZP,10,plot,10_4,16,1,3096,542,0
GAZP,10,plot,10_2,16,2,3097,540,0
GAZP,10,plot,10_4,16,2,3097,542,0
GAZP,10,plot,10_1,17,1,3098,539,0
GAZP,10,plot,10_1,17,2,3099,539,0
GAZP,10,plot,10_2,18,1,3100,540,0
GAZP,10,plot,10_4,18,1,3100,542,0
GAZP,10,plot,10_2,18,2,3101,540,0
GAZP,10,plot,10_4,18,2,3101,542,0
GAZP,10,plot,10_2,19,1,3102,540,0
GAZP,10,plot,10_4,19,1,3102,542,0
GAZP,10,plot,10_2,19,2,3103,540,0
GAZP,10,plot,10_4,19,2,3103,542,0
GAZP,10,plot,10_2,20,1,3104,540,0
GAZP,10,plot,10_4,20,1,3104,542,0
GAZP,10,plot,10_2,20,2,3105,540,0
GAZP,10,plot,10_4,20,2,3105,542,0
GAZP,10,plot,10_1,21,1,3106,539,0
GAZP,10,plot,10_3,21,1,3106,541,0
GAZP,10,plot,10_1,21,2,3107,539,0
GAZP,10,plot,10_3,21,2,3107,541,0
GAZP,10,plot,10_2,22,1,3108,540,0
GAZP,10,plot,10_2,22,2,3109,540,0
GAZP,10,plot,10_2,23,1,3110,540,0
GAZP,10,plot,10_2,23,2,3111,540,0
GAZP,10,plot,10_1,24,1,3112,539,0
GAZP,10,plot,10_1,24,2,3113,539,0
GAZP,10,plot,10_2,25,1,3114,540,0
GAZP,10,plot,10_2,25,2,3115,540,0
