database,projectid,object_type,source_treatmentid,block,replicate,areaid,treatmentid,source_trt_tsr
GAZP,6,plot,6_1,1,1,1403,401,0
GAZP,6,plot,6_1,1,10,1404,401,0
GAZP,6,plot,6_1,1,11,1405,401,0
GAZP,6,plot,6_1,1,12,1406,401,0
GAZP,6,plot,6_1,1,13,1407,401,0
GAZP,6,plot,6_1,1,14,1408,401,0
GAZP,6,plot,6_1,1,15,1409,401,0
GAZP,6,plot,6_1,1,2,1410,401,0
GAZP,6,plot,6_1,1,3,1411,401,0
GAZP,6,plot,6_1,1,4,1412,401,0
GAZP,6,plot,6_1,1,5,1413,401,0
GAZP,6,plot,6_1,1,6,1414,401,0
GAZP,6,plot,6_1,1,7,1415,401,0
GAZP,6,plot,6_1,1,8,1416,401,0
GAZP,6,plot,6_1,1,9,1417,401,0
GAZP,6,plot,6_10,1,1,1418,402,0
GAZP,6,plot,6_10,1,10,1419,402,0
GAZP,6,plot,6_10,1,11,1420,402,0
GAZP,6,plot,6_10,1,12,1421,402,0
GAZP,6,plot,6_10,1,13,1422,402,0
GAZP,6,plot,6_10,1,14,1423,402,0
GAZP,6,plot,6_10,1,15,1424,402,0
GAZP,6,plot,6_10,1,2,1425,402,0
GAZP,6,plot,6_10,1,3,1426,402,0
GAZP,6,plot,6_10,1,4,1427,402,0
GAZP,6,plot,6_10,1,5,1428,402,0
GAZP,6,plot,6_10,1,6,1429,402,0
GAZP,6,plot,6_10,1,7,1430,402,0
GAZP,6,plot,6_10,1,8,1431,402,0
GAZP,6,plot,6_10,1,9,1432,402,0
GAZP,6,plot,6_11,1,16,1433,403,0
GAZP,6,plot,6_11,1,17,1434,403,0
GAZP,6,plot,6_11,1,18,1435,403,0
GAZP,6,plot,6_11,1,19,1436,403,0
GAZP,6,plot,6_11,1,20,1437,403,0
GAZP,6,plot,6_11,1,21,1438,403,0
GAZP,6,plot,6_11,1,22,1439,403,0
GAZP,6,plot,6_11,1,23,1440,403,0
GAZP,6,plot,6_11,1,24,1441,403,0
GAZP,6,plot,6_11,1,25,1442,403,0
GAZP,6,plot,6_11,1,26,1443,403,0
GAZP,6,plot,6_11,1,27,1444,403,0
GAZP,6,plot,6_11,1,28,1445,403,0
GAZP,6,plot,6_11,1,29,1446,403,0
GAZP,6,plot,6_11,1,30,1447,403,0
GAZP,6,plot,6_12,1,31,1448,404,0
GAZP,6,plot,6_12,1,32,1449,404,0
GAZP,6,plot,6_12,1,33,1450,404,0
GAZP,6,plot,6_12,1,34,1451,404,0
GAZP,6,plot,6_12,1,35,1452,404,0
GAZP,6,plot,6_12,1,36,1453,404,0
GAZP,6,plot,6_12,1,37,1454,404,0
GAZP,6,plot,6_12,1,38,1455,404,0
GAZP,6,plot,6_12,1,39,1456,404,0
GAZP,6,plot,6_12,1,40,1457,404,0
GAZP,6,plot,6_12,1,41,1458,404,0
GAZP,6,plot,6_12,1,42,1459,404,0
GAZP,6,plot,6_12,1,43,1460,404,0
GAZP,6,plot,6_12,1,44,1461,404,0
GAZP,6,plot,6_12,1,45,1462,404,0
GAZP,6,plot,6_13,1,1,1463,405,0
GAZP,6,plot,6_13,1,10,1464,405,0
GAZP,6,plot,6_13,1,11,1465,405,0
GAZP,6,plot,6_13,1,12,1466,405,0
GAZP,6,plot,6_13,1,13,1467,405,0
